C,H,N,O,S,P,,mass,,PreHW1.csv,PreHW2.csv,PreHW3.csv,Initial,AvgInitial,,PosFHW7.csv,PosFHW8.csv,PosFHW9.csv,Post,AvgPost,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
15,10,0,13,0,0,,397.0048634,,0,0,0,No,,,1802872,1904353,1830950,Yes,1846058.333,,0.666666667,0.866666667,,397.00486,11,0.733333333,1.1,0.846153846,O,,,0.529411765,,----,Aromatic,----,----,----,----,,397.09666,397.00000,0.09666
28,30,1,3,0,1,,458.1890529,,0,0,0,No,,,2088417,2206255,1967767,Yes,2087479.667,,1.071428571,0.107142857,,458.18905,15,0.535714286,0.5,5,O,,,0.510204082,,----,Aromatic,----,----,----,----,,458.29500,458.00000,0.29500
11,14,0,11,0,0,,321.0463342,,0,0,0,No,,,2112036,2821090,1743666,Yes,2225597.333,,1.272727273,1,,321.04633,5,0.454545455,0.357142857,0.454545455,O,,,-0.090909091,,----,----,HUnSatLig,----,----,----,,321.12057,321.00000,0.12057
11,16,0,10,0,0,,307.0670696,,0,0,0,No,,,2215157,2028892,1475913,Yes,1906654,,1.454545455,0.909090909,,307.06707,4,0.363636364,0.25,0.4,O,,,-0.166666667,,----,----,HUnSatLig,----,----,----,,307.13807,307.00000,0.13807
11,16,0,11,0,0,,323.0619842,,0,0,0,No,,,5376121,6006606,3810658,Yes,5064461.667,,1.454545455,1,,323.06198,4,0.363636364,0.25,0.363636364,O,,,-0.272727273,,----,----,HUnSatLig,----,----,----,,323.13669,323.00000,0.13669
11,16,0,12,0,0,,339.0568988,,0,0,0,No,,,3125410,3257508,2234676,Yes,2872531.333,,1.454545455,1.090909091,,339.05690,4,0.363636364,0.25,0.333333333,O,,,-0.4,,----,----,HUnSatLig,----,----,----,,339.13530,339.00000,0.13530
12,12,0,11,0,0,,331.0306842,,0,0,0,No,,,1659688,1469050,1417905,Yes,1515547.667,,1,0.916666667,,331.03068,7,0.583333333,0.583333333,0.636363636,O,,,0.230769231,,----,----,HUnSatLig,----,----,----,,331.10723,331.00000,0.10723
12,14,0,11,0,0,,333.0463342,,0,0,0,No,,,3058614,2416942,2416693,Yes,2630749.667,,1.166666667,0.916666667,,333.04633,6,0.5,0.428571429,0.545454545,O,,,0.076923077,,----,----,HUnSatLig,----,----,----,,333.12335,333.00000,0.12335
12,16,0,9,0,0,,303.072155,,0,0,0,No,,,1419498,1400144,1368225,Yes,1395955.667,,1.333333333,0.75,,303.07215,5,0.416666667,0.3125,0.555555556,O,,,0.066666667,,----,----,HUnSatLig,----,----,----,,303.14224,303.00000,0.14224
12,16,0,10,0,0,,319.0670696,,0,0,0,No,,,3906527,3788937,2771477,Yes,3488980.333,,1.333333333,0.833333333,,319.06707,5,0.416666667,0.3125,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,319.14085,319.00000,0.14085
12,16,0,11,0,0,,335.0619842,,0,0,0,No,,,7174480,6780147,4953549,Yes,6302725.333,,1.333333333,0.916666667,,335.06198,5,0.416666667,0.3125,0.454545455,O,,,-0.076923077,,----,----,HUnSatLig,----,----,----,,335.13946,335.00000,0.13946
12,16,0,13,0,0,,367.0518134,,0,0,0,No,,,4480258,4740291,3483595,Yes,4234714.667,,1.333333333,1.083333333,,367.05181,5,0.416666667,0.3125,0.384615385,O,,,-0.272727273,,----,----,HUnSatLig,----,----,----,,367.13669,367.00000,0.13669
13,10,0,10,0,0,,325.0201196,,0,0,0,No,,,2040014,1967293,1779864,Yes,1929057,,0.769230769,0.769230769,,325.02012,9,0.692307692,0.9,0.9,O,,,0.5,,----,----,HUnSatLig,----,----,----,,325.09528,325.00000,0.09528
13,12,0,11,0,0,,343.0306842,,0,0,0,No,,,2795556,2722962,2815214,Yes,2777910.667,,0.923076923,0.846153846,,343.03068,8,0.615384615,0.666666667,0.727272727,O,,,0.333333333,,----,----,HUnSatLig,----,----,----,,343.11000,343.00000,0.11000
13,12,0,12,0,0,,359.0255988,,0,0,0,No,,,2354752,2275546,2140002,Yes,2256766.667,,0.923076923,0.923076923,,359.02560,8,0.615384615,0.666666667,0.666666667,O,,,0.285714286,,----,----,HUnSatLig,----,----,----,,359.10862,359.00000,0.10862
13,14,0,9,0,0,,313.056505,,0,0,0,No,,,2075456,2444477,1986816,Yes,2168916.333,,1.076923077,0.692307692,,313.05650,7,0.538461538,0.5,0.777777778,CRAM,,,0.294117647,,----,----,HUnSatLig,----,----,----,,313.12889,313.00000,0.12889
13,14,0,11,0,0,,345.0463342,,0,0,0,No,,,4071937,3968171,3993334,Yes,4011147.333,,1.076923077,0.846153846,,345.04633,7,0.538461538,0.5,0.636363636,O,,,0.2,,----,----,HUnSatLig,----,----,----,,345.12612,345.00000,0.12612
13,14,0,12,0,0,,361.0412488,,0,0,0,No,,,2847854,2974548,2760697,Yes,2861033,,1.076923077,0.923076923,,361.04125,7,0.538461538,0.5,0.583333333,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,361.12473,361.00000,0.12473
13,16,0,10,0,0,,331.0670696,,0,0,0,No,,,4195888,3972993,3688632,Yes,3952504.333,,1.230769231,0.769230769,,331.06707,6,0.461538462,0.375,0.6,O,,,0.125,,----,----,HUnSatLig,----,----,----,,331.14362,331.00000,0.14362
13,16,0,11,0,0,,347.0619842,,0,0,0,No,,,4284396,3977430,2865943,Yes,3709256.333,,1.230769231,0.846153846,,347.06198,6,0.461538462,0.375,0.545454545,O,,,0.066666667,,----,----,HUnSatLig,----,----,----,,347.14224,347.00000,0.14224
13,16,0,12,0,0,,363.0568988,,0,0,0,No,,,4836513,4173778,3515542,Yes,4175277.667,,1.230769231,0.923076923,,363.05690,6,0.461538462,0.375,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,363.14085,363.00000,0.14085
13,16,0,13,0,0,,379.0518134,,0,0,0,No,,,3054063,2964752,2360044,Yes,2792953,,1.230769231,1,,379.05181,6,0.461538462,0.375,0.461538462,O,,,-0.076923077,,----,----,HUnSatLig,----,----,----,,379.13946,379.00000,0.13946
13,18,0,9,0,0,,317.087805,,0,0,0,No,,,2644901,2813244,2185222,Yes,2547789,,1.384615385,0.692307692,,317.08780,5,0.384615385,0.277777778,0.555555556,O,,,0.058823529,,----,----,HUnSatLig,----,----,----,,317.16113,317.00000,0.16113
13,18,0,10,0,0,,333.0827196,,0,0,0,No,,,3677629,3662134,3351612,Yes,3563791.667,,1.384615385,0.769230769,,333.08272,5,0.384615385,0.277777778,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,333.15974,333.00000,0.15974
13,18,0,11,0,0,,349.0776342,,0,0,0,No,,,6827493,6714131,4306769,Yes,5949464.333,,1.384615385,0.846153846,,349.07763,5,0.384615385,0.277777778,0.454545455,O,,,-0.066666667,,----,----,HUnSatLig,----,----,----,,349.15835,349.00000,0.15835
13,18,0,13,0,0,,381.0674634,,0,0,0,No,,,8066050,8948045,5930823,Yes,7648306,,1.384615385,1,,381.06746,5,0.384615385,0.277777778,0.384615385,O,,,-0.230769231,,----,----,HUnSatLig,----,----,----,,381.15558,381.00000,0.15558
13,18,0,14,0,0,,397.062378,,0,0,0,No,,,3618435,4220907,2110000,Yes,3316447.333,,1.384615385,1.076923077,,397.06238,5,0.384615385,0.277777778,0.357142857,O,,,-0.333333333,,----,----,HUnSatLig,----,----,----,,397.15419,397.00000,0.15419
13,19,1,11,0,0,,364.0885332,,0,0,0,No,,,2790850,3399961,2180590,Yes,2790467,,1.461538462,0.846153846,,364.08853,5,0.384615385,0.263157895,0.454545455,O,,,-0.153846154,,----,----,HUnSatLig,----,----,----,,364.17272,364.00000,0.17272
13,19,1,12,0,0,,380.0834478,,0,0,0,No,,,1938944,2199608,1791011,Yes,1976521,,1.461538462,0.923076923,,380.08345,5,0.384615385,0.263157895,0.416666667,O,,,-0.25,,----,----,HUnSatLig,----,----,----,,380.17134,380.00000,0.17134
13,19,3,8,0,0,,344.1099374,,0,0,0,No,,,1771298,1491120,1492225,Yes,1584881,,1.461538462,0.615384615,,344.10994,6,0.461538462,0.315789474,0.75,O,,,0.083333333,,----,----,HUnSatLig,----,----,----,,344.18951,344.00000,0.18951
14,10,0,12,0,0,,369.0099488,,0,0,0,No,,,2209576,2332972,2763863,Yes,2435470.333,,0.714285714,0.857142857,,369.00995,10,0.714285714,1,0.833333333,O,,,0.5,,----,----,HUnSatLig,----,----,----,,369.09528,369.00000,0.09528
14,12,0,12,0,0,,371.0255988,,0,0,0,No,,,4376923,3905954,4598514,Yes,4293797,,0.857142857,0.857142857,,371.02560,9,0.642857143,0.75,0.75,O,,,0.375,,----,----,HUnSatLig,----,----,----,,371.11139,371.00000,0.11139
14,12,0,13,0,0,,387.0205134,,0,0,0,No,,,2633184,2129273,1768375,Yes,2176944,,0.857142857,0.928571429,,387.02051,9,0.642857143,0.75,0.692307692,O,,,0.333333333,,----,----,HUnSatLig,----,----,----,,387.11001,387.00000,0.11001
14,14,0,8,0,0,,309.0615904,,0,0,0,No,,,1892357,1365105,1714728,Yes,1657396.667,,1,0.571428571,,309.06159,8,0.571428571,0.571428571,1,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,309.13306,309.00000,0.13306
14,14,0,13,0,0,,389.0361634,,0,0,0,No,,,2958272,2758499,2906543,Yes,2874438,,1,0.928571429,,389.03616,8,0.571428571,0.571428571,0.615384615,O,,,0.2,,----,----,HUnSatLig,----,----,----,,389.12612,389.00000,0.12612
14,16,0,12,0,0,,375.0568988,,0,0,0,No,,,6944183,6246005,5731342,Yes,6307176.667,,1.142857143,0.857142857,,375.05690,7,0.5,0.4375,0.583333333,O,,,0.125,,----,----,HUnSatLig,----,----,----,,375.14363,375.00000,0.14363
14,16,0,13,0,0,,391.0518134,,0,0,0,No,,,3219855,2991411,2580359,Yes,2930541.667,,1.142857143,0.928571429,,391.05181,7,0.5,0.4375,0.538461538,O,,,0.066666667,,----,----,HUnSatLig,----,----,----,,391.14224,391.00000,0.14224
14,18,0,11,0,0,,361.0776342,,0,0,0,No,,,7589497,7241056,5911045,Yes,6913866,,1.285714286,0.785714286,,361.07763,6,0.428571429,0.333333333,0.545454545,O,,,0.058823529,,----,----,HUnSatLig,----,----,----,,361.16113,361.00000,0.16113
14,18,0,12,0,0,,377.0725488,,0,0,0,No,,,7172059,6754511,5454474,Yes,6460348,,1.285714286,0.857142857,,377.07255,6,0.428571429,0.333333333,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,377.15974,377.00000,0.15974
14,18,0,13,0,0,,393.0674634,,0,0,0,No,,,6573900,5860583,3916605,Yes,5450362.667,,1.285714286,0.928571429,,393.06746,6,0.428571429,0.333333333,0.461538462,O,,,-0.066666667,,----,----,HUnSatLig,----,----,----,,393.15835,393.00000,0.15835
14,18,0,14,0,0,,409.062378,,0,0,0,No,,,2953713,3001245,2125024,Yes,2693327.333,,1.285714286,1,,409.06238,6,0.428571429,0.333333333,0.428571429,O,,,-0.142857143,,----,----,HUnSatLig,----,----,----,,409.15697,409.00000,0.15697
14,18,2,10,0,0,,373.0888676,,0,0,0,No,,,1636248,1825311,1626260,Yes,1695939.667,,1.285714286,0.714285714,,373.08887,7,0.5,0.388888889,0.7,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,373.17514,373.00000,0.17514
14,19,1,10,0,0,,360.0936186,,0,0,0,No,,,2231655,2330665,1813184,Yes,2125168,,1.357142857,0.714285714,,360.09362,6,0.428571429,0.315789474,0.6,O,,,0.0625,,----,----,HUnSatLig,----,----,----,,360.17688,360.00000,0.17688
14,19,1,11,0,0,,376.0885332,,0,0,0,No,,,2889936,3421099,2725206,Yes,3012080.333,,1.357142857,0.785714286,,376.08853,6,0.428571429,0.315789474,0.545454545,O,,,0,,----,----,HUnSatLig,----,----,----,,376.17550,376.00000,0.17550
14,19,1,12,0,0,,392.0834478,,0,0,0,No,,,2624629,2417174,1998444,Yes,2346749,,1.357142857,0.857142857,,392.08345,6,0.428571429,0.315789474,0.5,O,,,-0.071428571,,----,----,HUnSatLig,----,----,----,,392.17411,392.00000,0.17411
14,19,3,8,0,0,,356.1099374,,0,0,0,No,,,1800993,2343245,1949107,Yes,2031115,,1.357142857,0.571428571,,356.10994,7,0.5,0.368421053,0.875,CRAM,,,0.214285714,,----,----,HUnSatLig,----,----,----,,356.19228,356.00000,0.19228
14,19,3,9,0,0,,372.104852,,0,0,0,No,,,2552968,2303216,2239572,Yes,2365252,,1.357142857,0.642857143,,372.10485,7,0.5,0.368421053,0.777777778,CRAM,,,0.153846154,,----,----,HUnSatLig,----,----,----,,372.19090,372.00000,0.19090
14,20,0,8,0,0,,315.1085404,,0,0,0,No,,,2641267,3092476,2151170,Yes,2628304.333,,1.428571429,0.571428571,,315.10854,5,0.357142857,0.25,0.625,O,,,0.1,,----,----,HUnSatLig,----,----,----,,315.18140,315.00000,0.18140
14,20,0,12,0,0,,379.0881988,,0,0,0,No,,,15350264,14679835,11713783,Yes,13914627.33,,1.428571429,0.857142857,,379.08820,5,0.357142857,0.25,0.416666667,O,,,-0.125,,----,----,HUnSatLig,----,----,----,,379.17586,379.00000,0.17586
14,20,0,13,0,0,,395.0831134,,0,0,0,No,,,14276854,15576700,9604302,Yes,13152618.67,,1.428571429,0.928571429,,395.08311,5,0.357142857,0.25,0.384615385,O,,,-0.2,,----,----,HUnSatLig,----,----,----,,395.17447,395.00000,0.17447
14,20,0,14,0,0,,411.078028,,0,0,0,No,,,8526553,8691216,5836554,Yes,7684774.333,,1.428571429,1,,411.07803,5,0.357142857,0.25,0.357142857,O,,,-0.285714286,,----,----,HUnSatLig,----,----,----,,411.17308,411.00000,0.17308
14,20,2,8,0,0,,343.1146884,,0,0,0,No,,,2071608,1864361,1628931,Yes,1854966.667,,1.428571429,0.571428571,,343.11469,6,0.428571429,0.3,0.75,O,,,0.125,,----,----,HUnSatLig,----,----,----,,343.19403,343.00000,0.19403
14,20,2,9,0,0,,359.109603,,0,0,0,No,,,2358871,2058996,1892221,Yes,2103362.667,,1.428571429,0.642857143,,359.10960,6,0.428571429,0.3,0.666666667,O,,,0.066666667,,----,----,HUnSatLig,----,----,----,,359.19264,359.00000,0.19264
14,20,2,10,0,0,,375.1045176,,0,0,0,No,,,3038660,2260612,1935389,Yes,2411553.667,,1.428571429,0.714285714,,375.10452,6,0.428571429,0.3,0.6,O,,,0,,----,----,HUnSatLig,----,----,----,,375.19125,375.00000,0.19125
15,14,0,13,0,0,,401.0361634,,0,0,0,No,,,5914974,5706341,5334137,Yes,5651817.333,,0.933333333,0.866666667,,401.03616,9,0.6,0.642857143,0.692307692,O,,,0.294117647,,----,----,HUnSatLig,----,----,----,,401.12890,401.00000,0.12890
15,14,0,14,0,0,,417.031078,,0,0,0,No,,,2156805,2136239,2205359,Yes,2166134.333,,0.933333333,0.933333333,,417.03108,9,0.6,0.642857143,0.642857143,O,,,0.25,,----,----,HUnSatLig,----,----,----,,417.12751,417.00000,0.12751
15,15,1,10,0,0,,368.0623186,,0,0,0,No,,,1718302,1850370,1639708,Yes,1736126.667,,1,0.666666667,,368.06232,9,0.6,0.6,0.9,CRAM,,,0.388888889,,----,----,HUnSatLig,----,----,----,,368.14743,368.00000,0.14743
15,16,0,14,0,0,,419.046728,,0,0,0,No,,,2541465,2045615,2337872,Yes,2308317.333,,1.066666667,0.933333333,,419.04673,8,0.533333333,0.5,0.571428571,O,,,0.125,,----,----,HUnSatLig,----,----,----,,419.14363,419.00000,0.14363
15,17,1,10,0,0,,370.0779686,,0,0,0,No,,,2282578,2094202,1898937,Yes,2091905.667,,1.133333333,0.666666667,,370.07797,8,0.533333333,0.470588235,0.8,CRAM,,,0.277777778,,----,----,HUnSatLig,----,----,----,,370.16354,370.00000,0.16354
15,17,1,11,0,0,,386.0728832,,0,0,0,No,,,1562361,1781898,1793728,Yes,1712662.333,,1.133333333,0.733333333,,386.07288,8,0.533333333,0.470588235,0.727272727,O,,,0.235294118,,----,----,HUnSatLig,----,----,----,,386.16216,386.00000,0.16216
15,18,0,7,0,0,,309.0979758,,0,0,0,No,,,1971210,1470838,1656620,Yes,1699556,,1.2,0.466666667,,309.09798,7,0.466666667,0.388888889,1,CRAM,,,0.304347826,,----,----,HUnSatLig,----,----,----,,309.16945,309.00000,0.16945
15,18,0,13,0,0,,405.0674634,,0,0,0,No,,,5502942,5619791,4185613,Yes,5102782,,1.2,0.866666667,,405.06746,7,0.466666667,0.388888889,0.538461538,O,,,0.058823529,,----,----,HUnSatLig,----,----,----,,405.16113,405.00000,0.16113
15,18,2,9,0,0,,369.093953,,0,0,0,No,,,1666367,2072902,1609843,Yes,1783037.333,,1.2,0.6,,369.09395,8,0.533333333,0.444444444,0.888888889,CRAM,,,0.294117647,,----,----,HUnSatLig,----,----,----,,369.17930,369.00000,0.17930
15,19,1,9,0,0,,356.098704,,0,0,0,No,,,1510686,1850698,1603760,Yes,1655048,,1.266666667,0.6,,356.09870,7,0.466666667,0.368421053,0.777777778,CRAM,,,0.210526316,,----,----,HUnSatLig,----,----,----,,356.18105,356.00000,0.18105
15,19,1,10,0,0,,372.0936186,,0,0,0,No,,,1906564,2327277,2301520,Yes,2178453.667,,1.266666667,0.666666667,,372.09362,7,0.466666667,0.368421053,0.7,O,,,0.166666667,,----,----,HUnSatLig,----,----,----,,372.17966,372.00000,0.17966
15,19,1,11,0,0,,388.0885332,,0,0,0,No,,,2175200,1927807,1677766,Yes,1926924.333,,1.266666667,0.733333333,,388.08853,7,0.466666667,0.368421053,0.636363636,O,,,0.117647059,,----,----,HUnSatLig,----,----,----,,388.17827,388.00000,0.17827
15,20,0,13,0,0,,407.0831134,,0,0,0,No,,,9488630,9669898,6564494,Yes,8574340.667,,1.333333333,0.866666667,,407.08311,6,0.4,0.3,0.461538462,O,,,-0.058823529,,----,----,HUnSatLig,----,----,----,,407.17725,407.00000,0.17725
15,20,0,14,0,0,,423.078028,,0,0,0,No,,,6433420,6128231,3646789,Yes,5402813.333,,1.333333333,0.933333333,,423.07803,6,0.4,0.3,0.428571429,O,,,-0.125,,----,----,HUnSatLig,----,----,----,,423.17586,423.00000,0.17586
15,20,0,15,0,0,,439.0729426,,0,0,0,No,,,3135527,3361512,1636048,Yes,2711029,,1.333333333,1,,439.07294,6,0.4,0.3,0.4,O,,,-0.2,,----,----,HUnSatLig,----,----,----,,439.17447,439.00000,0.17447
15,20,2,9,0,0,,371.109603,,0,0,0,No,,,2145651,2198460,2060557,Yes,2134889.333,,1.333333333,0.6,,371.10960,7,0.466666667,0.35,0.777777778,CRAM,,,0.176470588,,----,----,HUnSatLig,----,----,----,,371.19542,371.00000,0.19542
15,21,1,10,0,0,,374.1092686,,0,0,0,No,,,2368690,2085206,2057438,Yes,2170444.667,,1.4,0.666666667,,374.10927,6,0.4,0.285714286,0.6,O,,,0.055555556,,----,----,HUnSatLig,----,----,----,,374.19578,374.00000,0.19578
15,21,1,11,0,0,,390.1041832,,0,0,0,No,,,2795704,1996892,2108589,Yes,2300395,,1.4,0.733333333,,390.10418,6,0.4,0.285714286,0.545454545,O,,,0,,----,----,HUnSatLig,----,----,----,,390.19439,390.00000,0.19439
15,21,1,12,0,0,,406.0990978,,0,0,0,No,,,2830960,3254451,2252373,Yes,2779261.333,,1.4,0.8,,406.09910,6,0.4,0.285714286,0.5,O,,,-0.0625,,----,----,HUnSatLig,----,----,----,,406.19300,406.00000,0.19300
15,21,3,8,0,0,,370.1255874,,0,0,0,No,,,3393632,3831945,3430345,Yes,3551974,,1.4,0.533333333,,370.12559,7,0.466666667,0.333333333,0.875,CRAM,,,0.1875,,----,----,HUnSatLig,----,----,----,,370.21117,370.00000,0.21117
15,21,3,9,0,0,,386.120502,,0,0,0,No,,,3864836,3463830,3644108,Yes,3657591.333,,1.4,0.6,,386.12050,7,0.466666667,0.333333333,0.777777778,CRAM,,,0.133333333,,----,----,HUnSatLig,----,----,----,,386.20979,386.00000,0.20979
15,21,3,10,0,0,,402.1154166,,0,0,0,No,,,2588691,2450168,1951481,Yes,2330113.333,,1.4,0.666666667,,402.11542,7,0.466666667,0.333333333,0.7,O,,,0.071428571,,----,----,HUnSatLig,----,----,----,,402.20840,402.00000,0.20840
15,22,0,14,0,0,,425.093678,,0,0,0,No,,,20096748,21177893,13938846,Yes,18404495.67,,1.466666667,0.933333333,,425.09368,5,0.333333333,0.227272727,0.357142857,O,,,-0.25,,----,----,HUnSatLig,----,----,----,,425.19197,425.00000,0.19197
15,22,0,15,0,0,,441.0885926,,0,0,0,No,,,6144046,6371925,4456942,Yes,5657637.667,,1.466666667,1,,441.08859,5,0.333333333,0.227272727,0.333333333,O,,,-0.333333333,,----,----,HUnSatLig,----,----,----,,441.19059,441.00000,0.19059
15,22,2,8,0,0,,357.1303384,,0,0,0,No,,,1773111,1644170,1896187,Yes,1771156,,1.466666667,0.533333333,,357.13034,6,0.4,0.272727273,0.75,O,,,0.111111111,,----,----,HUnSatLig,----,----,----,,357.21292,357.00000,0.21292
15,22,2,9,0,0,,373.125253,,0,0,0,No,,,2346915,2675242,2347936,Yes,2456697.667,,1.466666667,0.6,,373.12525,6,0.4,0.272727273,0.666666667,O,,,0.058823529,,----,----,HUnSatLig,----,----,----,,373.21153,373.00000,0.21153
15,22,2,10,0,0,,389.1201676,,0,0,0,No,,,3740627,4145527,3078083,Yes,3654745.667,,1.466666667,0.666666667,,389.12017,6,0.4,0.272727273,0.6,O,,,0,,----,----,HUnSatLig,----,----,----,,389.21015,389.00000,0.21015
15,22,2,11,0,0,,405.1150822,,0,0,0,No,,,3366373,3097684,2245904,Yes,2903320.333,,1.466666667,0.733333333,,405.11508,6,0.4,0.272727273,0.545454545,O,,,-0.066666667,,----,----,HUnSatLig,----,----,----,,405.20876,405.00000,0.20876
15,22,4,7,0,0,,369.1415718,,0,0,0,No,,,2396492,2510165,2016899,Yes,2307852,,1.466666667,0.466666667,,369.14157,7,0.466666667,0.318181818,1,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,369.22693,369.00000,0.22693
15,22,4,9,0,0,,401.131401,,0,0,0,No,,,2287470,2648179,1865861,Yes,2267170,,1.466666667,0.6,,401.13140,7,0.466666667,0.318181818,0.777777778,CRAM,,,0.076923077,,----,----,HUnSatLig,----,----,----,,401.22416,401.00000,0.22416
16,12,0,14,0,0,,427.015428,,0,0,0,No,,,1987898,1637845,2445806,Yes,2023849.667,,0.75,0.875,,427.01543,11,0.6875,0.916666667,0.785714286,O,,,0.444444444,,----,----,HUnSatLig,----,----,----,,427.11417,427.00000,0.11417
16,14,0,14,0,0,,429.031078,,0,0,0,No,,,3137918,2734450,3100455,Yes,2990941,,0.875,0.875,,429.03108,10,0.625,0.714285714,0.714285714,O,,,0.333333333,,----,----,HUnSatLig,----,----,----,,429.13029,429.00000,0.13029
16,15,1,11,0,0,,396.0572332,,0,0,0,No,,,1979836,1577013,1729409,Yes,1762086,,0.9375,0.6875,,396.05723,10,0.625,0.666666667,0.909090909,CRAM,,,0.421052632,,----,----,HUnSatLig,----,----,----,,396.14882,396.00000,0.14882
16,16,0,14,0,0,,431.046728,,0,0,0,No,,,4904885,4285698,3712596,Yes,4301059.667,,1,0.875,,431.04673,9,0.5625,0.5625,0.642857143,O,,,0.222222222,,----,----,HUnSatLig,----,----,----,,431.14640,431.00000,0.14640
16,17,1,11,0,0,,398.0728832,,0,0,0,No,,,2110278,2268826,2161877,Yes,2180327,,1.0625,0.6875,,398.07288,9,0.5625,0.529411765,0.818181818,CRAM,,,0.315789474,,----,----,HUnSatLig,----,----,----,,398.16493,398.00000,0.16493
16,17,1,12,0,0,,414.0677978,,0,0,0,No,,,1850375,1590400,1752834,Yes,1731203,,1.0625,0.75,,414.06780,9,0.5625,0.529411765,0.75,O,,,0.277777778,,----,----,HUnSatLig,----,----,----,,414.16354,414.00000,0.16354
16,18,0,14,0,0,,433.062378,,0,0,0,No,,,3337185,3798150,2948472,Yes,3361269,,1.125,0.875,,433.06238,8,0.5,0.444444444,0.571428571,O,,,0.111111111,,----,----,HUnSatLig,----,----,----,,433.16252,433.00000,0.16252
16,19,1,11,0,0,,400.0885332,,0,0,0,No,,,2252472,2022363,1850878,Yes,2041904.333,,1.1875,0.6875,,400.08853,8,0.5,0.421052632,0.727272727,O,,,0.210526316,,----,----,HUnSatLig,----,----,----,,400.18105,400.00000,0.18105
16,20,0,13,0,0,,419.0831134,,0,0,0,No,,,6628764,5144238,4847182,Yes,5540061.333,,1.25,0.8125,,419.08311,7,0.4375,0.35,0.538461538,O,,,0.052631579,,----,----,HUnSatLig,----,----,----,,419.18002,419.00000,0.18002
16,20,0,14,0,0,,435.078028,,0,0,0,No,,,4363265,3860482,3185814,Yes,3803187,,1.25,0.875,,435.07803,7,0.4375,0.35,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,435.17863,435.00000,0.17863
16,20,0,15,0,0,,451.0729426,,0,0,0,No,,,2329100,2624411,1708324,Yes,2220611.667,,1.25,0.9375,,451.07294,7,0.4375,0.35,0.466666667,O,,,-0.058823529,,----,----,HUnSatLig,----,----,----,,451.17725,451.00000,0.17725
16,21,1,9,0,0,,370.114354,,0,0,0,No,,,1666653,1920902,1697477,Yes,1761677.333,,1.3125,0.5625,,370.11435,7,0.4375,0.333333333,0.777777778,CRAM,,,0.19047619,,----,----,HUnSatLig,----,----,----,,370.19994,370.00000,0.19994
16,21,1,10,0,0,,386.1092686,,0,0,0,No,,,1717761,1848979,1598153,Yes,1721631,,1.3125,0.625,,386.10927,7,0.4375,0.333333333,0.7,O,,,0.15,,----,----,HUnSatLig,----,----,----,,386.19855,386.00000,0.19855
16,21,1,11,0,0,,402.1041832,,0,0,0,No,,,2572818,1785079,1594104,Yes,1984000.333,,1.3125,0.6875,,402.10418,7,0.4375,0.333333333,0.636363636,O,,,0.105263158,,----,----,HUnSatLig,----,----,----,,402.19716,402.00000,0.19716
16,21,3,8,0,0,,382.1255874,,0,0,0,No,,,1705749,2264691,1612411,Yes,1860950.333,,1.3125,0.5,,382.12559,8,0.5,0.380952381,1,CRAM,,,0.277777778,,----,----,HUnSatLig,----,----,----,,382.21395,382.00000,0.21395
16,21,3,9,0,0,,398.120502,,0,0,0,No,,,1859407,1989794,2123997,Yes,1991066,,1.3125,0.5625,,398.12050,8,0.5,0.380952381,0.888888889,CRAM,,,0.235294118,,----,----,HUnSatLig,----,----,----,,398.21256,398.00000,0.21256
16,22,0,13,0,0,,421.0987634,,0,0,0,No,,,9487902,8496789,6034900,Yes,8006530.333,,1.375,0.8125,,421.09876,6,0.375,0.272727273,0.461538462,O,,,-0.052631579,,----,----,HUnSatLig,----,----,----,,421.19614,421.00000,0.19614
16,22,0,14,0,0,,437.093678,,0,0,0,No,,,10063896,9862006,7132081,Yes,9019327.667,,1.375,0.875,,437.09368,6,0.375,0.272727273,0.428571429,O,,,-0.111111111,,----,----,HUnSatLig,----,----,----,,437.19475,437.00000,0.19475
16,22,0,15,0,0,,453.0885926,,0,0,0,No,,,7981055,8613667,5139859,Yes,7244860.333,,1.375,0.9375,,453.08859,6,0.375,0.272727273,0.4,O,,,-0.176470588,,----,----,HUnSatLig,----,----,----,,453.19336,453.00000,0.19336
16,22,0,16,0,0,,469.0835072,,0,0,0,No,,,3956714,4226458,1840407,Yes,3341193,,1.375,1,,469.08351,6,0.375,0.272727273,0.375,O,,,-0.25,,----,----,HUnSatLig,----,----,----,,469.19198,469.00000,0.19198
