"","SampleID","Site","Treatment","TREATMENT_PHASE","inctime_hours","DryMass_SoilOnly_g","CO2_flux_mgC_hr","cumCO2_flux_mgC_gSoil","CO2_flux_mgC_gSoil_hr"
"2162","D15","DWP","saturation","SATURATION_INCUBATION",101.66,296.56,5.08316430565274,1.81563041250612,0.0171404245537252
"2163","D11","DWP","saturation","SATURATION_INCUBATION",102.14,432.75,1.15707978234486,0.515618605479816,0.00267378343696097
"2164","D12","DWP","saturation","SATURATION_INCUBATION",102.14,392.66,1.62323314306393,0.520457542220094,0.00413394066893479
"2165","D13","DWP","saturation","SATURATION_INCUBATION",102.14,352.08,1.48425566880421,0.49834886502684,0.00421567731425872
"2166","D14","DWP","saturation","SATURATION_INCUBATION",102.14,362.82,2.10087790476687,0.909867124810297,0.00579041371690335
"2167","D15","DWP","saturation","SATURATION_INCUBATION",102.14,296.56,3.84064711439645,1.82184672831038,0.0129506579255343
"2168","D11","DWP","saturation","SATURATION_INCUBATION",102.63,432.75,1.28169228668104,0.517069857289113,0.00296173838632244
"2169","D12","DWP","saturation","SATURATION_INCUBATION",102.63,392.66,2.07838037242079,0.523051150895503,0.00529307892940659
"2170","D13","DWP","saturation","SATURATION_INCUBATION",102.63,352.08,1.21927934107499,0.500045771630813,0.00346307470198531
"2171","D14","DWP","saturation","SATURATION_INCUBATION",102.63,362.82,2.20487223331668,0.912844875194304,0.0060770416000129
"2172","D15","DWP","saturation","SATURATION_INCUBATION",102.63,296.56,3.72956121729354,1.82800900574656,0.0125760764003694
"2173","D11","DWP","saturation","SATURATION_INCUBATION",103.11,432.75,1.17215900525538,0.518369998993383,0.00270862855056126
"2174","D12","DWP","saturation","SATURATION_INCUBATION",103.11,392.66,1.90214047880757,0.525376387562919,0.00484424305711701
"2175","D13","DWP","saturation","SATURATION_INCUBATION",103.11,352.08,1.18170148280126,0.50165681659714,0.00335634367984908
"2176","D14","DWP","saturation","SATURATION_INCUBATION",103.11,362.82,2.48007061728398,0.916125934387006,0.00683553998479682
"2177","D15","DWP","saturation","SATURATION_INCUBATION",103.11,296.56,4.41484067126291,1.83515468797682,0.0148868379797104
"2178","D11","DWP","saturation","SATURATION_INCUBATION",103.59,432.75,1.21912546487855,0.519722235210926,0.00281715878654778
"2179","D12","DWP","saturation","SATURATION_INCUBATION",103.59,392.66,1.72798145273843,0.52748872672992,0.00440070659791786
"2180","D13","DWP","saturation","SATURATION_INCUBATION",103.59,352.08,1.45214709430125,0.503636567236951,0.00412448049960593
"2181","D14","DWP","saturation","SATURATION_INCUBATION",103.59,362.82,2.5908578803464,0.919553561812634,0.00714089047005788
"2182","D15","DWP","saturation","SATURATION_INCUBATION",103.59,296.56,4.44948385096823,1.84235644225408,0.0150036547442953
"2183","D11","DWP","saturation","SATURATION_INCUBATION",104.08,432.75,1.10627386999433,0.520974861892144,0.00255638098207817
"2184","D12","DWP","saturation","SATURATION_INCUBATION",104.08,392.66,2.1701983431903,0.530196914954244,0.00552691474351933
"2185","D13","DWP","saturation","SATURATION_INCUBATION",104.08,352.08,1.51443412902677,0.505744249363806,0.0043013920956225
"2186","D14","DWP","saturation","SATURATION_INCUBATION",104.08,362.82,2.56643792618844,0.923019618214796,0.00707358449420772
"2187","D15","DWP","saturation","SATURATION_INCUBATION",104.08,296.56,3.90018826227632,1.84880064325393,0.0131514306119379
"2188","D11","DWP","saturation","SATURATION_INCUBATION",104.56,432.75,1.14120091883106,0.522240665337641,0.00263709051145248
"2189","D12","DWP","saturation","SATURATION_INCUBATION",104.56,392.66,2.61011074447451,0.533387596860595,0.00664725397156448
"2190","D13","DWP","saturation","SATURATION_INCUBATION",104.56,352.08,1.26476064370172,0.507468531086644,0.00359225358924596
"2191","D14","DWP","saturation","SATURATION_INCUBATION",104.56,362.82,2.513790772157,0.926345288163077,0.00692847905891901
"2192","D15","DWP","saturation","SATURATION_INCUBATION",104.56,296.56,3.95676407863983,1.85520490127169,0.0133422042036682
"2193","D11","DWP","saturation","SATURATION_INCUBATION",105.04,432.75,1.30647011248971,0.523689782966746,0.00301899506063479
"2194","D12","DWP","saturation","SATURATION_INCUBATION",105.04,392.66,1.88293524582548,0.53568935644394,0.00479533246530198
"2195","D13","DWP","saturation","SATURATION_INCUBATION",105.04,352.08,1.413858691117,0.509396082131112,0.00401573134264087
"2196","D14","DWP","saturation","SATURATION_INCUBATION",105.04,362.82,2.66730178183379,0.929874048582239,0.00735158420658671
"2197","D15","DWP","saturation","SATURATION_INCUBATION",105.04,296.56,3.97295370649802,1.86163536316514,0.0133967956113367
"2198","D11","DWP","saturation","SATURATION_INCUBATION",105.52,432.75,1.2867386395875,0.525117014733359,0.00297339951377816
"2199","D12","DWP","saturation","SATURATION_INCUBATION",105.52,392.66,2.12639241120973,0.538288725764422,0.00541535275100526
"2200","D13","DWP","saturation","SATURATION_INCUBATION",105.53,352.08,1.36321321911078,0.511293305709174,0.003871884853189
"2201","D14","DWP","saturation","SATURATION_INCUBATION",105.52,362.82,2.78310239540325,0.933556009746986,0.00767075242655657
"2202","D15","DWP","saturation","SATURATION_INCUBATION",105.52,296.56,4.0836263844073,1.86824495537081,0.0137699837618266
"2203","D11","DWP","saturation","SATURATION_INCUBATION",106.01,432.75,1.39791689818407,0.526699866911546,0.00323031056772748
"2204","D12","DWP","saturation","SATURATION_INCUBATION",106.01,392.66,1.89834261905792,0.540657665517232,0.00483457092410206
"2205","D13","DWP","saturation","SATURATION_INCUBATION",106.01,352.08,1.73420615607908,0.513657594947183,0.00492560257918394
"2206","D14","DWP","saturation","SATURATION_INCUBATION",106.01,362.82,2.26754734799541,0.936618404875473,0.00624978597650463
"2207","D15","DWP","saturation","SATURATION_INCUBATION",106.01,296.56,4.08313858588709,1.87499144143463,0.0137683389057428
"2208","D11","DWP","saturation","SATURATION_INCUBATION",106.49,432.75,1.3285414417068,0.528173465737703,0.0030699975544929
"2209","D12","DWP","saturation","SATURATION_INCUBATION",106.49,392.66,1.92078081727885,0.543005688723808,0.0048917150136985
"2210","D13","DWP","saturation","SATURATION_INCUBATION",106.49,352.08,1.37396654128107,0.515530759965971,0.00390242712247521
"2211","D14","DWP","saturation","SATURATION_INCUBATION",106.49,362.82,2.72801773555187,0.940227490684042,0.00751892876785147
"2212","D15","DWP","saturation","SATURATION_INCUBATION",106.49,296.56,6.11632224727581,1.8848910728033,0.0206242320180598
"2213","D11","DWP","saturation","SATURATION_INCUBATION",106.97,432.75,1.22167598557986,0.529528530955677,0.00282305253744623
"2214","D12","DWP","saturation","SATURATION_INCUBATION",106.97,392.66,2.18588913242775,0.545677788717607,0.00556687498708234
"2215","D13","DWP","saturation","SATURATION_INCUBATION",106.97,352.08,1.49212642844441,0.517565015492139,0.00423803234618384
"2216","D14","DWP","saturation","SATURATION_INCUBATION",106.97,362.82,3.24074342557406,0.944514897233503,0.00893209697804438
"2217","D15","DWP","saturation","SATURATION_INCUBATION",106.97,296.56,5.0426615484574,1.89305292046738,0.0170038493001666
"2218","D11","DWP","saturation","SATURATION_INCUBATION",107.46,432.75,1.18624545650013,0.53087170894224,0.00274117956441393
"2219","D12","DWP","saturation","SATURATION_INCUBATION",107.46,392.66,1.97240354964331,0.548139149027609,0.00502318430612568
"2220","D13","DWP","saturation","SATURATION_INCUBATION",107.46,352.08,1.51158090597501,0.519668726705294,0.00429328819011308
"2221","D14","DWP","saturation","SATURATION_INCUBATION",107.46,362.82,3.06346666645693,0.94865220682659,0.00844348896548406
"2222","D15","DWP","saturation","SATURATION_INCUBATION",107.46,296.56,5.51211964692651,1.90216048260318,0.0185868615016405
"2223","D11","DWP","saturation","SATURATION_INCUBATION",107.94,432.75,1.17707608729036,0.532177304602319,0.00271999095849882
"2224","D12","DWP","saturation","SATURATION_INCUBATION",107.94,392.66,2.81539102242267,0.551580772036734,0.00717004793567633
"2225","D13","DWP","saturation","SATURATION_INCUBATION",107.94,352.08,1.39797333240535,0.521574620819003,0.00397061273689317
"2226","D14","DWP","saturation","SATURATION_INCUBATION",107.94,362.82,3.01859238444894,0.952645714198112,0.00831980702400346
"2227","D15","DWP","saturation","SATURATION_INCUBATION",107.94,296.56,4.00664473584998,1.90864547543164,0.0135104017259576
"2228","D11","DWP","saturation","SATURATION_INCUBATION",108.42,432.75,1.27496176779407,0.533591473634188,0.00294618548305966
"2229","D12","DWP","saturation","SATURATION_INCUBATION",108.42,392.66,1.9864023951641,0.554009013135085,0.00505883562156597
"2230","D13","DWP","saturation","SATURATION_INCUBATION",108.42,352.08,1.69536213525626,0.523885952973408,0.00481527532167763
"2231","D14","DWP","saturation","SATURATION_INCUBATION",108.42,362.82,2.98573380222472,0.95659575064888,0.00822924260576792
"2232","D15","DWP","saturation","SATURATION_INCUBATION",108.42,296.56,5.04201076927107,1.9168062697709,0.0170016548734525
"2233","D11","DWP","saturation","SATURATION_INCUBATION",108.91,432.75,1.13227021913872,0.534873535811837,0.0026164534237752
"2234","D12","DWP","saturation","SATURATION_INCUBATION",108.9,392.66,2.04773237412574,0.556512225938988,0.00521502667479688
"2235","D13","DWP","saturation","SATURATION_INCUBATION",108.91,352.08,1.46181730122279,0.525920406727098,0.004151946436102
"2236","D14","DWP","saturation","SATURATION_INCUBATION",108.9,362.82,3.00768289673218,0.960574825094698,0.00828973842878611
"2237","D15","DWP","saturation","SATURATION_INCUBATION",108.91,296.56,4.62270854631324,1.92444427620364,0.0155877682300824
"2238","D11","DWP","saturation","SATURATION_INCUBATION",109.39,432.75,1.26370472085821,0.536275218691126,0.00292017266518362
"2239","D12","DWP","saturation","SATURATION_INCUBATION",109.39,392.66,2.19010799456372,0.559245259396269,0.00557761930057485
"2240","D13","DWP","saturation","SATURATION_INCUBATION",109.39,352.08,1.46284239777822,0.527914738557744,0.00415485798051073
"2241","D14","DWP","saturation","SATURATION_INCUBATION",109.39,362.82,3.70283079622258,0.965575616369019,0.0102056964782057
"2242","D15","DWP","saturation","SATURATION_INCUBATION",109.39,296.56,4.27406850704093,1.93136211031269,0.0144121543938526
"2243","D11","DWP","saturation","SATURATION_INCUBATION",109.87,432.75,1.1673316182909,0.537570005928051,0.00269747341026205
"2244","D12","DWP","saturation","SATURATION_INCUBATION",109.87,392.66,2.10629891806299,0.561820065795368,0.00536417999812302
"2245","D13","DWP","saturation","SATURATION_INCUBATION",109.87,352.08,1.41019080773318,0.529837289079534,0.00400531358706312
"2246","D14","DWP","saturation","SATURATION_INCUBATION",109.87,362.82,3.39209600612407,0.970063257852232,0.00934925309002832
"2247","D15","DWP","saturation","SATURATION_INCUBATION",109.87,296.56,4.3699173562087,1.9384350814854,0.0147353566098216
"2248","D11","DWP","saturation","SATURATION_INCUBATION",110.35,432.75,1.31040376974048,0.539023486712512,0.00302808496762676
"2249","D12","DWP","saturation","SATURATION_INCUBATION",110.35,392.66,2.21574175165986,0.564528658574864,0.00564290162394912
"2250","D13","DWP","saturation","SATURATION_INCUBATION",110.35,352.08,1.43434051573238,0.53179276353861,0.00407390512307538
"2251","D14","DWP","saturation","SATURATION_INCUBATION",110.35,362.82,2.69624737296442,0.973630312422054,0.00743136368712977
"2252","D15","DWP","saturation","SATURATION_INCUBATION",110.35,296.56,4.08268228711486,1.94504314561345,0.0137668002667752
"2253","D11","DWP","saturation","SATURATION_INCUBATION",110.84,432.75,1.09676812855492,0.540265350104752,0.00253441508620432
"2254","D12","DWP","saturation","SATURATION_INCUBATION",110.84,392.66,2.78793506610535,0.568007719804405,0.00710012495824722
"2255","D13","DWP","saturation","SATURATION_INCUBATION",110.84,352.08,1.61311749315893,0.534037786180191,0.0045816788603696
"2256","D14","DWP","saturation","SATURATION_INCUBATION",110.84,362.82,2.74146252394966,0.977332745134516,0.00755598512747274
"2257","D15","DWP","saturation","SATURATION_INCUBATION",110.84,296.56,4.30563855450462,1.95215726380777,0.0145186085598348
"2258","D11","DWP","saturation","SATURATION_INCUBATION",111.32,432.75,1.46796862555871,0.541893599533448,0.00339218630978326
"2259","D12","DWP","saturation","SATURATION_INCUBATION",111.32,392.66,2.04981026763029,0.570513472691031,0.00522031851380402
"2260","D13","DWP","saturation","SATURATION_INCUBATION",111.32,352.08,1.60395080699402,0.53622449484685,0.00455564305553857
"2261","D14","DWP","saturation","SATURATION_INCUBATION",111.32,362.82,2.69413868994334,0.980897009979819,0.00742555176104773
"2262","D15","DWP","saturation","SATURATION_INCUBATION",111.32,296.56,5.09222830406808,1.96039933821414,0.0171709883466013
"2263","D11","DWP","saturation","SATURATION_INCUBATION",111.8,432.75,1.10981849731303,0.543124594053865,0.00256457191753444
"2264","D12","DWP","saturation","SATURATION_INCUBATION",111.8,392.66,2.25658419445911,0.573271992564052,0.0057469164021268
"2265","D13","DWP","saturation","SATURATION_INCUBATION",111.8,352.08,1.5889795345824,0.538390792780841,0.0045131206958146
"2266","D14","DWP","saturation","SATURATION_INCUBATION",111.8,362.82,3.20058078029754,0.985131282551736,0.00882140119149313
"2267","D15","DWP","saturation","SATURATION_INCUBATION",111.8,296.56,4.35895525989509,1.96745456658192,0.0146983924328807
"2268","D11","DWP","saturation","SATURATION_INCUBATION",112.28,432.75,1.48138296802697,0.54476772247594,0.0034231842126562
"2269","D12","DWP","saturation","SATURATION_INCUBATION",112.28,392.66,2.54242093417008,0.576379928305919,0.00647486612889035
"2270","D13","DWP","saturation","SATURATION_INCUBATION",112.29,352.08,1.44996891190685,0.54040875678571,0.00411829388748822
"2271","D14","DWP","saturation","SATURATION_INCUBATION",112.28,362.82,3.55441241710157,0.989833663788186,0.0097966275759373
"2272","D15","DWP","saturation","SATURATION_INCUBATION",112.29,296.56,5.76032163545074,1.97697222776809,0.0194237983391244
"2273","D11","DWP","saturation","SATURATION_INCUBATION",112.77,432.75,1.20327388967292,0.546130181646222,0.00278052891894378
"2274","D12","DWP","saturation","SATURATION_INCUBATION",112.77,392.66,2.13963112765482,0.579049971734205,0.00544906822099226
"2275","D13","DWP","saturation","SATURATION_INCUBATION",112.77,352.08,1.39618719407358,0.542312215809668,0.00396553963324693
"2276","D14","DWP","saturation","SATURATION_INCUBATION",112.77,362.82,2.93156679523043,0.993792838391743,0.0080799481705265
"2277","D15","DWP","saturation","SATURATION_INCUBATION",112.77,296.56,4.06747517412339,1.98355567827922,0.013715521898177
"2278","D11","DWP","saturation","SATURATION_INCUBATION",113.25,432.75,1.32174544998914,0.547596242457302,0.00305429335641627
"2279","D12","DWP","saturation","SATURATION_INCUBATION",113.25,392.66,2.58799080794841,0.582213613530709,0.0065909204093832
"2280","D13","DWP","saturation","SATURATION_INCUBATION",113.25,352.08,1.73279429681679,0.544674580222506,0.00492159252674615
"2281","D14","DWP","saturation","SATURATION_INCUBATION",113.25,362.82,4.48050967236599,0.999720418576782,0.0123491253854969
"2282","D15","DWP","saturation","SATURATION_INCUBATION",113.25,296.56,5.05880974198223,1.99174366275505,0.0170583009913078
"2283","D11","DWP","saturation","SATURATION_INCUBATION",113.73,432.75,1.50350193592258,0.549263904916558,0.00347429679011572
"2284","D12","DWP","saturation","SATURATION_INCUBATION",113.73,392.66,2.42072278145269,0.585172781602571,0.00616493348304561
"2285","D13","DWP","saturation","SATURATION_INCUBATION",113.73,352.08,1.43961888225802,0.546637250818632,0.00408889707526136
"2286","D14","DWP","saturation","SATURATION_INCUBATION",113.73,362.82,3.02347204451149,1.00372038159251,0.00833325628276139
"2287","D15","DWP","saturation","SATURATION_INCUBATION",113.73,296.56,4.79399248563506,1.9995030247496,0.0161653374886534
"2288","D11","DWP","saturation","SATURATION_INCUBATION",114.22,432.75,1.23296981433625,0.550659988588481,0.00284915035086366
"2289","D12","DWP","saturation","SATURATION_INCUBATION",114.22,392.66,2.40697353830521,0.588176441343236,0.006129917838092
"2290","D13","DWP","saturation","SATURATION_INCUBATION",114.22,352.08,1.60623471090534,0.548872694491501,0.00456212994463003
"2291","D14","DWP","saturation","SATURATION_INCUBATION",114.22,362.82,3.78827949759747,1.00883657406763,0.0104412091328964
"2292","D15","DWP","saturation","SATURATION_INCUBATION",114.22,296.56,4.15258837108208,2.00636426126778,0.0140025235064813
"2293","D11","DWP","saturation","SATURATION_INCUBATION",114.7,432.75,1.39420880045278,0.552206424692969,0.00322174188435074
"2294","D12","DWP","saturation","SATURATION_INCUBATION",114.7,392.66,2.85318296274972,0.591664262415207,0.00726629389993817
"2295","D13","DWP","saturation","SATURATION_INCUBATION",114.7,352.08,1.45093111433585,0.550850787353581,0.00412102679600049
"2296","D14","DWP","saturation","SATURATION_INCUBATION",114.7,362.82,3.6687881368395,1.01369027095777,0.0101118685211386
"2297","D15","DWP","saturation","SATURATION_INCUBATION",114.7,296.56,5.53188038248359,2.01531793871447,0.0186534946806164
"2298","D11","DWP","saturation","SATURATION_INCUBATION",115.18,432.75,1.14747876833234,0.55347919143774,0.00265159738493898
"2299","D12","DWP","saturation","SATURATION_INCUBATION",115.18,392.66,2.86620419638575,0.595168001054908,0.00729945549937797
"2300","D13","DWP","saturation","SATURATION_INCUBATION",115.18,352.08,1.38581424000282,0.552740104654198,0.00393607770961947
"2301","D14","DWP","saturation","SATURATION_INCUBATION",115.18,362.82,3.34007828577591,1.01810909455397,0.00920588249207847
"2302","D15","DWP","saturation","SATURATION_INCUBATION",115.18,296.56,5.63099755537247,2.02443204320118,0.0189877176806463
"2303","D11","DWP","saturation","SATURATION_INCUBATION",115.67,432.75,1.13339782223683,0.554762530393017,0.0026190590924017
"2304","D12","DWP","saturation","SATURATION_INCUBATION",115.67,392.66,2.96755836700388,0.598871214012255,0.00755757746397362
"2305","D13","DWP","saturation","SATURATION_INCUBATION",115.67,352.08,1.51767883249899,0.554852302529467,0.00431060790871105
"2306","D14","DWP","saturation","SATURATION_INCUBATION",115.67,362.82,3.46043689012927,1.02278252511503,0.00953761338991584
"2307","D15","DWP","saturation","SATURATION_INCUBATION",115.67,296.56,5.62025841080194,2.03371828079659,0.0189515052967425
"2308","D11","DWP","saturation","SATURATION_INCUBATION",116.15,432.75,1.16754329763736,0.556057552421592,0.00269796255953173
"2309","D12","DWP","saturation","SATURATION_INCUBATION",116.15,392.66,2.17940892269718,0.601535392392774,0.00555037162608155
"2310","D13","DWP","saturation","SATURATION_INCUBATION",116.15,352.08,1.6027438802726,0.557037365760922,0.00455221506553228
"2311","D14","DWP","saturation","SATURATION_INCUBATION",116.15,362.82,2.90316580423899,1.0266233265759,0.00800166971015652
"2312","D15","DWP","saturation","SATURATION_INCUBATION",116.15,296.56,5.35839233527087,2.04239115751944,0.0180684931726155
"2313","D11","DWP","saturation","SATURATION_INCUBATION",116.63,432.75,1.48788838152403,0.557707896553612,0.00343821694170776
"2314","D12","DWP","saturation","SATURATION_INCUBATION",116.63,392.66,2.51268664239789,0.604606979996174,0.00639914084041638
"2315","D13","DWP","saturation","SATURATION_INCUBATION",116.63,352.08,1.63421177064085,0.559265330001741,0.00464159216837323
"2316","D14","DWP","saturation","SATURATION_INCUBATION",116.63,362.82,2.85671130593755,1.03040267012601,0.00787363239605741
"2317","D15","DWP","saturation","SATURATION_INCUBATION",116.63,296.56,5.38873616799722,2.05111314754048,0.0181708125438266
"2318","D11","DWP","saturation","SATURATION_INCUBATION",117.11,432.75,1.37962341988485,0.559238154766309,0.00318803794311924
"2319","D12","DWP","saturation","SATURATION_INCUBATION",117.11,392.66,2.06402642336505,0.607130111161089,0.00525652326023798
"2320","D13","DWP","saturation","SATURATION_INCUBATION",117.11,352.08,1.76650872467966,0.56167365818808,0.00501735038820626
"2321","D14","DWP","saturation","SATURATION_INCUBATION",117.11,362.82,3.08543156314544,1.03448460373031,0.00850402834227838
"2322","D15","DWP","saturation","SATURATION_INCUBATION",117.11,296.56,5.6240046260947,2.0602159335552,0.0189641375306673
"2323","D11","DWP","saturation","SATURATION_INCUBATION",117.6,432.75,1.29389746671359,0.560703226421282,0.00298994215300656
"2324","D12","DWP","saturation","SATURATION_INCUBATION",117.6,392.66,2.42562331517001,0.61015704393864,0.0061774138317374
"2325","D13","DWP","saturation","SATURATION_INCUBATION",117.6,352.08,1.85303329404512,0.564252578643892,0.00526310297104386
"2326","D14","DWP","saturation","SATURATION_INCUBATION",117.6,362.82,3.71893473891382,1.03950714389366,0.0102500819660267
"2327","D15","DWP","saturation","SATURATION_INCUBATION",117.6,296.56,4.09908310649759,2.0669887644231,0.0138221038120367
"2328","D11","DWP","saturation","SATURATION_INCUBATION",118.08,432.75,1.29721169146488,0.562142074744571,0.00299760067351791
"2329","D12","DWP","saturation","SATURATION_INCUBATION",118.08,392.66,2.48056178100069,0.613189361095672,0.0063173274104841
"2330","D13","DWP","saturation","SATURATION_INCUBATION",118.08,352.08,1.70012734663851,0.566570407337332,0.00482880977800076
"2331","D14","DWP","saturation","SATURATION_INCUBATION",118.08,362.82,2.87584246738334,1.04331179739772,0.00792636146679713
"2332","D15","DWP","saturation","SATURATION_INCUBATION",118.08,296.56,5.62008198294086,2.07608520140654,0.0189509103821853
"2333","D11","DWP","saturation","SATURATION_INCUBATION",118.56,432.75,1.36173460599605,0.563652490945329,0.00314670041824621
"2334","D12","DWP","saturation","SATURATION_INCUBATION",118.56,392.66,2.66350526020752,0.616445314146402,0.00678323552235399
"2335","D13","DWP","saturation","SATURATION_INCUBATION",118.56,352.08,1.62348603602766,0.568783748899742,0.00461112825502061
"2336","D14","DWP","saturation","SATURATION_INCUBATION",118.56,362.82,3.04681990447952,1.04734264893333,0.00839760736585503
"2337","D15","DWP","saturation","SATURATION_INCUBATION",118.56,296.56,4.11325437728154,2.08274274828102,0.0138698893218288
"2338","D11","DWP","saturation","SATURATION_INCUBATION",119.04,432.75,1.4047855066855,0.565210658578394,0.00324618256888619
"2339","D12","DWP","saturation","SATURATION_INCUBATION",119.04,392.66,2.07555621374574,0.618982539691652,0.00528588655260465
"2340","D13","DWP","saturation","SATURATION_INCUBATION",119.04,352.08,1.74533696874858,0.571163213069815,0.0049572170209855
"2341","D14","DWP","saturation","SATURATION_INCUBATION",119.04,362.82,3.89604836993283,1.05249700430946,0.0107382403669391
"2342","D15","DWP","saturation","SATURATION_INCUBATION",119.04,296.56,5.30670816108634,2.09133197109368,0.0178942141930346
"2343","D11","DWP","saturation","SATURATION_INCUBATION",119.53,432.75,1.41697028878573,0.566815084786378,0.00327433919996701
"2344","D12","DWP","saturation","SATURATION_INCUBATION",119.53,392.66,2.42770622567369,0.622012071731025,0.00618271844769951
"2345","D13","DWP","saturation","SATURATION_INCUBATION",119.53,352.08,1.61818954586405,0.573415294635009,0.00459608482692584
"2346","D14","DWP","saturation","SATURATION_INCUBATION",119.53,362.82,3.97989350566482,1.05787197762344,0.0109693332938229
"2347","D15","DWP","saturation","SATURATION_INCUBATION",119.53,296.56,5.45728225998079,2.10034892654077,0.0184019498920313
"2348","D11","DWP","saturation","SATURATION_INCUBATION",120.01,432.75,1.27473193429363,0.568228998890274,0.00294565438311642
"2349","D12","DWP","saturation","SATURATION_INCUBATION",120.01,392.66,2.74660339730085,0.62536960657212,0.0069948642522815
"2350","D13","DWP","saturation","SATURATION_INCUBATION",120.01,352.08,2.05787497518449,0.576220850156733,0.00584490733692482
"2351","D14","DWP","saturation","SATURATION_INCUBATION",120.01,362.82,3.72644836441896,1.06280195726877,0.010270790927785
"2352","D15","DWP","saturation","SATURATION_INCUBATION",120.01,296.56,5.54063469118868,2.10931677335683,0.0186830142001237
"2353","D11","DWP","saturation","SATURATION_INCUBATION",120.49,432.75,1.42281030006739,0.569807159361753,0.00328783431558034
"2354","D12","DWP","saturation","SATURATION_INCUBATION",120.49,392.66,2.43662871391643,0.628348218558775,0.00620544163886423
"2355","D13","DWP","saturation","SATURATION_INCUBATION",120.49,352.08,2.09700364879019,0.579079750836747,0.00595604308336227
"2356","D14","DWP","saturation","SATURATION_INCUBATION",120.49,362.82,2.93706320741917,1.06668760397943,0.00809509731387235
"2357","D15","DWP","saturation","SATURATION_INCUBATION",120.49,296.56,5.26618914477302,2.11784041373143,0.0177575841137477
"2358","D11","DWP","saturation","SATURATION_INCUBATION",120.98,432.75,1.41249569061249,0.571406519011435,0.00326399928506641
"2359","D12","DWP","saturation","SATURATION_INCUBATION",120.98,392.66,2.05530292347525,0.630913028909977,0.00523430683918721
"2360","D13","DWP","saturation","SATURATION_INCUBATION",120.98,352.08,2.02014435376905,0.581891244626075,0.00573774242720134
"2361","D14","DWP","saturation","SATURATION_INCUBATION",120.97,362.82,2.9333230441826,1.07056830256608,0.00808478872218346
"2362","D15","DWP","saturation","SATURATION_INCUBATION",120.98,296.56,4.2111995589056,2.12479849231204,0.0142001603685784
"2363","D11","DWP","saturation","SATURATION_INCUBATION",121.46,432.75,1.43772670289265,0.573001224539774,0.00332230318403848
"2364","D12","DWP","saturation","SATURATION_INCUBATION",121.46,392.66,2.83381937866021,0.634377179324475,0.00721698003020477
"2365","D13","DWP","saturation","SATURATION_INCUBATION",121.46,352.08,1.88157289902763,0.584456442852425,0.00534416297156224
"2366","D14","DWP","saturation","SATURATION_INCUBATION",121.46,362.82,3.26448875056711,1.07497709890525,0.0089975435493278
"2367","D15","DWP","saturation","SATURATION_INCUBATION",121.46,296.56,4.90209395608427,2.13273282296661,0.0165298555303624
"2368","D11","DWP","saturation","SATURATION_INCUBATION",121.94,432.75,1.42403168634056,0.574580739755125,0.00329065669864948
"2369","D12","DWP","saturation","SATURATION_INCUBATION",121.94,392.66,2.24874632691095,0.63712611794037,0.00572695544978086
"2370","D13","DWP","saturation","SATURATION_INCUBATION",121.94,352.08,2.1179925065935,0.587343958198838,0.00601565697169252
"2371","D14","DWP","saturation","SATURATION_INCUBATION",121.94,362.82,2.9503017423571,1.07888025980137,0.0081315852002566
"2372","D15","DWP","saturation","SATURATION_INCUBATION",121.94,296.56,3.93620198309016,2.13910380000965,0.013272868839662
"2373","D11","DWP","saturation","SATURATION_INCUBATION",122.42,432.75,1.38114156742282,0.57611268187497,0.00319154608301056
"2374","D12","DWP","saturation","SATURATION_INCUBATION",122.42,392.66,2.40125133305816,0.640061483498023,0.00611534491177651
"2375","D13","DWP","saturation","SATURATION_INCUBATION",122.42,352.08,1.93490371228563,0.589981863737059,0.00549563653796191
"2376","D14","DWP","saturation","SATURATION_INCUBATION",122.42,362.82,2.93113811620381,1.08275806779371,0.00807876665069128
"2377","D15","DWP","saturation","SATURATION_INCUBATION",122.42,296.56,5.20710678503326,2.14753181207067,0.0175583584604574
"2378","D11","DWP","saturation","SATURATION_INCUBATION",122.91,432.75,1.42189012514099,0.577722678781542,0.00328570797259615
"2379","D12","DWP","saturation","SATURATION_INCUBATION",122.91,392.66,2.51118203460079,0.643195184911343,0.00639530900677633
"2380","D13","DWP","saturation","SATURATION_INCUBATION",122.91,352.08,3.06750972087983,0.594251006441079,0.00871253613065164
"2381","D14","DWP","saturation","SATURATION_INCUBATION",122.91,362.82,3.03476203622186,1.08685661086671,0.00836437361838338
"2382","D15","DWP","saturation","SATURATION_INCUBATION",122.91,296.56,5.30787225548389,2.15630190043453,0.017898139518087
"2383","D11","DWP","saturation","SATURATION_INCUBATION",123.39,432.75,1.42394261935953,0.579302095205096,0.00329045088240215
"2384","D12","DWP","saturation","SATURATION_INCUBATION",123.39,392.66,2.47544567038925,0.646221247972991,0.00630429804510073
"2385","D13","DWP","saturation","SATURATION_INCUBATION",123.39,352.08,2.23008948067539,0.597291346564699,0.00633404192420868
"2386","D14","DWP","saturation","SATURATION_INCUBATION",123.39,362.82,2.93126464852126,1.09073458625751,0.00807911539750084
"2387","D15","DWP","saturation","SATURATION_INCUBATION",123.39,296.56,3.88566851057279,2.16259108604646,0.013102470024861
"2388","D11","DWP","saturation","SATURATION_INCUBATION",123.87,432.75,1.44422257435932,0.580904005859498,0.00333731386333754
"2389","D12","DWP","saturation","SATURATION_INCUBATION",123.87,392.66,2.6461237730083,0.649455953344162,0.0067389695232728
