"","SampleID","Site","Treatment","TREATMENT_PHASE","inctime_hours","DryMass_SoilOnly_g","CO2_flux_mgC_hr","cumCO2_flux_mgC_gSoil","CO2_flux_mgC_gSoil_hr"
"2390","D13","DWP","saturation","SATURATION_INCUBATION",123.87,352.08,2.63126334102647,0.600878617649943,0.00747348142759166
"2391","D14","DWP","saturation","SATURATION_INCUBATION",123.87,362.82,2.80364409716363,1.09444372347883,0.00772736921107887
"2392","D15","DWP","saturation","SATURATION_INCUBATION",123.87,296.56,3.86322292348944,2.16884394214059,0.0130267835294356
"2393","D11","DWP","saturation","SATURATION_INCUBATION",124.36,432.75,1.22462938505699,0.582290645717794,0.00282987726183014
"2394","D12","DWP","saturation","SATURATION_INCUBATION",124.36,392.66,2.60254865579756,0.652703671067742,0.00662799535424429
"2395","D13","DWP","saturation","SATURATION_INCUBATION",124.36,352.08,2.77209100824469,0.604736617519404,0.00787346912134937
"2396","D14","DWP","saturation","SATURATION_INCUBATION",124.35,362.82,2.76889438200791,1.09810688786713,0.00763159247562955
"2397","D15","DWP","saturation","SATURATION_INCUBATION",124.36,296.56,3.84245305670541,2.17519274844551,0.0129567475610514
"2398","D11","DWP","saturation","SATURATION_INCUBATION",124.84,432.75,1.43955692446,0.583887381301251,0.00332653246553437
"2399","D12","DWP","saturation","SATURATION_INCUBATION",124.84,392.66,2.29830098948378,0.655513186870096,0.00585315792157026
"2400","D13","DWP","saturation","SATURATION_INCUBATION",124.84,352.08,2.22936012779944,0.607775963296908,0.00633197036980074
"2401","D14","DWP","saturation","SATURATION_INCUBATION",124.84,362.82,3.11964843735317,1.1023200727365,0.00859833646809209
"2402","D15","DWP","saturation","SATURATION_INCUBATION",124.84,296.56,3.80637109710552,2.18135358647697,0.0128350792322144
"2403","D11","DWP","saturation","SATURATION_INCUBATION",125.32,432.75,1.34550657017379,0.585379797600924,0.0031092006243184
"2404","D12","DWP","saturation","SATURATION_INCUBATION",125.32,392.66,2.19533659068399,0.658196835735598,0.00559093513646408
"2405","D13","DWP","saturation","SATURATION_INCUBATION",125.32,352.08,2.25233607651375,0.610846632794541,0.00639722812006859
"2406","D14","DWP","saturation","SATURATION_INCUBATION",125.32,362.82,3.14592260848029,1.10648203418314,0.00867075301383686
"2407","D15","DWP","saturation","SATURATION_INCUBATION",125.32,296.56,4.24531573487827,2.188224882514,0.0143152000771455
"2408","D11","DWP","saturation","SATURATION_INCUBATION",125.8,432.75,1.57571620181485,0.587127559072607,0.00364116973267441
"2409","D12","DWP","saturation","SATURATION_INCUBATION",125.8,392.66,2.80035015843882,0.661620072316994,0.00713174287790665
"2410","D13","DWP","saturation","SATURATION_INCUBATION",125.8,352.08,2.50201493349665,0.614257696098558,0.00710638188336927
"2411","D14","DWP","saturation","SATURATION_INCUBATION",125.8,362.82,3.19959626561785,1.1107150042716,0.00881868768430034
"2412","D15","DWP","saturation","SATURATION_INCUBATION",125.8,296.56,4.72348401407792,2.19587012235335,0.0159275829986442
"2413","D11","DWP","saturation","SATURATION_INCUBATION",126.29,432.75,1.28283806731856,0.588580108241842,0.0029643860596616
"2414","D12","DWP","saturation","SATURATION_INCUBATION",126.29,392.66,2.40472753284969,0.664620929269819,0.00612419786290861
"2415","D13","DWP","saturation","SATURATION_INCUBATION",126.29,352.08,2.28709682670502,0.617440715426795,0.00649595781272728
"2416","D14","DWP","saturation","SATURATION_INCUBATION",126.28,362.82,2.8137641785355,1.11443753005766,0.00775526205428451
"2417","D15","DWP","saturation","SATURATION_INCUBATION",126.29,296.56,4.01632659657873,2.20250621633879,0.0135430489498878
"2418","D11","DWP","saturation","SATURATION_INCUBATION",126.77,432.75,1.25740747824406,0.589974806311298,0.00290562097803365
"2419","D12","DWP","saturation","SATURATION_INCUBATION",126.77,392.66,1.94264698602698,0.666995682372485,0.00494740229722146
"2420","D13","DWP","saturation","SATURATION_INCUBATION",126.77,352.08,2.19409129157842,0.620431978264666,0.00623179757889805
"2421","D14","DWP","saturation","SATURATION_INCUBATION",126.77,362.82,3.50210356087949,1.11916723278858,0.00965245455288984
"2422","D15","DWP","saturation","SATURATION_INCUBATION",126.77,296.56,3.88840341777352,2.20879982856071,0.0131116921289908
"2423","D11","DWP","saturation","SATURATION_INCUBATION",127.25,432.75,1.28465582354865,0.591399727848683,0.00296858653621871
"2424","D12","DWP","saturation","SATURATION_INCUBATION",127.25,392.66,2.38474107592552,0.669910865269761,0.00607329770265756
"2425","D13","DWP","saturation","SATURATION_INCUBATION",127.25,352.08,2.03750545687826,0.62320976348195,0.00578705253600961
"2426","D14","DWP","saturation","SATURATION_INCUBATION",127.25,362.82,3.37994146783884,1.12363879418145,0.00931575290182141
"2427","D15","DWP","saturation","SATURATION_INCUBATION",127.25,296.56,4.96576374554059,2.21683721255673,0.0167445499917069
"2428","D11","DWP","saturation","SATURATION_INCUBATION",127.73,432.75,1.42247947621455,0.59297752137516,0.00328706984682737
"2429","D12","DWP","saturation","SATURATION_INCUBATION",127.73,392.66,1.92160734170929,0.672259898845935,0.00489381995036238
"2430","D13","DWP","saturation","SATURATION_INCUBATION",127.73,352.08,2.06018683873667,0.626018470828558,0.00585147363876583
"2431","D14","DWP","saturation","SATURATION_INCUBATION",127.73,362.82,3.35445844355373,1.12807664229596,0.009245516905225
"2432","D15","DWP","saturation","SATURATION_INCUBATION",127.73,296.56,5.26785484040552,2.22536354895879,0.0177632008376232
"2433","D11","DWP","saturation","SATURATION_INCUBATION",128.22,432.75,1.4870873626577,0.594661340688163,0.00343636594490514
"2434","D12","DWP","saturation","SATURATION_INCUBATION",128.22,392.66,2.09629781051151,0.674875866673446,0.00533870985206415
"2435","D13","DWP","saturation","SATURATION_INCUBATION",128.22,352.08,2.43863358425759,0.62941238827995,0.00692636214569869
"2436","D14","DWP","saturation","SATURATION_INCUBATION",128.22,362.82,2.88836905898189,1.1319774769768,0.00796088710374811
"2437","D15","DWP","saturation","SATURATION_INCUBATION",128.22,296.56,3.75573005271894,2.23156906462453,0.0126643176851866
"2438","D11","DWP","saturation","SATURATION_INCUBATION",128.7,432.75,1.25979763716375,0.596058689887097,0.0029111441644454
"2439","D12","DWP","saturation","SATURATION_INCUBATION",128.7,392.66,1.8482692348867,0.677135249428872,0.00470704740713772
"2440","D13","DWP","saturation","SATURATION_INCUBATION",128.7,352.08,2.36293021014566,0.632633833692555,0.00671134460959346
"2441","D14","DWP","saturation","SATURATION_INCUBATION",128.7,362.82,3.61187855303071,1.13675588419099,0.00995501502957586
"2442","D15","DWP","saturation","SATURATION_INCUBATION",128.7,296.56,5.2082810684864,2.23999897733317,0.0175623181429943
"2443","D11","DWP","saturation","SATURATION_INCUBATION",129.18,432.75,1.64297271184515,0.597881051300582,0.00379658627809394
"2444","D12","DWP","saturation","SATURATION_INCUBATION",129.18,392.66,2.65384757569777,0.680379396620679,0.00675863998293121
"2445","D13","DWP","saturation","SATURATION_INCUBATION",129.18,352.08,2.4083803262348,0.635917242453612,0.0068404349188673
"2446","D14","DWP","saturation","SATURATION_INCUBATION",129.18,362.82,2.73080954174786,1.14036866347559,0.00752662350958563
"2447","D15","DWP","saturation","SATURATION_INCUBATION",129.18,296.56,4.68819533815332,2.24758710035149,0.0158085896215043
"2448","D11","DWP","saturation","SATURATION_INCUBATION",129.67,432.75,1.53296675165407,0.599616819546245,0.00354238417482165
"2449","D12","DWP","saturation","SATURATION_INCUBATION",129.67,392.66,2.13416235362217,0.683042615571616,0.00543514071619766
"2450","D13","DWP","saturation","SATURATION_INCUBATION",129.67,352.08,2.22025554441735,0.6390072368207,0.00630611095324172
"2451","D14","DWP","saturation","SATURATION_INCUBATION",129.66,362.82,2.70312647938508,1.1439448188973,0.00745032379522925
"2452","D15","DWP","saturation","SATURATION_INCUBATION",129.67,296.56,3.77494355823598,2.25382436209797,0.0127291056050579
"2453","D11","DWP","saturation","SATURATION_INCUBATION",130.15,432.75,1.34598148668777,0.601109762616401,0.00311029806282559
"2454","D12","DWP","saturation","SATURATION_INCUBATION",130.15,392.66,2.15826647628616,0.685680948757113,0.00549652746978598
"2455","D13","DWP","saturation","SATURATION_INCUBATION",130.15,352.08,2.32916990840664,0.642182655918732,0.0066154564542338
"2456","D14","DWP","saturation","SATURATION_INCUBATION",130.15,362.82,3.05357716081223,1.14806877239711,0.00841623163224803
"2457","D15","DWP","saturation","SATURATION_INCUBATION",130.15,296.56,5.06651197247047,2.26202481309199,0.0170842729042031
"2458","D11","DWP","saturation","SATURATION_INCUBATION",130.63,432.75,1.43560148487119,0.602702110883849,0.00331739222385023
"2459","D12","DWP","saturation","SATURATION_INCUBATION",130.63,392.66,2.54244898529504,0.688788918789563,0.00647493756760312
"2460","D13","DWP","saturation","SATURATION_INCUBATION",130.63,352.08,2.40091541473608,0.645455887567998,0.006819232602636
"2461","D14","DWP","saturation","SATURATION_INCUBATION",130.63,362.82,2.78713133703855,1.15175606373104,0.0076818569456991
"2462","D15","DWP","saturation","SATURATION_INCUBATION",130.63,296.56,3.61722050771367,2.26787949964345,0.0121972636488861
"2463","D11","DWP","saturation","SATURATION_INCUBATION",131.11,432.75,1.53133368768176,0.60440064391698,0.00353861048568864
"2464","D12","DWP","saturation","SATURATION_INCUBATION",131.11,392.66,2.12641191543868,0.691388311952632,0.00541540242305984
"2465","D13","DWP","saturation","SATURATION_INCUBATION",131.11,352.08,2.31941742947782,0.648618010852903,0.0065877568435521
"2466","D14","DWP","saturation","SATURATION_INCUBATION",131.11,362.82,3.16814686784361,1.1559474272076,0.00873200724283007
"2467","D15","DWP","saturation","SATURATION_INCUBATION",131.11,296.56,4.51651554923331,2.27518974871154,0.0152296855585153
"2468","D11","DWP","saturation","SATURATION_INCUBATION",131.6,432.75,1.55932503588304,0.606166257475808,0.00360329297719939
"2469","D12","DWP","saturation","SATURATION_INCUBATION",131.6,392.66,2.39446665828978,0.694376364370912,0.00609806615975597
"2470","D13","DWP","saturation","SATURATION_INCUBATION",131.6,352.08,2.47636448361125,0.652064439496874,0.00703352784483995
"2471","D14","DWP","saturation","SATURATION_INCUBATION",131.6,362.82,3.16197772063105,1.16021777912621,0.00871500391552574
"2472","D15","DWP","saturation","SATURATION_INCUBATION",131.6,296.56,5.59520826626845,2.28443459646738,0.0188670362364056
"2473","D11","DWP","saturation","SATURATION_INCUBATION",132.08,432.75,1.30734518387513,0.607616345721354,0.00302101717822099
"2474","D12","DWP","saturation","SATURATION_INCUBATION",132.08,392.66,1.80389066860044,0.696581497363649,0.00459402706820262
"2475","D13","DWP","saturation","SATURATION_INCUBATION",132.08,352.08,2.24537217766715,0.65512561492655,0.00637744881182444
"2476","D14","DWP","saturation","SATURATION_INCUBATION",132.08,362.82,3.22411487339682,1.16448318659887,0.00888626556804152
"2477","D15","DWP","saturation","SATURATION_INCUBATION",132.08,296.56,4.6328337501894,2.29193311346256,0.0156219104066273
"2478","D11","DWP","saturation","SATURATION_INCUBATION",132.56,432.75,1.54115811776402,0.609325775869307,0.00356131280823574
"2479","D12","DWP","saturation","SATURATION_INCUBATION",132.56,392.66,2.43434963894011,0.699557323336988,0.00619963744445604
"2480","D13","DWP","saturation","SATURATION_INCUBATION",132.56,352.08,2.35957178761169,0.65834248171266,0.00670180580439586
"2481","D14","DWP","saturation","SATURATION_INCUBATION",132.56,362.82,2.75142762462983,1.16812324298998,0.00758345081481128
"2482","D15","DWP","saturation","SATURATION_INCUBATION",132.56,296.56,4.93671738507984,2.29992348419643,0.0166466056955754
"2483","D11","DWP","saturation","SATURATION_INCUBATION",133.05,432.75,1.35553842659352,0.610860643180759,0.00313238226826926
"2484","D12","DWP","saturation","SATURATION_INCUBATION",133.05,392.66,2.20875614870911,0.702313627806166,0.00562511116158792
"2485","D13","DWP","saturation","SATURATION_INCUBATION",133.05,352.08,2.47478066084409,0.661786706104314,0.00702902937072283
"2486","D14","DWP","saturation","SATURATION_INCUBATION",133.04,362.82,2.78683550195889,1.17181014294296,0.00768104156870869
"2487","D15","DWP","saturation","SATURATION_INCUBATION",133.05,296.56,4.93017178544547,2.30806950582736,0.0166245339406712
"2488","D11","DWP","saturation","SATURATION_INCUBATION",133.53,432.75,1.40376746881995,0.612417681621044,0.00324383008392826
"2489","D12","DWP","saturation","SATURATION_INCUBATION",133.53,392.66,1.73737848323426,0.704437454200381,0.00442463832128115
"2490","D13","DWP","saturation","SATURATION_INCUBATION",133.53,352.08,2.11303264110375,0.664667459534585,0.00600156964639783
"2491","D14","DWP","saturation","SATURATION_INCUBATION",133.53,362.82,3.4125759560834,1.17641893578371,0.00940569967499973
"2492","D15","DWP","saturation","SATURATION_INCUBATION",133.53,296.56,5.71533614962024,2.3173201173455,0.0192721073294451
"2493","D11","DWP","saturation","SATURATION_INCUBATION",134.01,432.75,1.39125495620022,0.61396084136449,0.00321491613217845
"2494","D12","DWP","saturation","SATURATION_INCUBATION",134.01,392.66,2.67171327818736,0.707703440991829,0.0068041391488498
"2495","D13","DWP","saturation","SATURATION_INCUBATION",134.01,352.08,2.61984494357419,0.668239163615804,0.0074410501692064
"2496","D14","DWP","saturation","SATURATION_INCUBATION",134.01,362.82,2.77016317141443,1.18008377874242,0.00763508949731114
"2497","D15","DWP","saturation","SATURATION_INCUBATION",134.01,296.56,4.68485899163253,2.32490284028852,0.0157973394646363
"2498","D11","DWP","saturation","SATURATION_INCUBATION",134.49,432.75,1.26540529933646,0.615364410500669,0.00292410236703977
"2499","D12","DWP","saturation","SATURATION_INCUBATION",134.49,392.66,2.60777201376146,0.710891263959805,0.00664129784995022
"2500","D13","DWP","saturation","SATURATION_INCUBATION",134.49,352.08,2.42879374552169,0.671550402532671,0.00689841441013885
"2501","D14","DWP","saturation","SATURATION_INCUBATION",134.49,362.82,3.22291640705758,1.18434760067998,0.00888296236992884
"2502","D15","DWP","saturation","SATURATION_INCUBATION",134.49,296.56,4.63972256940307,2.33241250724736,0.0156451394975825
"2503","D11","DWP","saturation","SATURATION_INCUBATION",134.98,432.75,1.7214141215038,0.617313556473024,0.00397784892317458
"2504","D12","DWP","saturation","SATURATION_INCUBATION",134.98,392.66,1.8893450125356,0.713248975608923,0.00481165642677025
"2505","D13","DWP","saturation","SATURATION_INCUBATION",134.98,352.08,3.41433135612459,0.676302227017166,0.00969760098876559
"2506","D14","DWP","saturation","SATURATION_INCUBATION",134.98,362.82,2.77502595327391,1.1880953618759,0.00764849223657437
"2507","D15","DWP","saturation","SATURATION_INCUBATION",134.98,296.56,4.62690846641176,2.34005745312186,0.0156019303561227
"2508","D11","DWP","saturation","SATURATION_INCUBATION",135.46,432.75,1.41958601253955,0.618888140611717,0.00328038362227511
"2509","D12","DWP","saturation","SATURATION_INCUBATION",135.46,392.66,2.45088635087506,0.716245016581826,0.00624175202688091
"2510","D13","DWP","saturation","SATURATION_INCUBATION",135.46,352.08,2.43138339130164,0.679616996466793,0.0069057696867236
"2511","D14","DWP","saturation","SATURATION_INCUBATION",135.46,362.82,2.8380411453423,1.19185000536238,0.00782217393016454
"2512","D15","DWP","saturation","SATURATION_INCUBATION",135.46,296.56,4.80163428193682,2.34782918381828,0.0161911056175371
"2513","D11","DWP","saturation","SATURATION_INCUBATION",135.94,432.75,1.3427486273782,0.620377497841391,0.00310282756182137
"2514","D12","DWP","saturation","SATURATION_INCUBATION",135.94,392.66,2.28492587261904,0.719038182218399,0.00581909507619579
"2515","D13","DWP","saturation","SATURATION_INCUBATION",135.94,352.08,2.47628091661982,0.682992975903221,0.00703329049255801
"2516","D14","DWP","saturation","SATURATION_INCUBATION",135.94,362.82,2.76968215694061,1.19551421195334,0.00763376373116313
"2517","D15","DWP","saturation","SATURATION_INCUBATION",135.94,296.56,4.68496183640964,2.35541207322169,0.0157976862571137
"2518","D11","DWP","saturation","SATURATION_INCUBATION",136.42,432.75,1.41369536963006,0.621945548164724,0.00326677150694411
"2519","D12","DWP","saturation","SATURATION_INCUBATION",136.43,392.66,2.46770756541182,0.722117631887456,0.00628459116134015
"2520","D13","DWP","saturation","SATURATION_INCUBATION",136.42,352.08,2.62662241259379,0.68657391988767,0.00746029996760337
"2521","D14","DWP","saturation","SATURATION_INCUBATION",136.42,362.82,2.77801451213015,1.19918944200081,0.00765672926555911
"2522","D15","DWP","saturation","SATURATION_INCUBATION",136.43,296.56,4.11592395585488,2.36221272987926,0.0138788911378975
"2523","D11","DWP","saturation","SATURATION_INCUBATION",136.91,432.75,1.73858927009563,0.62391414144571,0.00401753730813548
"2524","D12","DWP","saturation","SATURATION_INCUBATION",136.91,392.66,2.45741909110537,0.725121658688583,0.00625838916901484
