"Mass","C","H","O","N","S","P","Na","El_comp","Class","NeutralMass","AImod","NOSC","HC","OC"
354.0329711,9,14,10,2,1,0,0,"CHONS","Tannin",355.0402476,-3,1.55555555555556,1.56,1.11
354.0466594,14,13,10,1,0,0,0,"CHON","Tannin",355.0539359,0.4375,0.714285714285714,0.93,0.71
354.0506055,14,18,2,3,2,1,0,"CHONSP","Lignin",355.0578819,0.428571428571429,-0.0714285714285712,1.29,0.14
354.0547775,14,14,10,0,0,0,0,"CHO","Tannin",355.0620539,0.333333333333333,0.428571428571428,1,0.71
354.0759013,11,18,12,0,0,0,0,"CHO","Carb",355.0831778,-0.6,0.545454545454545,1.64,1.09
354.0830522,15,17,9,1,0,0,0,"CHON","Lignin",355.0903286,0.315789473684211,0.266666666666667,1.13,0.6
354.0911461,15,18,9,0,0,0,0,"CHO","Lignin",355.0984226,0.238095238095238,0,1.2,0.6
354.0942758,14,17,8,3,0,0,0,"CHON","Lignin",355.1015523,0.357142857142857,0.571428571428572,1.21,0.57
354.1041511,12,21,11,1,0,0,0,"CHON","Carb",355.1114275,-0.545454545454545,0.333333333333333,1.75,0.92
354.112248,12,22,11,0,0,0,0,"CHO","Carb",355.1195244,-0.538461538461538,0,1.83,0.92
354.1194091,16,21,8,1,0,0,0,"CHON","Lignin",355.1266856,0.227272727272727,-0.125,1.31,0.5
354.12751,16,22,8,0,0,0,0,"CHO","Lignin",355.1347865,0.166666666666667,-0.375,1.38,0.5
354.1282147,19,21,2,3,1,0,0,"CHONS","UnsatHC",355.1354912,0.535714285714286,-0.315789473684211,1.11,0.11
354.1306195,15,21,7,3,0,0,0,"CHON","Lignin",355.137896,0.235294117647059,0.133333333333333,1.4,0.47
354.1405321,13,25,10,1,0,0,0,"CHON","Carb",355.1478086,-0.5,-0.153846153846154,1.92,0.77
354.1486371,13,26,10,0,0,0,0,"CHO","Carb",355.1559136,-0.5,-0.461538461538462,2,0.77
354.1517821,12,25,9,3,0,0,0,"CHON","Carb",355.1590586,-0.888888888888889,0.166666666666667,2.08,0.75
354.1557836,17,25,7,1,0,0,0,"CHON","Lignin",355.1630601,0.16,-0.470588235294118,1.47,0.41
354.1639017,17,26,7,0,0,0,0,"CHO","Lignin",355.1711781,0.111111111111111,-0.705882352941177,1.53,0.41
354.1670603,16,25,6,3,0,0,0,"CHON","Protein",355.1743368,0.15,-0.25,1.56,0.38
354.1822915,20,25,3,3,0,0,0,"CHON","Lignin",355.189568,0.451612903225806,-0.5,1.25,0.15
354.1825615,18,30,4,0,1,0,0,"CHOS","Lipid",355.1898379,0.0666666666666667,-1.11111111111111,1.67,0.22
354.1850417,14,30,9,0,0,0,0,"CHO","AminoSugar",355.1923182,-0.473684210526316,-0.857142857142857,2.14,0.64
354.1922141,18,29,6,1,0,0,0,"CHON","Protein",355.1994906,0.107142857142857,-0.777777777777778,1.61,0.33
354.2003184,18,30,6,0,0,0,0,"CHO","Protein",355.2075949,0.0666666666666667,-1,1.67,0.33
354.2034317,17,29,5,3,0,0,0,"CHON","Lipid",355.2107082,0.0869565217391304,-0.588235294117647,1.71,0.29
354.2037063,15,34,6,0,1,0,0,"CHOS","Protein",355.2109828,-0.454545454545455,-1.33333333333333,2.27,0.4
354.2155727,22,30,3,0,0,0,0,"CHO","Lignin",355.2228491,0.317073170731707,-1.09090909090909,1.36,0.14
354.2189419,19,34,3,0,1,0,0,"CHOS","Lipid",355.2262184,0.0303030303030303,-1.36842105263158,1.79,0.16
354.2285951,19,33,5,1,0,0,0,"CHON","Lipid",355.2358716,0.0645161290322581,-1.05263157894737,1.74,0.26
354.2366947,19,34,5,0,0,0,0,"CHO","Lipid",355.2439712,0.0303030303030303,-1.26315789473684,1.79,0.26
354.2398103,18,33,4,3,0,0,0,"CHON","Lipid",355.2470867,0.0384615384615385,-0.888888888888889,1.83,0.22
354.3095526,21,42,3,0,0,0,0,"CHO","Lipid",355.3168291,-0.0256410256410256,-1.71428571428571,2,0.14
354.3458729,22,46,2,0,0,0,0,"CHO","Lipid",355.3531493,-0.0476190476190476,-1.90909090909091,2.09,0.09
354.9351978,9,9,9,0,2,1,0,"CHOSP","Tannin",355.9424743,-0.666666666666667,1.44444444444444,1,1
354.973268,16,4,10,0,0,0,0,"CHO","ConHC",355.9805445,0.909090909090909,1,0.25,0.62
354.9737173,19,5,2,2,1,1,0,"CHONSP","ConHC",355.9809938,1.10714285714286,0.368421052631579,0.26,0.11
354.9942432,13,8,12,0,0,0,0,"CHO","ConHC",356.0015197,0.571428571428571,1.23076923076923,0.62,0.92
355.009529,17,8,9,0,0,0,0,"CHO","ConHC",356.0168055,0.76,0.588235294117647,0.47,0.53
355.030641,14,12,11,0,0,0,0,"CHO","Tannin",356.0379175,0.411764705882353,0.714285714285714,0.86,0.79
355.0340242,11,16,11,0,1,0,0,"CHOS","Tannin",356.0413007,-0.555555555555556,0.727272727272727,1.45,1
355.0418661,13,12,10,2,0,0,0,"CHON","Tannin",356.0491425,0.5,1.07692307692308,0.92,0.77
355.0459006,18,12,8,0,0,0,0,"CHO","ConHC",356.0531771,0.642857142857143,0.222222222222222,0.67,0.44
355.067033,15,16,10,0,0,0,0,"CHO","Tannin",356.0743095,0.3,0.266666666666667,1.07,0.67
355.0703928,12,20,10,0,1,0,0,"CHOS","Carb",356.0776693,-0.5,0.166666666666667,1.67,0.83
355.0735149,11,21,7,2,1,1,0,"CHONSP","AminoSugar",356.0807913,-0.857142857142857,0.0909090909090908,1.91,0.64
355.0774734,16,21,5,0,1,1,0,"CHOSP","Lignin",356.0847499,0.260869565217391,-0.5625,1.31,0.31
355.0782594,14,16,9,2,0,0,0,"CHON","Lignin",356.0855359,0.333333333333333,0.571428571428572,1.14,0.64
355.0798395,23,16,2,0,1,0,0,"CHOS","ConHC",356.087116,0.666666666666667,-0.434782608695652,0.7,0.09
355.0823043,19,16,7,0,0,0,0,"CHO","Lignin",356.0895808,0.548387096774194,-0.105263157894737,0.84,0.37
355.0831357,20,20,2,0,2,0,0,"CHOS","UnsatHC",356.0904122,0.470588235294118,-0.6,1,0.1
355.085216,18,17,4,2,0,1,0,"CHONP","Lignin",356.0924925,0.653846153846154,-0.166666666666667,0.94,0.22
355.0856663,16,20,7,0,1,0,0,"CHOS","Lignin",356.0929428,0.217391304347826,-0.25,1.25,0.44
355.0881791,12,20,12,0,0,0,0,"CHO","Carb",356.0954556,-0.5,0.333333333333333,1.67,1
355.0887202,15,21,4,2,1,1,0,"CHONSP","Lignin",356.0959966,0.277777777777778,-0.333333333333333,1.4,0.27
355.1034526,16,20,9,0,0,0,0,"CHO","Lignin",356.1107291,0.217391304347826,-0.125,1.25,0.56
355.1038641,19,21,1,2,1,1,0,"CHONSP","UnsatHC",356.1111406,0.551724137931034,-0.578947368421052,1.11,0.05
355.1043725,17,24,4,0,2,0,0,"CHOS","Lignin",356.111649,0.153846153846154,-0.705882352941177,1.41,0.24
355.1068163,13,24,9,0,1,0,0,"CHOS","AminoSugar",356.1140928,-0.466666666666667,-0.307692307692307,1.85,0.69
355.1146978,15,20,8,2,0,0,0,"CHON","Lignin",356.1219743,0.222222222222222,0.133333333333333,1.33,0.53
355.1187173,20,20,6,0,0,0,0,"CHO","Lignin",356.1259937,0.470588235294118,-0.4,1,0.3
355.1215966,19,21,3,2,0,1,0,"CHONP","Lignin",356.128873,0.551724137931034,-0.473684210526316,1.11,0.16
355.1220815,17,24,6,0,1,0,0,"CHOS","Lignin",356.129358,0.153846153846154,-0.588235294117647,1.41,0.35
355.124594,13,24,11,0,0,0,0,"CHO","Carb",356.1318705,-0.466666666666667,-0.153846153846154,1.85,0.85
355.1349284,14,29,6,0,1,1,0,"CHOSP","Protein",356.1422049,-0.388888888888889,-1.07142857142857,2.07,0.43
355.1358062,12,24,10,2,0,0,0,"CHON","Carb",356.1430826,-0.8,0.166666666666667,2,0.83
355.1398412,17,24,8,0,0,0,0,"CHO","Lignin",356.1471176,0.153846153846154,-0.470588235294118,1.41,0.47
355.1431999,14,28,8,0,1,0,0,"CHOS","AminoSugar",356.1504763,-0.444444444444444,-0.714285714285714,2,0.57
355.1502836,18,29,3,0,1,1,0,"CHOSP","Lipid",356.1575601,0.137931034482759,-1.16666666666667,1.61,0.17
355.1510137,16,24,7,2,0,0,0,"CHON","Protein",356.1582901,0.142857142857143,-0.25,1.5,0.44
355.1550855,11,25,9,3,0,0,0,"CHON","Carb",356.162362,-1.42857142857143,0.181818181818182,2.27,0.82
355.1584527,18,28,5,0,1,0,0,"CHOS","Lipid",356.1657292,0.103448275862069,-0.888888888888889,1.56,0.28
355.1609531,14,28,10,0,0,0,0,"CHO","Carb",356.1682296,-0.444444444444444,-0.571428571428571,2,0.71
355.1679577,18,29,5,0,0,1,0,"CHOP","Lipid",356.1752341,0.137931034482759,-1.05555555555556,1.61,0.28
355.1737988,22,28,2,0,1,0,0,"CHOS","UnsatHC",356.1810752,0.35,-1,1.27,0.09
355.176196,18,28,7,0,0,0,0,"CHO","Protein",356.1834725,0.103448275862069,-0.777777777777778,1.56,0.39
355.1891996,15,33,7,0,0,1,0,"CHOP","Protein",356.1964761,-0.380952380952381,-1.26666666666667,2.2,0.47
355.1914359,22,28,4,0,0,0,0,"CHO","Lignin",356.1987123,0.35,-0.909090909090909,1.27,0.18
355.194815,19,32,4,0,1,0,0,"CHOS","Lipid",356.2020915,0.0625,-1.15789473684211,1.68,0.21
355.1973092,15,32,9,0,0,0,0,"CHO","AminoSugar",356.2045856,-0.428571428571429,-0.933333333333334,2.13,0.6
355.2125705,19,32,6,0,0,0,0,"CHO","Protein",356.2198469,0.0625,-1.05263157894737,1.68,0.32
355.2238192,18,32,5,2,0,0,0,"CHON","Lipid",356.2310956,0.037037037037037,-0.888888888888889,1.78,0.28
355.2278325,23,32,3,0,0,0,0,"CHO","Lignin",356.235109,0.302325581395349,-1.1304347826087,1.39,0.13
355.2489879,20,36,5,0,0,0,0,"CHO","Lipid",356.2562643,0.0285714285714286,-1.3,1.8,0.25
355.2602411,19,36,4,2,0,0,0,"CHON","Lipid",356.2675176,0,-1.15789473684211,1.89,0.21
355.2853928,21,40,4,0,0,0,0,"CHO","Lipid",356.2926693,0,-1.52380952380952,1.9,0.19
355.3217412,22,44,3,0,0,0,0,"CHO","Lipid",356.3290176,-0.024390243902439,-1.72727272727273,2,0.14
356.0259411,13,11,11,1,0,0,0,"CHON","Tannin",357.0332176,0.461538461538462,1.07692307692308,0.85,0.85
356.0268794,14,15,6,1,2,0,0,"CHONS","Lignin",357.0341559,0.3125,0.285714285714286,1.07,0.43
356.0340284,13,12,11,0,0,0,0,"CHO","Tannin",357.0413048,0.333333333333333,0.769230769230769,0.92,0.85
356.0476231,13,16,5,3,1,1,0,"CHONSP","Lignin",357.0548995,0.454545454545455,0.384615384615385,1.23,0.38
356.0492937,17,12,8,0,0,0,0,"CHO","ConHC",357.0565702,0.615384615384615,0.235294117647059,0.71,0.47
356.0623107,14,15,10,1,0,0,0,"CHON","Tannin",357.0695871,0.3125,0.571428571428572,1.07,0.71
356.0704103,14,16,10,0,0,0,0,"CHO","Tannin",357.0776867,0.222222222222222,0.285714285714286,1.14,0.71
356.0775488,18,15,7,1,0,0,0,"CHON","Lignin",357.0848253,0.592592592592593,0.111111111111111,0.83,0.39
356.08565,18,16,7,0,0,0,0,"CHO","Lignin",357.0929265,0.517241379310345,-0.111111111111111,0.89,0.39
356.0890258,15,20,7,0,1,0,0,"CHOS","Lignin",357.0963023,0.142857142857143,-0.266666666666667,1.33,0.47
356.0915207,11,20,12,0,0,0,0,"CHO","Carb",357.0987972,-0.8,0.363636363636364,1.82,1.09
356.0986672,15,19,9,1,0,0,0,"CHON","Lignin",357.1059436,0.210526315789474,0.133333333333333,1.27,0.6
356.1067738,15,20,9,0,0,0,0,"CHO","Lignin",357.1140503,0.142857142857143,-0.133333333333334,1.33,0.6
356.1149215,20,23,1,1,2,0,0,"CHONS","UnsatHC",357.122198,0.424242424242424,-0.7,1.15,0.05
356.1197878,12,23,11,1,0,0,0,"CHON","Carb",357.1270643,-0.727272727272727,0.166666666666667,1.92,0.92
356.1220263,19,20,6,0,0,0,0,"CHO","Lignin",357.1293027,0.4375,-0.421052631578948,1.05,0.32
356.1278934,12,24,11,0,0,0,0,"CHO","Carb",357.1351699,-0.692307692307692,-0.166666666666667,2,0.92
356.1350488,16,23,8,1,0,0,0,"CHON","Lignin",357.1423253,0.136363636363636,-0.25,1.44,0.5
356.143165,16,24,8,0,0,0,0,"CHO","Lignin",357.1504415,0.0833333333333333,-0.5,1.5,0.5
356.1462893,15,23,7,3,0,0,0,"CHON","Protein",357.1535658,0.117647058823529,0,1.53,0.47
356.1536318,17,29,3,0,1,1,0,"CHOSP","Lipid",357.1609083,0.0740740740740741,-1.23529411764706,1.71,0.18
356.1562245,13,27,10,1,0,0,0,"CHON","Carb",357.1635009,-0.642857142857143,-0.307692307692307,2.08,0.77
356.1618149,17,28,5,0,1,0,0,"CHOS","Lipid",357.1690913,0.037037037037037,-0.941176470588236,1.65,0.29
356.1713493,17,29,5,0,0,1,0,"CHOP","Lipid",357.1786258,0.0740740740740741,-1.11764705882353,1.71,0.29
356.1795808,17,28,7,0,0,0,0,"CHO","Protein",357.1868573,0.037037037037037,-0.823529411764706,1.65,0.41
356.1827075,16,27,6,3,0,0,0,"CHON","Protein",357.189984,0.05,-0.375,1.69,0.38
356.1979743,20,27,3,3,0,0,0,"CHON","Lignin",357.2052508,0.387096774193548,-0.6,1.35,0.15
356.1982344,18,32,4,0,1,0,0,"CHOS","Lipid",357.2055108,0,-1.22222222222222,1.78,0.22
356.2078728,18,31,6,1,0,0,0,"CHON","Protein",357.2151493,0.0357142857142857,-0.888888888888889,1.72,0.33
356.2160085,18,32,6,0,0,0,0,"CHO","Protein",357.223285,0,-1.11111111111111,1.78,0.33
356.2190891,17,31,5,3,0,0,0,"CHON","Lipid",357.2263656,0,-0.705882352941177,1.82,0.29
356.2311787,22,32,3,0,0,0,0,"CHO","Lignin",357.2384551,0.268292682926829,-1.18181818181818,1.45,0.14
356.2442201,19,35,5,1,0,0,0,"CHON","Lipid",357.2514966,0,-1.15789473684211,1.84,0.26
356.2523234,19,36,5,0,0,0,0,"CHO","Lipid",357.2595998,-0.0303030303030303,-1.36842105263158,1.89,0.26
356.2554384,18,35,4,3,0,0,0,"CHON","Lipid",357.2627148,-0.0384615384615385,-1,1.94,0.22
356.2887101,20,40,4,0,0,0,0,"CHO","Lipid",357.2959866,-0.0555555555555556,-1.6,2,0.2
356.9888244,16,6,10,0,0,0,0,"CHO","ConHC",357.9961009,0.818181818181818,0.875,0.38,0.62
356.9993085,17,11,5,0,1,1,0,"CHOSP","ConHC",358.0065849,0.72,0.0588235294117645,0.65,0.29
357.0099191,13,10,12,0,0,0,0,"CHO","ConHC",358.0171955,0.428571428571429,1.07692307692308,0.77,0.92
357.0108695,14,14,7,0,2,0,0,"CHOS","Lignin",358.018146,0.294117647058824,0.285714285714286,1,0.5
357.0132544,10,14,12,0,1,0,0,"CHOS","Other",358.0205309,-1,1.2,1.4,1.2
357.0138878,13,15,4,2,2,1,0,"CHONSP","Lignin",358.0211643,0.416666666666667,0.230769230769231,1.15,0.31
357.0226942,21,10,4,0,1,0,0,"CHOS","ConHC",358.0299707,0.777777777777778,0,0.48,0.19
357.0251719,17,10,9,0,0,0,0,"CHO","ConHC",358.0324484,0.68,0.470588235294118,0.59,0.53
357.0414832,11,19,9,0,1,1,0,"CHOSP","Carb",358.0487597,-0.666666666666667,0.0909090909090908,1.73,0.82
357.0433802,20,11,3,2,0,1,0,"CHONP","ConHC",358.0506567,0.903225806451613,0.0499999999999998,0.55,0.15
357.0438824,18,14,6,0,1,0,0,"CHOS","ConHC",358.0511589,0.571428571428571,0,0.78,0.33
357.0462899,14,14,11,0,0,0,0,"CHO","Tannin",358.0535663,0.294117647058824,0.571428571428572,1,0.79
357.0496728,11,18,11,0,1,0,0,"CHOS","Carb",358.0569492,-0.777777777777778,0.545454545454545,1.64,1
357.0527595,10,19,8,2,1,1,0,"CHONSP","Carb",358.060036,-1.75,0.5,1.9,0.8
357.0566994,15,19,6,0,1,1,0,"CHOSP","Lignin",358.0639758,0.25,-0.333333333333333,1.27,0.4
357.0575316,13,14,10,2,0,0,0,"CHON","Tannin",358.0648081,0.333333333333333,0.923076923076923,1.08,0.77
357.0591479,22,14,3,0,1,0,0,"CHOS","ConHC",358.0664244,0.692307692307692,-0.272727272727272,0.64,0.14
357.0615518,18,14,8,0,0,0,0,"CHO","ConHC",358.0688282,0.571428571428571,0.111111111111111,0.78,0.44
357.0649252,15,18,8,0,1,0,0,"CHOS","Lignin",358.0722016,0.2,0,1.2,0.53
357.0802792,19,18,5,0,1,0,0,"CHOS","Lignin",358.0875557,0.483870967741935,-0.315789473684211,0.95,0.26
357.0826969,15,18,10,0,0,0,0,"CHO","Tannin",358.0899734,0.2,0.133333333333333,1.2,0.67
357.0831057,18,19,2,2,1,1,0,"CHONSP","UnsatHC",358.0903822,0.576923076923077,-0.388888888888889,1.06,0.11
357.086074,12,22,10,0,1,0,0,"CHOS","Carb",358.0933505,-0.666666666666667,0,1.83,0.83
357.0891711,11,23,7,2,1,1,0,"CHONSP","AminoSugar",358.0964475,-1.14285714285714,-0.0909090909090908,2.09,0.64
357.0939438,14,18,9,2,0,0,0,"CHON","Lignin",358.1012202,0.2,0.428571428571428,1.29,0.64
357.0948941,15,22,4,2,2,0,0,"CHONS","Lignin",358.1021706,0.111111111111111,-0.266666666666667,1.47,0.27
357.095569,12,23,10,0,0,1,0,"CHOP","Carb",358.1028455,-0.583333333333333,-0.25,1.92,0.83
357.0979706,19,18,7,0,0,0,0,"CHO","Lignin",358.105247,0.483870967741935,-0.210526315789473,0.95,0.37
357.1013542,16,22,7,0,1,0,0,"CHOS","Lignin",358.1086307,0.130434782608696,-0.375,1.38,0.44
357.1038477,12,22,12,0,0,0,0,"CHO","Carb",358.1111241,-0.666666666666667,0.166666666666667,1.83,1
357.104673,13,26,7,0,2,0,0,"CHOS","Protein",358.1119495,-0.6,-0.615384615384615,2,0.54
357.1077341,12,27,4,2,2,1,0,"CHONSP","Protein",358.1150106,-0.9,-0.75,2.25,0.33
357.1191134,16,22,9,0,0,0,0,"CHO","Lignin",358.1263899,0.130434782608696,-0.25,1.38,0.56
357.1196331,19,23,1,2,1,1,0,"CHONSP","UnsatHC",358.1269096,0.482758620689655,-0.684210526315789,1.21,0.05
357.123155,11,23,11,1,0,0,0,"CHON","Carb",358.1304314,-1.11111111111111,0.181818181818182,2.09,1
357.1295632,17,27,4,0,1,1,0,"CHOSP","Lipid",358.1368396,0.115384615384615,-1,1.59,0.24
357.1343689,20,22,6,0,0,0,0,"CHO","Lignin",358.1416454,0.411764705882353,-0.5,1.1,0.3
357.1377406,17,26,6,0,1,0,0,"CHOS","Protein",358.145017,0.0769230769230769,-0.705882352941177,1.53,0.35
357.1402344,13,26,11,0,0,0,0,"CHO","Carb",358.1475108,-0.6,-0.307692307692307,2,0.85
357.1554794,17,26,8,0,0,0,0,"CHO","Protein",358.1627558,0.0769230769230769,-0.588235294117647,1.53,0.47
357.1595366,12,27,10,1,0,0,0,"CHON","Carb",358.1668131,-0.916666666666667,-0.333333333333333,2.25,0.83
357.166707,16,26,7,2,0,0,0,"CHON","Protein",358.1739835,0.0476190476190476,-0.375,1.62,0.44
357.1707201,21,26,5,0,0,0,0,"CHO","Lignin",358.1779966,0.351351351351351,-0.761904761904762,1.24,0.24
357.1740927,18,30,5,0,1,0,0,"CHOS","Lipid",358.1813692,0.0344827586206897,-1,1.67,0.28
357.1819471,20,26,4,2,0,0,0,"CHON","Lignin",358.1892236,0.375,-0.6,1.3,0.2
357.1859426,25,26,2,0,0,0,0,"CHO","UnsatHC",358.1932191,0.5,-0.88,1.04,0.08
357.1918337,18,30,7,0,0,0,0,"CHO","Protein",358.1991102,0.0344827586206897,-0.888888888888889,1.67,0.39
357.2030418,17,30,6,2,0,0,0,"CHON","Protein",358.2103182,0,-0.705882352941177,1.76,0.35
357.2070893,22,30,4,0,0,0,0,"CHO","Lignin",358.2143657,0.3,-1,1.36,0.18
357.2111878,17,31,6,1,0,0,0,"CHON","Protein",358.2184643,-0.0384615384615385,-0.941176470588236,1.82,0.35
357.218337,21,30,3,2,0,0,0,"CHON","Lignin",358.2256135,0.314285714285714,-0.857142857142857,1.43,0.14
357.2282342,19,34,6,0,0,0,0,"CHO","Protein",358.2355106,0,-1.15789473684211,1.79,0.32
357.2394768,18,34,5,2,0,0,0,"CHON","Lipid",358.2467533,-0.037037037037037,-1,1.89,0.28
357.2434219,23,34,3,0,0,0,0,"CHO","Lignin",358.2506984,0.255813953488372,-1.21739130434783,1.48,0.13
357.2588518,17,35,4,3,0,0,0,"CHON","Lipid",358.2661282,-0.125,-1.05882352941176,2.06,0.24
357.2646513,20,38,5,0,0,0,0,"CHO","Lipid",358.2719277,-0.0285714285714286,-1.4,1.9,0.25
357.3010369,21,42,4,0,0,0,0,"CHO","Lipid",358.3083134,-0.0526315789473684,-1.61904761904762,2,0.19
358.0415864,13,13,11,1,0,0,0,"CHON","Tannin",359.0488629,0.307692307692308,0.923076923076923,1,0.85
358.049683,13,14,11,0,0,0,0,"CHO","Tannin",359.0569594,0.2,0.615384615384615,1.08,0.85
358.0535966,13,17,5,3,2,0,0,"CHONS","Lignin",359.060873,0.181818181818182,0.461538461538462,1.31,0.38
358.0561607,9,19,8,2,1,1,0,"CHONSP","Carb",359.0634372,-4.5,0.555555555555555,2.11,0.89
358.0568801,17,13,8,1,0,0,0,"CHON","ConHC",359.0641566,0.625,0.352941176470588,0.76,0.47
358.0649536,17,14,8,0,0,0,0,"CHO","ConHC",359.07223,0.538461538461538,0.117647058823529,0.82,0.47
358.0779675,14,17,10,1,0,0,0,"CHON","Tannin",359.085244,0.1875,0.428571428571428,1.21,0.71
358.081336,11,21,10,1,1,0,0,"CHONS","Carb",359.0886124,-1.125,0.363636363636364,1.91,0.91
358.0860596,14,18,10,0,0,0,0,"CHO","Tannin",359.0933361,0.111111111111111,0.142857142857143,1.29,0.71
358.0899655,14,21,4,3,2,0,0,"CHONS","Lipid",359.097242,0.0714285714285714,0,1.5,0.29
358.0925289,10,23,7,2,1,1,0,"CHONSP","AminoSugar",359.0998053,-2,-0.0999999999999996,2.3,0.7
358.093166,18,17,7,1,0,0,0,"CHON","Lignin",359.1004425,0.518518518518518,0,0.94,0.39
358.0965169,15,21,7,1,1,0,0,"CHONS","Lignin",359.1037934,0.105263157894737,-0.133333333333334,1.4,0.47
358.0981563,14,22,4,2,2,0,0,"CHONS","Lignin",359.1054327,0,-0.285714285714286,1.57,0.29
358.0983546,14,22,4,2,2,0,0,"CHONS","Lignin",359.1056311,0,-0.285714285714286,1.57,0.29
358.1013221,18,18,7,0,0,0,0,"CHO","Lignin",359.1085986,0.448275862068966,-0.222222222222222,1,0.39
358.1071696,11,22,12,0,0,0,0,"CHO","Carb",359.1144461,-1,0.181818181818182,2,1.09
358.1078039,14,21,6,3,1,0,0,"CHONS","Protein",359.1150804,0.0714285714285714,0.142857142857143,1.5,0.43
358.1143139,15,21,9,1,0,0,0,"CHON","Lignin",359.1215903,0.105263157894737,0,1.4,0.6
358.1224203,15,22,9,0,0,0,0,"CHO","Lignin",359.1296968,0.0476190476190476,-0.266666666666667,1.47,0.6
358.1255423,14,21,8,3,0,0,0,"CHON","AminoSugar",359.1328188,0.0714285714285714,0.285714285714286,1.5,0.57
358.1295819,19,21,6,1,0,0,0,"CHON","Lignin",359.1368584,0.433333333333333,-0.315789473684211,1.11,0.32
358.1376824,19,22,6,0,0,0,0,"CHO","Lignin",359.1449589,0.375,-0.526315789473684,1.16,0.32
358.1410579,16,26,6,0,1,0,0,"CHOS","Protein",359.1483344,0,-0.75,1.62,0.38
358.1507331,16,25,8,1,0,0,0,"CHON","Protein",359.1580096,0.0454545454545455,-0.375,1.56,0.5
358.1588047,16,26,8,0,0,0,0,"CHO","Protein",359.1660812,0,-0.625,1.62,0.5
358.1619317,15,25,7,3,0,0,0,"CHON","Protein",359.1692082,0,-0.133333333333334,1.67,0.47
358.1636118,13,30,8,1,0,1,0,"CHONP","Other",359.1708883,-0.714285714285714,-0.846153846153846,2.31,0.62
358.1659471,20,25,5,1,0,0,0,"CHON","Lignin",359.1732236,0.363636363636364,-0.6,1.25,0.25
358.1740753,20,26,5,0,0,0,0,"CHO","Lignin",359.1813518,0.314285714285714,-0.8,1.3,0.25
358.1774851,17,30,5,0,1,0,0,"CHOS","Lipid",359.1847616,-0.037037037037037,-1.05882352941176,1.76,0.29
358.1871291,17,29,7,1,0,0,0,"CHON","Protein",359.1944056,0,-0.705882352941177,1.71,0.41
358.1952343,17,30,7,0,0,0,0,"CHO","Protein",359.2025108,-0.037037037037037,-0.941176470588236,1.76,0.41
358.1983632,16,29,6,3,0,0,0,"CHON","Protein",359.2056397,-0.05,-0.5,1.81,0.38
358.2104908,21,30,4,0,0,0,0,"CHO","Lignin",359.2177672,0.263157894736842,-1.04761904761905,1.43,0.19
358.2136433,20,29,3,3,0,0,0,"CHON","Lignin",359.2209198,0.32258064516129,-0.7,1.45,0.15
358.2177083,25,29,1,1,0,0,0,"CHON","UnsatHC",359.2249848,0.468085106382979,-0.96,1.16,0.04
358.2235286,18,33,6,1,0,0,0,"CHON","Protein",359.230805,-0.0357142857142857,-1,1.83,0.33
358.2315947,18,34,6,0,0,0,0,"CHO","Protein",359.2388711,-0.0666666666666667,-1.22222222222222,1.89,0.33
358.242854,17,34,5,2,0,0,0,"CHON","Lipid",359.2501305,-0.12,-1.05882352941176,2,0.29
358.9091606,11,5,8,0,2,1,0,"CHOSP","ConHC",359.9164371,0.875,1.36363636363636,0.45,0.73
358.9598406,15,5,9,0,0,1,0,"CHOP","ConHC",359.9671171,0.947368421052632,0.866666666666667,0.33,0.6
359.0044704,16,8,10,0,0,0,0,"CHO","ConHC",360.0117469,0.727272727272727,0.75,0.5,0.62
359.0255796,13,12,12,0,0,0,0,"CHO","Tannin",360.032856,0.285714285714286,0.923076923076923,0.92,0.92
359.0360038,14,17,7,0,1,1,0,"CHOSP","Lignin",360.0432802,0.235294117647059,-0.0714285714285712,1.21,0.5
359.0384306,10,17,12,0,0,1,0,"CHOP","Other",360.0457071,-1.16666666666667,0.7,1.7,1.2
359.0394304,11,21,7,0,2,1,0,"CHOSP","AminoSugar",360.0467069,-0.888888888888889,-0.272727272727272,1.91,0.64
359.0408315,17,12,9,0,0,0,0,"CHO","ConHC",360.0481079,0.6,0.352941176470588,0.71,0.53
359.0417563,18,16,4,0,2,0,0,"CHOS","Lignin",360.0490328,0.5,-0.222222222222222,0.89,0.22
359.0442159,14,16,9,0,1,0,0,"CHOS","Lignin",360.0514923,0.176470588235294,0.285714285714286,1.14,0.64
359.0503229,28,8,1,0,0,0,0,"CHO","ConHC",360.0575993,0.890909090909091,-0.214285714285714,0.29,0.04
359.0553918,13,16,8,2,1,0,0,"CHONS","Lignin",360.0626683,0.166666666666667,0.615384615384615,1.23,0.62
359.0560863,21,12,6,0,0,0,0,"CHO","ConHC",360.0633628,0.722222222222222,0,0.57,0.29
359.0569617,12,17,5,3,2,0,0,"CHONS","Lignin",360.0642382,0,0.5,1.42,0.42
359.0590159,20,13,3,2,0,1,0,"CHONP","ConHC",360.0662923,0.838709677419355,-0.0499999999999998,0.65,0.15
359.0595243,18,16,6,0,1,0,0,"CHOS","Lignin",360.0668008,0.5,-0.111111111111111,0.89,0.33
359.0619404,14,16,11,0,0,0,0,"CHO","Tannin",360.0692169,0.176470588235294,0.428571428571428,1.14,0.79
359.0652542,11,20,11,0,1,0,0,"CHOS","Carb",360.0725306,-1,0.363636363636364,1.82,1
