"MolForm","tension","site","Mass","HC","OC","Class","drought2","fm2","saturation2","unique"
"C11H12O9","50 kPa","DWP",287.0408475,1.09,0.82,"Tannin","new","new","new",NA
"C11H12O9","50 kPa","DWP",300.0441906,1.09,0.82,"Tannin","new","new","new",NA
"C11H14O4","1.5 kPa","CPCRW",209.0819552,1.27,0.36,"Lignin","lost",NA,NA,NA
"C11H14O4","1.5 kPa","CPCRW",222.0853088,1.27,0.36,"Lignin","lost",NA,NA,NA
"C11H14O4","1.5 kPa","DWP",209.0819552,1.27,0.36,"Lignin",NA,"new",NA,"field moist"
"C11H14O4","1.5 kPa","DWP",222.0853088,1.27,0.36,"Lignin",NA,"new",NA,"field moist"
"C11H14O4","50 kPa","CPCRW",209.0819552,1.27,0.36,"Lignin",NA,NA,NA,NA
"C11H14O4","50 kPa","CPCRW",222.0853088,1.27,0.36,"Lignin",NA,NA,NA,NA
"C11H14O4","50 kPa","DWP",209.0819552,1.27,0.36,"Lignin","new",NA,NA,"drought"
"C11H14O4","50 kPa","DWP",222.0853088,1.27,0.36,"Lignin","new",NA,NA,"drought"
"C11H14O4S","1.5 kPa","SR",241.0539982,1.27,0.36,"Lignin","new",NA,NA,"drought"
"C11H14O5","1.5 kPa","CPCRW",225.0768606,1.27,0.45,"Lignin",NA,NA,NA,NA
"C11H14O5","1.5 kPa","CPCRW",238.0802058,1.27,0.45,"Lignin",NA,NA,NA,NA
"C11H14O5","1.5 kPa","DWP",225.0768606,1.27,0.45,"Lignin","new","new","new",NA
"C11H14O5","1.5 kPa","DWP",238.0802058,1.27,0.45,"Lignin","new","new","new",NA
"C11H14O5","1.5 kPa","SR",225.0768606,1.27,0.45,"Lignin","new",NA,NA,"drought"
"C11H14O5","1.5 kPa","SR",238.0802058,1.27,0.45,"Lignin","new",NA,NA,"drought"
"C11H14O5","50 kPa","CPCRW",225.0768606,1.27,0.45,"Lignin",NA,NA,NA,NA
"C11H14O5","50 kPa","CPCRW",238.0802058,1.27,0.45,"Lignin",NA,NA,NA,NA
"C11H14O5","50 kPa","DWP",225.0768606,1.27,0.45,"Lignin",NA,NA,NA,NA
"C11H14O5","50 kPa","DWP",238.0802058,1.27,0.45,"Lignin",NA,NA,NA,NA
"C11H14O5","50 kPa","SR",225.0768606,1.27,0.45,"Lignin",NA,"new","new",NA
"C11H14O5","50 kPa","SR",238.0802058,1.27,0.45,"Lignin",NA,"new","new",NA
"C11H14O5S","1.5 kPa","SR",257.0489176,1.27,0.45,"Lignin",NA,"lost","lost",NA
"C11H14O5S","50 kPa","CPCRW",257.0489176,1.27,0.45,"Lignin","lost","lost","lost",NA
"C11H14O5S","50 kPa","SR",257.0489176,1.27,0.45,"Lignin","new","new","new",NA
"C11H14O6","1.5 kPa","CPCRW",241.0717705,1.27,0.55,"Lignin",NA,NA,NA,NA
"C11H14O6","1.5 kPa","CPCRW",254.0751263,1.27,0.55,"Lignin",NA,NA,NA,NA
"C11H14O6","1.5 kPa","DWP",241.0717705,1.27,0.55,"Lignin",NA,NA,NA,NA
"C11H14O6","1.5 kPa","DWP",254.0751263,1.27,0.55,"Lignin",NA,NA,NA,NA
"C11H14O6","1.5 kPa","SR",241.0717705,1.27,0.55,"Lignin","new",NA,NA,"drought"
"C11H14O6","1.5 kPa","SR",254.0751263,1.27,0.55,"Lignin","new",NA,NA,"drought"
"C11H14O6","50 kPa","CPCRW",241.0717705,1.27,0.55,"Lignin",NA,NA,NA,NA
"C11H14O6","50 kPa","CPCRW",254.0751263,1.27,0.55,"Lignin",NA,NA,NA,NA
"C11H14O6","50 kPa","DWP",241.0717705,1.27,0.55,"Lignin",NA,NA,NA,NA
"C11H14O6","50 kPa","DWP",254.0751263,1.27,0.55,"Lignin",NA,NA,NA,NA
"C11H14O6","50 kPa","SR",241.0717705,1.27,0.55,"Lignin",NA,"new","new",NA
"C11H14O6","50 kPa","SR",254.0751263,1.27,0.55,"Lignin",NA,"new","new",NA
"C11H14O7","1.5 kPa","CPCRW",257.0666743,1.27,0.64,"Lignin",NA,NA,NA,NA
"C11H14O7","1.5 kPa","CPCRW",270.0700283,1.27,0.64,"Lignin",NA,NA,NA,NA
"C11H14O7","1.5 kPa","DWP",257.0666743,1.27,0.64,"Lignin","new","new","new",NA
"C11H14O7","1.5 kPa","DWP",270.0700283,1.27,0.64,"Lignin","new","new","new",NA
"C11H14O7","1.5 kPa","SR",257.0666743,1.27,0.64,"Lignin",NA,"new",NA,"field moist"
"C11H14O7","1.5 kPa","SR",270.0700283,1.27,0.64,"Lignin",NA,"new",NA,"field moist"
"C11H14O7","50 kPa","CPCRW",257.0666743,1.27,0.64,"Lignin",NA,NA,NA,NA
"C11H14O7","50 kPa","CPCRW",270.0700283,1.27,0.64,"Lignin",NA,NA,NA,NA
"C11H14O7","50 kPa","DWP",257.0666743,1.27,0.64,"Lignin",NA,NA,NA,NA
"C11H14O7","50 kPa","DWP",270.0700283,1.27,0.64,"Lignin",NA,NA,NA,NA
"C11H14O7S","1.5 kPa","DWP",289.0387289,1.27,0.64,"Lignin","lost","lost","lost",NA
"C11H14O7S","50 kPa","DWP",289.0387289,1.27,0.64,"Lignin",NA,"lost","lost",NA
"C11H14O8","1.5 kPa","CPCRW",273.0615991,1.27,0.73,"Tannin",NA,NA,NA,NA
"C11H14O8","1.5 kPa","CPCRW",286.0649398,1.27,0.73,"Tannin",NA,NA,NA,NA
"C11H14O8","1.5 kPa","DWP",273.0615991,1.27,0.73,"Tannin",NA,NA,"lost",NA
"C11H14O8","1.5 kPa","DWP",286.0649398,1.27,0.73,"Tannin",NA,NA,"lost",NA
"C11H14O8","1.5 kPa","SR",273.0615991,1.27,0.73,"Tannin",NA,"new",NA,"field moist"
"C11H14O8","1.5 kPa","SR",286.0649398,1.27,0.73,"Tannin",NA,"new",NA,"field moist"
"C11H14O8","50 kPa","CPCRW",273.0615991,1.27,0.73,"Tannin",NA,NA,NA,NA
"C11H14O8","50 kPa","CPCRW",286.0649398,1.27,0.73,"Tannin",NA,NA,NA,NA
"C11H14O8","50 kPa","DWP",273.0615991,1.27,0.73,"Tannin",NA,NA,NA,NA
"C11H14O8","50 kPa","DWP",286.0649398,1.27,0.73,"Tannin",NA,NA,NA,NA
"C11H14O9","1.5 kPa","CPCRW",289.0564867,1.27,0.82,"Tannin","new","new",NA,NA
"C11H14O9","1.5 kPa","CPCRW",302.0598311,1.27,0.82,"Tannin","new","new",NA,NA
"C11H14O9","1.5 kPa","DWP",289.0564867,1.27,0.82,"Tannin",NA,"new",NA,"field moist"
"C11H14O9","1.5 kPa","DWP",302.0598311,1.27,0.82,"Tannin",NA,"new",NA,"field moist"
"C11H14O9","50 kPa","CPCRW",289.0564867,1.27,0.82,"Tannin",NA,NA,NA,NA
"C11H14O9","50 kPa","CPCRW",302.0598311,1.27,0.82,"Tannin",NA,NA,NA,NA
"C11H14O9","50 kPa","DWP",289.0564867,1.27,0.82,"Tannin",NA,NA,NA,NA
"C11H14O9","50 kPa","DWP",302.0598311,1.27,0.82,"Tannin",NA,NA,NA,NA
"C11H14O9S","1.5 kPa","DWP",321.0285798,1.27,0.82,"Tannin","lost","lost","lost",NA
"C11H14O9S","50 kPa","DWP",321.0285798,1.27,0.82,"Tannin","lost","lost","lost",NA
"C11H16N2O7","1.5 kPa","DWP",287.0884777,1.45,0.64,"Lignin","lost","lost","lost",NA
"C11H16N2O7","50 kPa","DWP",287.0884777,1.45,0.64,"Lignin","lost","lost","lost",NA
"C11H16O10","1.5 kPa","DWP",307.0670505,1.45,0.91,"Tannin","lost","lost","lost",NA
"C11H16O10","50 kPa","CPCRW",307.0670505,1.45,0.91,"Tannin","new",NA,NA,"drought"
"C11H16O10","50 kPa","DWP",307.0670505,1.45,0.91,"Tannin","lost","lost","lost",NA
"C11H16O11","50 kPa","DWP",323.0619854,1.45,1,"Tannin","lost","lost","lost",NA
"C11H16O11","50 kPa","DWP",336.0653164,1.45,1,"Tannin","lost","lost","lost",NA
"C11H16O12","1.5 kPa","DWP",339.0568505,1.45,1.09,"Tannin","lost","lost","lost",NA
"C11H16O12","1.5 kPa","DWP",352.0602031,1.45,1.09,"Tannin","lost","lost","lost",NA
"C11H16O12","50 kPa","DWP",339.0568505,1.45,1.09,"Tannin","lost","lost","lost",NA
"C11H16O12","50 kPa","DWP",352.0602031,1.45,1.09,"Tannin","lost","lost","lost",NA
"C11H16O4","1.5 kPa","CPCRW",211.0975987,1.45,0.36,"Lignin",NA,NA,NA,NA
"C11H16O4","1.5 kPa","CPCRW",224.1009263,1.45,0.36,"Lignin",NA,NA,NA,NA
"C11H16O4","1.5 kPa","DWP",211.0975987,1.45,0.36,"Lignin","new","new","new",NA
"C11H16O4","1.5 kPa","DWP",224.1009263,1.45,0.36,"Lignin","new","new","new",NA
"C11H16O4","1.5 kPa","SR",211.0975987,1.45,0.36,"Lignin","new",NA,NA,"drought"
"C11H16O4","1.5 kPa","SR",224.1009263,1.45,0.36,"Lignin","new",NA,NA,"drought"
"C11H16O4","50 kPa","CPCRW",211.0975987,1.45,0.36,"Lignin",NA,NA,NA,NA
"C11H16O4","50 kPa","CPCRW",224.1009263,1.45,0.36,"Lignin",NA,NA,NA,NA
"C11H16O4","50 kPa","DWP",211.0975987,1.45,0.36,"Lignin",NA,NA,NA,NA
"C11H16O4","50 kPa","DWP",224.1009263,1.45,0.36,"Lignin",NA,NA,NA,NA
"C11H16O4","50 kPa","SR",211.0975987,1.45,0.36,"Lignin","new","new","new",NA
"C11H16O4","50 kPa","SR",224.1009263,1.45,0.36,"Lignin","new","new","new",NA
"C11H16O5","1.5 kPa","CPCRW",227.0925057,1.45,0.45,"Lignin",NA,NA,NA,NA
"C11H16O5","1.5 kPa","CPCRW",240.0958579,1.45,0.45,"Lignin",NA,NA,NA,NA
"C11H16O5","1.5 kPa","DWP",227.0925057,1.45,0.45,"Lignin",NA,NA,NA,NA
"C11H16O5","1.5 kPa","DWP",240.0958579,1.45,0.45,"Lignin",NA,NA,NA,NA
"C11H16O5","1.5 kPa","SR",227.0925057,1.45,0.45,"Lignin",NA,NA,"lost",NA
"C11H16O5","1.5 kPa","SR",240.0958579,1.45,0.45,"Lignin",NA,NA,"lost",NA
"C11H16O5","50 kPa","CPCRW",227.0925057,1.45,0.45,"Lignin",NA,NA,NA,NA
"C11H16O5","50 kPa","CPCRW",240.0958579,1.45,0.45,"Lignin",NA,NA,NA,NA
"C11H16O5","50 kPa","DWP",227.0925057,1.45,0.45,"Lignin",NA,NA,NA,NA
"C11H16O5","50 kPa","DWP",240.0958579,1.45,0.45,"Lignin",NA,NA,NA,NA
"C11H16O5","50 kPa","SR",227.0925057,1.45,0.45,"Lignin",NA,NA,NA,NA
"C11H16O5","50 kPa","SR",240.0958579,1.45,0.45,"Lignin",NA,NA,NA,NA
"C11H16O6","1.5 kPa","CPCRW",243.0874124,1.45,0.55,"Lignin",NA,NA,NA,NA
"C11H16O6","1.5 kPa","CPCRW",256.0907773,1.45,0.55,"Lignin",NA,NA,NA,NA
"C11H16O6","1.5 kPa","DWP",243.0874124,1.45,0.55,"Lignin","new","new",NA,NA
"C11H16O6","1.5 kPa","DWP",256.0907773,1.45,0.55,"Lignin","new","new",NA,NA
"C11H16O6","1.5 kPa","SR",243.0874124,1.45,0.55,"Lignin",NA,"new",NA,"field moist"
"C11H16O6","1.5 kPa","SR",256.0907773,1.45,0.55,"Lignin",NA,"new",NA,"field moist"
"C11H16O6","50 kPa","CPCRW",243.0874124,1.45,0.55,"Lignin",NA,NA,NA,NA
"C11H16O6","50 kPa","CPCRW",256.0907773,1.45,0.55,"Lignin",NA,NA,NA,NA
"C11H16O6","50 kPa","DWP",243.0874124,1.45,0.55,"Lignin","new","new","new",NA
"C11H16O6","50 kPa","DWP",256.0907773,1.45,0.55,"Lignin","new","new","new",NA
"C11H16O6","50 kPa","SR",243.0874124,1.45,0.55,"Lignin","lost","lost",NA,NA
"C11H16O6","50 kPa","SR",256.0907773,1.45,0.55,"Lignin","lost","lost",NA,NA
"C11H16O7","1.5 kPa","CPCRW",259.0823252,1.45,0.64,"Lignin",NA,NA,"lost",NA
"C11H16O7","1.5 kPa","CPCRW",272.0856722,1.45,0.64,"Lignin",NA,NA,"lost",NA
"C11H16O7","1.5 kPa","DWP",259.0823252,1.45,0.64,"Lignin","new","new",NA,NA
"C11H16O7","1.5 kPa","DWP",272.0856722,1.45,0.64,"Lignin","new","new",NA,NA
"C11H16O7","50 kPa","CPCRW",259.0823252,1.45,0.64,"Lignin",NA,NA,NA,NA
"C11H16O7","50 kPa","CPCRW",272.0856722,1.45,0.64,"Lignin",NA,NA,NA,NA
"C11H16O7","50 kPa","DWP",259.0823252,1.45,0.64,"Lignin","new","new","new",NA
"C11H16O7","50 kPa","DWP",272.0856722,1.45,0.64,"Lignin","new","new","new",NA
"C11H16O7S","1.5 kPa","DWP",291.0543955,1.45,0.64,"Lignin",NA,"new",NA,"field moist"
"C11H16O8","1.5 kPa","DWP",275.077232,1.45,0.73,"Tannin",NA,"new",NA,"field moist"
"C11H16O8","1.5 kPa","DWP",288.0805728,1.45,0.73,"Tannin",NA,"new",NA,"field moist"
"C11H16O8","50 kPa","CPCRW",275.077232,1.45,0.73,"Tannin","new",NA,"new",NA
"C11H16O8","50 kPa","CPCRW",288.0805728,1.45,0.73,"Tannin","new",NA,"new",NA
"C11H16O8","50 kPa","DWP",275.077232,1.45,0.73,"Tannin","new",NA,NA,"drought"
"C11H16O8","50 kPa","DWP",288.0805728,1.45,0.73,"Tannin","new",NA,NA,"drought"
"C11H16O9","50 kPa","CPCRW",291.0721366,1.45,0.82,"Tannin","new",NA,"new",NA
"C11H16O9","50 kPa","CPCRW",304.0754732,1.45,0.82,"Tannin","new",NA,"new",NA
"C11H16O9","50 kPa","DWP",291.0721366,1.45,0.82,"Tannin","lost","lost","lost",NA
"C11H16O9","50 kPa","DWP",304.0754732,1.45,0.82,"Tannin","lost","lost","lost",NA
"C11H17NO7","50 kPa","CPCRW",274.0932217,1.55,0.64,"AminoSugar","new",NA,NA,"drought"
"C11H17NO7","50 kPa","DWP",274.0932217,1.55,0.64,"AminoSugar","new",NA,NA,"drought"
"C11H17NO8","1.5 kPa","DWP",290.0881249,1.55,0.73,"Carb","lost","lost","lost",NA
"C11H17NO8","50 kPa","CPCRW",290.0881249,1.55,0.73,"Carb","new",NA,NA,"drought"
"C11H17NO8","50 kPa","DWP",290.0881249,1.55,0.73,"Carb","lost","lost","lost",NA
"C11H18N2O6","1.5 kPa","DWP",273.1092051,1.64,0.55,"Protein","lost","lost","lost",NA
"C11H18N2O6S","1.5 kPa","DWP",305.0812812,1.64,0.55,"Protein","lost","lost","lost",NA
"C11H18N2O7","1.5 kPa","DWP",289.1041192,1.64,0.64,"AminoSugar","lost","lost","lost",NA
"C11H18N2O7","50 kPa","DWP",289.1041192,1.64,0.64,"AminoSugar","lost","lost","lost",NA
"C11H18O10","1.5 kPa","CPCRW",309.082706,1.64,0.91,"Carb","new",NA,NA,"drought"
"C11H18O10","1.5 kPa","CPCRW",322.0860355,1.64,0.91,"Carb","new",NA,NA,"drought"
"C11H18O10","1.5 kPa","DWP",309.082706,1.64,0.91,"Carb","lost","lost","lost",NA
"C11H18O10","1.5 kPa","DWP",322.0860355,1.64,0.91,"Carb","lost","lost","lost",NA
"C11H18O10","50 kPa","CPCRW",309.082706,1.64,0.91,"Carb","new",NA,"new",NA
"C11H18O10","50 kPa","CPCRW",322.0860355,1.64,0.91,"Carb","new",NA,"new",NA
"C11H18O10","50 kPa","DWP",309.082706,1.64,0.91,"Carb","lost","lost","lost",NA
"C11H18O10","50 kPa","DWP",322.0860355,1.64,0.91,"Carb","lost","lost","lost",NA
"C11H18O11","1.5 kPa","CPCRW",325.0776053,1.64,1,"Carb","new",NA,NA,"drought"
"C11H18O11","1.5 kPa","CPCRW",338.0809607,1.64,1,"Carb","new",NA,NA,"drought"
"C11H18O11","1.5 kPa","DWP",325.0776053,1.64,1,"Carb",NA,"lost","lost",NA
"C11H18O11","1.5 kPa","DWP",338.0809607,1.64,1,"Carb",NA,"lost","lost",NA
"C11H18O11","50 kPa","CPCRW",325.0776053,1.64,1,"Carb","new",NA,"new",NA
"C11H18O11","50 kPa","CPCRW",338.0809607,1.64,1,"Carb","new",NA,"new",NA
"C11H18O11","50 kPa","DWP",325.0776053,1.64,1,"Carb",NA,"lost","lost",NA
"C11H18O11","50 kPa","DWP",338.0809607,1.64,1,"Carb",NA,"lost","lost",NA
"C11H18O12","1.5 kPa","CPCRW",341.072528,1.64,1.09,"Other","new",NA,NA,"drought"
"C11H18O12","1.5 kPa","CPCRW",354.0759013,1.64,1.09,"Carb","new",NA,NA,"drought"
"C11H18O12","1.5 kPa","DWP",341.072528,1.64,1.09,"Other","lost","lost","lost",NA
"C11H18O12","1.5 kPa","DWP",354.0759013,1.64,1.09,"Carb","lost","lost","lost",NA
"C11H18O12","50 kPa","DWP",341.072528,1.64,1.09,"Other","lost","lost","lost",NA
"C11H18O12","50 kPa","DWP",354.0759013,1.64,1.09,"Carb","lost","lost","lost",NA
"C11H18O13","1.5 kPa","DWP",370.0708278,1.64,1.18,"Other","lost","lost","lost",NA
"C11H18O13","50 kPa","CPCRW",370.0708278,1.64,1.18,"Other","new",NA,NA,"drought"
"C11H18O13","50 kPa","DWP",370.0708278,1.64,1.18,"Other","lost","lost","lost",NA
"C11H18O4","1.5 kPa","DWP",213.1132532,1.64,0.36,"Protein","new","new",NA,NA
"C11H18O4","1.5 kPa","DWP",226.1165912,1.64,0.36,"Protein","new","new",NA,NA
"C11H18O4","1.5 kPa","SR",213.1132532,1.64,0.36,"Protein","new",NA,NA,"drought"
"C11H18O4","1.5 kPa","SR",226.1165912,1.64,0.36,"Protein","new",NA,NA,"drought"
"C11H18O4","50 kPa","CPCRW",213.1132532,1.64,0.36,"Protein","new",NA,"new",NA
"C11H18O4","50 kPa","CPCRW",226.1165912,1.64,0.36,"Protein","new",NA,"new",NA
"C11H18O4","50 kPa","DWP",213.1132532,1.64,0.36,"Protein",NA,"lost",NA,NA
"C11H18O4","50 kPa","DWP",226.1165912,1.64,0.36,"Protein",NA,"lost",NA,NA
"C11H18O4","50 kPa","SR",213.1132532,1.64,0.36,"Protein","new",NA,"new",NA
"C11H18O4","50 kPa","SR",226.1165912,1.64,0.36,"Protein","new",NA,"new",NA
"C11H18O5","1.5 kPa","DWP",229.1081652,1.64,0.45,"Protein","new","new",NA,NA
"C11H18O5","1.5 kPa","DWP",242.1114908,1.64,0.45,"Protein","new","new",NA,NA
"C11H18O5","1.5 kPa","SR",229.1081652,1.64,0.45,"Protein",NA,"new",NA,"field moist"
"C11H18O5","1.5 kPa","SR",242.1114908,1.64,0.45,"Protein",NA,"new",NA,"field moist"
"C11H18O5","50 kPa","CPCRW",229.1081652,1.64,0.45,"Protein","new",NA,"new",NA
"C11H18O5","50 kPa","CPCRW",242.1114908,1.64,0.45,"Protein","new",NA,"new",NA
"C11H18O5","50 kPa","DWP",229.1081652,1.64,0.45,"Protein",NA,"lost",NA,NA
"C11H18O5","50 kPa","DWP",242.1114908,1.64,0.45,"Protein",NA,"lost",NA,NA
"C11H18O5","50 kPa","SR",229.1081652,1.64,0.45,"Protein","new",NA,NA,"drought"
"C11H18O5","50 kPa","SR",242.1114908,1.64,0.45,"Protein","new",NA,NA,"drought"
"C11H18O6","1.5 kPa","DWP",245.1030728,1.64,0.55,"Protein","new","new",NA,NA
"C11H18O6","1.5 kPa","DWP",258.1064173,1.64,0.55,"Protein","new","new",NA,NA
"C11H18O6","1.5 kPa","SR",245.1030728,1.64,0.55,"Protein",NA,NA,"lost",NA
"C11H18O6","1.5 kPa","SR",258.1064173,1.64,0.55,"Protein",NA,NA,"lost",NA
"C11H18O6","50 kPa","CPCRW",245.1030728,1.64,0.55,"Protein","new",NA,"new",NA
"C11H18O6","50 kPa","CPCRW",258.1064173,1.64,0.55,"Protein","new",NA,"new",NA
"C11H18O6","50 kPa","DWP",245.1030728,1.64,0.55,"Protein","new",NA,"new",NA
"C11H18O6","50 kPa","DWP",258.1064173,1.64,0.55,"Protein","new",NA,"new",NA
"C11H18O6","50 kPa","SR",245.1030728,1.64,0.55,"Protein","new",NA,NA,"drought"
"C11H18O6","50 kPa","SR",258.1064173,1.64,0.55,"Protein","new",NA,NA,"drought"
"C11H18O7","50 kPa","CPCRW",261.0979791,1.64,0.64,"AminoSugar",NA,NA,"new","saturation"
"C11H18O7","50 kPa","CPCRW",274.1013304,1.64,0.64,"AminoSugar",NA,NA,"new","saturation"
"C11H18O7S","50 kPa","DWP",293.0700255,1.64,0.64,"AminoSugar","lost","lost","lost",NA
"C11H18O7S","50 kPa","DWP",306.0733783,1.64,0.64,"AminoSugar","lost","lost","lost",NA
"C11H18O8","1.5 kPa","DWP",277.0928822,1.64,0.73,"Carb","lost","lost","lost",NA
"C11H18O8","50 kPa","DWP",277.0928822,1.64,0.73,"Carb","lost","lost","lost",NA
"C11H18O9","1.5 kPa","DWP",293.0877946,1.64,0.82,"Carb","lost","lost","lost",NA
"C11H18O9","50 kPa","CPCRW",293.0877946,1.64,0.82,"Carb","new",NA,NA,"drought"
"C11H18O9","50 kPa","DWP",293.0877946,1.64,0.82,"Carb","lost","lost","lost",NA
"C11H19N3O6","1.5 kPa","DWP",288.1201135,1.73,0.55,"Protein","lost","lost","lost",NA
"C11H19NO8","1.5 kPa","DWP",292.1037998,1.73,0.73,"Carb","lost","lost","lost",NA
"C11H19NO8","50 kPa","CPCRW",292.1037998,1.73,0.73,"Carb","new",NA,NA,"drought"
"C11H19NO8","50 kPa","DWP",292.1037998,1.73,0.73,"Carb","lost","lost","lost",NA
"C11H19NO8S","50 kPa","DWP",324.0758618,1.73,0.73,"Carb","lost","lost","lost",NA
"C11H19O10S","1.5 kPa","DWP",373.0364381,1.73,0.91,"Carb","lost","lost","lost",NA
"C11H20N2O5","1.5 kPa","DWP",259.1299523,1.82,0.45,"Protein",NA,"lost","lost",NA
"C11H20N2O5","50 kPa","CPCRW",259.1299523,1.82,0.45,"Protein","new",NA,NA,"drought"
"C11H20N2O5","50 kPa","DWP",259.1299523,1.82,0.45,"Protein","lost","lost","lost",NA
"C11H20O10","1.5 kPa","CPCRW",311.0983255,1.82,0.91,"Carb","new",NA,NA,"drought"
"C11H20O10","1.5 kPa","CPCRW",311.0984349,1.82,0.91,"Carb","new",NA,NA,"drought"
"C11H20O10","1.5 kPa","CPCRW",324.1017176,1.82,0.91,"Carb","new",NA,NA,"drought"
"C11H20O10","1.5 kPa","DWP",311.0983255,1.82,0.91,"Carb","lost","lost","lost",NA
"C11H20O10","1.5 kPa","DWP",311.0984349,1.82,0.91,"Carb","lost","lost","lost",NA
"C11H20O10","1.5 kPa","DWP",324.1017176,1.82,0.91,"Carb","lost","lost","lost",NA
"C11H20O10","1.5 kPa","SR",311.0983255,1.82,0.91,"Carb",NA,"new",NA,"field moist"
"C11H20O10","1.5 kPa","SR",311.0984349,1.82,0.91,"Carb",NA,"new",NA,"field moist"
"C11H20O10","1.5 kPa","SR",324.1017176,1.82,0.91,"Carb",NA,"new",NA,"field moist"
"C11H20O10","50 kPa","CPCRW",311.0983255,1.82,0.91,"Carb","new",NA,NA,"drought"
"C11H20O10","50 kPa","CPCRW",311.0984349,1.82,0.91,"Carb","new",NA,NA,"drought"
"C11H20O10","50 kPa","CPCRW",324.1017176,1.82,0.91,"Carb","new",NA,NA,"drought"
"C11H20O10","50 kPa","DWP",311.0983255,1.82,0.91,"Carb","lost","lost","lost",NA
"C11H20O10","50 kPa","DWP",311.0984349,1.82,0.91,"Carb","lost","lost","lost",NA
"C11H20O10","50 kPa","DWP",324.1017176,1.82,0.91,"Carb","lost","lost","lost",NA
"C11H20O11","1.5 kPa","CPCRW",327.0932768,1.82,1,"Carb","new",NA,NA,"drought"
"C11H20O11","1.5 kPa","CPCRW",340.0966033,1.82,1,"Carb","new",NA,NA,"drought"
"C11H20O11","1.5 kPa","DWP",327.0932768,1.82,1,"Carb",NA,"lost","lost",NA
"C11H20O11","1.5 kPa","DWP",340.0966033,1.82,1,"Carb",NA,"lost","lost",NA
"C11H20O11","1.5 kPa","SR",327.0932768,1.82,1,"Carb",NA,"new",NA,"field moist"
"C11H20O11","1.5 kPa","SR",340.0966033,1.82,1,"Carb",NA,"new",NA,"field moist"
"C11H20O11","50 kPa","CPCRW",327.0932768,1.82,1,"Carb","new",NA,"new",NA
"C11H20O11","50 kPa","CPCRW",340.0966033,1.82,1,"Carb","new",NA,"new",NA
"C11H20O11","50 kPa","DWP",327.0932768,1.82,1,"Carb",NA,"lost","lost",NA
"C11H20O11","50 kPa","DWP",340.0966033,1.82,1,"Carb",NA,"lost","lost",NA
"C11H20O12","1.5 kPa","CPCRW",356.0915207,1.82,1.09,"Carb","new",NA,NA,"drought"
"C11H20O12","1.5 kPa","DWP",356.0915207,1.82,1.09,"Carb",NA,"lost","lost",NA
"C11H20O12","50 kPa","CPCRW",356.0915207,1.82,1.09,"Carb","new",NA,NA,"drought"
"C11H20O12","50 kPa","DWP",356.0915207,1.82,1.09,"Carb",NA,"lost","lost",NA
"C11H20O4","1.5 kPa","CPCRW",215.1289066,1.82,0.36,"Protein",NA,"lost",NA,NA
"C11H20O4","1.5 kPa","CPCRW",228.1322471,1.82,0.36,"Protein",NA,"lost",NA,NA
"C11H20O4","1.5 kPa","DWP",215.1289066,1.82,0.36,"Protein","lost","lost","lost",NA
"C11H20O4","1.5 kPa","DWP",228.1322471,1.82,0.36,"Protein","lost","lost","lost",NA
"C11H20O4","1.5 kPa","SR",215.1289066,1.82,0.36,"Protein",NA,"lost",NA,NA
"C11H20O4","1.5 kPa","SR",228.1322471,1.82,0.36,"Protein",NA,"lost",NA,NA
"C11H20O4","50 kPa","CPCRW",215.1289066,1.82,0.36,"Protein","new",NA,"new",NA
"C11H20O4","50 kPa","CPCRW",228.1322471,1.82,0.36,"Protein","new",NA,"new",NA
"C11H20O4","50 kPa","DWP",215.1289066,1.82,0.36,"Protein",NA,"lost",NA,NA
"C11H20O4","50 kPa","DWP",228.1322471,1.82,0.36,"Protein",NA,"lost",NA,NA
"C11H20O4","50 kPa","SR",215.1289066,1.82,0.36,"Protein","new","new","new",NA
"C11H20O4","50 kPa","SR",228.1322471,1.82,0.36,"Protein","new","new","new",NA
"C11H20O5","50 kPa","CPCRW",231.1238058,1.82,0.45,"Protein","new",NA,"new",NA
"C11H20O5","50 kPa","CPCRW",244.1271517,1.82,0.45,"Protein","new",NA,"new",NA
"C11H20O5","50 kPa","DWP",231.1238058,1.82,0.45,"Protein","new",NA,NA,"drought"
"C11H20O5","50 kPa","DWP",244.1271517,1.82,0.45,"Protein","new",NA,NA,"drought"
"C11H20O5","50 kPa","SR",231.1238058,1.82,0.45,"Protein",NA,"lost",NA,NA
"C11H20O5","50 kPa","SR",244.1271517,1.82,0.45,"Protein",NA,"lost",NA,NA
"C11H20O8","1.5 kPa","CPCRW",279.1085444,1.82,0.73,"Carb","new",NA,NA,"drought"
"C11H20O8","1.5 kPa","DWP",279.1085444,1.82,0.73,"Carb","lost","lost","lost",NA
"C11H20O8","50 kPa","CPCRW",279.1085444,1.82,0.73,"Carb","new",NA,NA,"drought"
"C11H20O8","50 kPa","DWP",279.1085444,1.82,0.73,"Carb","lost","lost","lost",NA
"C11H20O9","1.5 kPa","CPCRW",295.103436,1.82,0.82,"Carb","new",NA,NA,"drought"
"C11H20O9","1.5 kPa","DWP",295.103436,1.82,0.82,"Carb","lost","lost","lost",NA
"C11H20O9","50 kPa","CPCRW",295.103436,1.82,0.82,"Carb","new",NA,NA,"drought"
"C11H20O9","50 kPa","DWP",295.103436,1.82,0.82,"Carb","lost","lost","lost",NA
