"MolForm","tension","site","Mass","HC","OC","Class","drought2","fm2","saturation2","unique"
"C18H34O17","1.5 kPa","CPCRW",521.1723806,1.89,0.94,"Carb","new",NA,NA,"drought"
"C18H34O17","1.5 kPa","CPCRW",534.1756036,1.89,0.94,"Carb","new",NA,NA,"drought"
"C18H34O17","1.5 kPa","DWP",521.1723806,1.89,0.94,"Carb","lost","lost","lost",NA
"C18H34O17","1.5 kPa","DWP",534.1756036,1.89,0.94,"Carb","lost","lost","lost",NA
"C18H34O17","50 kPa","CPCRW",521.1723806,1.89,0.94,"Carb","new",NA,NA,"drought"
"C18H34O17","50 kPa","CPCRW",534.1756036,1.89,0.94,"Carb","new",NA,NA,"drought"
"C18H34O17","50 kPa","DWP",521.1723806,1.89,0.94,"Carb","lost","lost","lost",NA
"C18H34O17","50 kPa","DWP",534.1756036,1.89,0.94,"Carb","lost","lost","lost",NA
"C18H34O18","1.5 kPa","CPCRW",537.1672986,1.89,1,"Carb","new",NA,NA,"drought"
"C18H34O18","1.5 kPa","CPCRW",550.1706474,1.89,1,"Carb","new",NA,NA,"drought"
"C18H34O18","1.5 kPa","DWP",537.1672986,1.89,1,"Carb","lost","lost","lost",NA
"C18H34O18","1.5 kPa","DWP",550.1706474,1.89,1,"Carb","lost","lost","lost",NA
"C18H34O18","50 kPa","CPCRW",537.1672986,1.89,1,"Carb","new",NA,NA,"drought"
"C18H34O18","50 kPa","CPCRW",550.1706474,1.89,1,"Carb","new",NA,NA,"drought"
"C18H34O18","50 kPa","DWP",537.1672986,1.89,1,"Carb","lost","lost","lost",NA
"C18H34O18","50 kPa","DWP",550.1706474,1.89,1,"Carb","lost","lost","lost",NA
"C18H34O2","1.5 kPa","CPCRW",281.2486008,1.89,0.11,"Lipid",NA,NA,NA,NA
"C18H34O2","1.5 kPa","DWP",281.2486008,1.89,0.11,"Lipid",NA,NA,NA,NA
"C18H34O2","1.5 kPa","SR",281.2486008,1.89,0.11,"Lipid",NA,NA,NA,NA
"C18H34O2","50 kPa","CPCRW",281.2486008,1.89,0.11,"Lipid",NA,NA,NA,NA
"C18H34O2","50 kPa","DWP",281.2486008,1.89,0.11,"Lipid",NA,NA,NA,NA
"C18H34O2","50 kPa","SR",281.2486008,1.89,0.11,"Lipid",NA,NA,NA,NA
"C18H34O20S","1.5 kPa","CPCRW",601.1291942,1.89,1.11,"Other","new",NA,NA,"drought"
"C18H34O20S","1.5 kPa","DWP",601.1291942,1.89,1.11,"Other","lost","lost","lost",NA
"C18H34O20S","50 kPa","CPCRW",601.1291942,1.89,1.11,"Other","new",NA,NA,"drought"
"C18H34O20S","50 kPa","DWP",601.1291942,1.89,1.11,"Other","lost","lost","lost",NA
"C18H34O3","1.5 kPa","CPCRW",297.243519,1.89,0.17,"Lipid",NA,NA,NA,NA
"C18H34O3","1.5 kPa","DWP",297.243519,1.89,0.17,"Lipid",NA,NA,NA,NA
"C18H34O3","1.5 kPa","SR",297.243519,1.89,0.17,"Lipid",NA,NA,NA,NA
"C18H34O3","50 kPa","CPCRW",297.243519,1.89,0.17,"Lipid",NA,NA,NA,NA
"C18H34O3","50 kPa","DWP",297.243519,1.89,0.17,"Lipid",NA,"lost","lost",NA
"C18H34O3","50 kPa","SR",297.243519,1.89,0.17,"Lipid",NA,NA,NA,NA
"C18H34O4","1.5 kPa","CPCRW",313.2384124,1.89,0.22,"Lipid",NA,NA,NA,NA
"C18H34O4","1.5 kPa","DWP",313.2384124,1.89,0.22,"Lipid",NA,NA,NA,NA
"C18H34O4","1.5 kPa","SR",313.2384124,1.89,0.22,"Lipid",NA,NA,NA,NA
"C18H34O4","50 kPa","CPCRW",313.2384124,1.89,0.22,"Lipid",NA,"lost",NA,NA
"C18H34O4","50 kPa","DWP",313.2384124,1.89,0.22,"Lipid",NA,"lost",NA,NA
"C18H34O4","50 kPa","SR",313.2384124,1.89,0.22,"Lipid",NA,NA,NA,NA
"C18H34O5","1.5 kPa","CPCRW",329.2333344,1.89,0.28,"Lipid",NA,NA,NA,NA
"C18H34O5","1.5 kPa","CPCRW",342.2366873,1.89,0.28,"Lipid",NA,NA,NA,NA
"C18H34O5","1.5 kPa","DWP",329.2333344,1.89,0.28,"Lipid",NA,NA,NA,NA
"C18H34O5","1.5 kPa","DWP",342.2366873,1.89,0.28,"Lipid",NA,NA,NA,NA
"C18H34O5","1.5 kPa","SR",329.2333344,1.89,0.28,"Lipid",NA,NA,NA,NA
"C18H34O5","1.5 kPa","SR",342.2366873,1.89,0.28,"Lipid",NA,NA,NA,NA
"C18H34O5","50 kPa","CPCRW",329.2333344,1.89,0.28,"Lipid",NA,"lost",NA,NA
"C18H34O5","50 kPa","CPCRW",342.2366873,1.89,0.28,"Lipid",NA,"lost",NA,NA
"C18H34O5","50 kPa","DWP",329.2333344,1.89,0.28,"Lipid",NA,"lost",NA,NA
"C18H34O5","50 kPa","DWP",342.2366873,1.89,0.28,"Lipid",NA,"lost",NA,NA
"C18H34O5","50 kPa","SR",329.2333344,1.89,0.28,"Lipid",NA,NA,NA,NA
"C18H34O5","50 kPa","SR",342.2366873,1.89,0.28,"Lipid",NA,NA,NA,NA
"C18H34O6","1.5 kPa","CPCRW",345.2282519,1.89,0.33,"Protein",NA,"lost",NA,NA
"C18H34O6","1.5 kPa","CPCRW",358.2315947,1.89,0.33,"Protein",NA,"lost",NA,NA
"C18H34O6","1.5 kPa","DWP",345.2282519,1.89,0.33,"Protein",NA,"lost",NA,NA
"C18H34O6","1.5 kPa","DWP",358.2315947,1.89,0.33,"Protein",NA,"lost",NA,NA
"C18H34O6","1.5 kPa","SR",345.2282519,1.89,0.33,"Protein",NA,NA,"lost",NA
"C18H34O6","1.5 kPa","SR",358.2315947,1.89,0.33,"Protein",NA,NA,"lost",NA
"C18H34O6","50 kPa","CPCRW",345.2282519,1.89,0.33,"Protein","new",NA,"new",NA
"C18H34O6","50 kPa","CPCRW",358.2315947,1.89,0.33,"Protein","new",NA,"new",NA
"C18H34O6","50 kPa","DWP",345.2282519,1.89,0.33,"Protein",NA,"lost",NA,NA
"C18H34O6","50 kPa","DWP",358.2315947,1.89,0.33,"Protein",NA,"lost",NA,NA
"C18H34O6","50 kPa","SR",345.2282519,1.89,0.33,"Protein",NA,"new","new",NA
"C18H34O6","50 kPa","SR",358.2315947,1.89,0.33,"Protein",NA,"new","new",NA
"C18H34O6S","1.5 kPa","DWP",377.2003471,1.89,0.33,"Protein","lost","lost","lost",NA
"C18H34O6S","1.5 kPa","SR",377.2003471,1.89,0.33,"Protein","lost","lost","lost",NA
"C18H34O7","1.5 kPa","CPCRW",361.2231837,1.89,0.39,"Protein",NA,NA,NA,NA
"C18H34O7","1.5 kPa","CPCRW",374.2265151,1.89,0.39,"Protein",NA,NA,NA,NA
"C18H34O7","1.5 kPa","DWP",361.2231837,1.89,0.39,"Protein",NA,"lost","lost",NA
"C18H34O7","1.5 kPa","DWP",374.2265151,1.89,0.39,"Protein",NA,"lost","lost",NA
"C18H34O7","1.5 kPa","SR",361.2231837,1.89,0.39,"Protein",NA,NA,NA,NA
"C18H34O7","1.5 kPa","SR",374.2265151,1.89,0.39,"Protein",NA,NA,NA,NA
"C18H34O7","50 kPa","CPCRW",361.2231837,1.89,0.39,"Protein","new",NA,"new",NA
"C18H34O7","50 kPa","CPCRW",374.2265151,1.89,0.39,"Protein","new",NA,"new",NA
"C18H34O7","50 kPa","DWP",361.2231837,1.89,0.39,"Protein",NA,"lost",NA,NA
"C18H34O7","50 kPa","DWP",374.2265151,1.89,0.39,"Protein",NA,"lost",NA,NA
"C18H34O7","50 kPa","SR",361.2231837,1.89,0.39,"Protein",NA,"new","new",NA
"C18H34O7","50 kPa","SR",374.2265151,1.89,0.39,"Protein",NA,"new","new",NA
"C18H34O8","1.5 kPa","CPCRW",377.2180921,1.89,0.44,"Protein",NA,NA,NA,NA
"C18H34O8","1.5 kPa","CPCRW",390.2214149,1.89,0.44,"Protein",NA,NA,NA,NA
"C18H34O8","1.5 kPa","DWP",377.2180921,1.89,0.44,"Protein",NA,"lost",NA,NA
"C18H34O8","1.5 kPa","DWP",390.2214149,1.89,0.44,"Protein",NA,"lost",NA,NA
"C18H34O8","1.5 kPa","SR",377.2180921,1.89,0.44,"Protein",NA,NA,NA,NA
"C18H34O8","1.5 kPa","SR",390.2214149,1.89,0.44,"Protein",NA,NA,NA,NA
"C18H34O8","50 kPa","CPCRW",377.2180921,1.89,0.44,"Protein","new",NA,"new",NA
"C18H34O8","50 kPa","CPCRW",390.2214149,1.89,0.44,"Protein","new",NA,"new",NA
"C18H34O8","50 kPa","DWP",377.2180921,1.89,0.44,"Protein",NA,"lost",NA,NA
"C18H34O8","50 kPa","DWP",390.2214149,1.89,0.44,"Protein",NA,"lost",NA,NA
"C18H34O8","50 kPa","SR",377.2180921,1.89,0.44,"Protein","lost","lost",NA,NA
"C18H34O8","50 kPa","SR",390.2214149,1.89,0.44,"Protein","lost","lost",NA,NA
"C18H34O8S","1.5 kPa","DWP",409.1901693,1.89,0.44,"Protein","lost","lost","lost",NA
"C18H34O8S","1.5 kPa","SR",409.1901693,1.89,0.44,"Protein","lost","lost","lost",NA
"C18H34O8S","50 kPa","DWP",409.1901693,1.89,0.44,"Protein","lost","lost","lost",NA
"C18H34O9","1.5 kPa","CPCRW",393.2130051,1.89,0.5,"Protein",NA,NA,NA,NA
"C18H34O9","1.5 kPa","CPCRW",406.2163979,1.89,0.5,"Protein",NA,NA,NA,NA
"C18H34O9","1.5 kPa","DWP",393.2130051,1.89,0.5,"Protein",NA,"lost","lost",NA
"C18H34O9","1.5 kPa","DWP",406.2163979,1.89,0.5,"Protein",NA,"lost","lost",NA
"C18H34O9","1.5 kPa","SR",393.2130051,1.89,0.5,"Protein",NA,NA,NA,NA
"C18H34O9","1.5 kPa","SR",406.2163979,1.89,0.5,"Protein",NA,NA,NA,NA
"C18H34O9","50 kPa","CPCRW",393.2130051,1.89,0.5,"Protein","new",NA,"new",NA
"C18H34O9","50 kPa","CPCRW",406.2163979,1.89,0.5,"Protein","new",NA,"new",NA
"C18H34O9","50 kPa","DWP",393.2130051,1.89,0.5,"Protein",NA,"lost","lost",NA
"C18H34O9","50 kPa","DWP",406.2163979,1.89,0.5,"Protein",NA,"lost","lost",NA
"C18H34O9","50 kPa","SR",393.2130051,1.89,0.5,"Protein","lost","lost",NA,NA
"C18H34O9","50 kPa","SR",406.2163979,1.89,0.5,"Protein","lost","lost",NA,NA
"C18H35N3O11","1.5 kPa","CPCRW",468.2198514,1.94,0.61,"AminoSugar","lost",NA,NA,NA
"C18H35N3O11","1.5 kPa","CPCRW",481.2231826,1.94,0.61,"AminoSugar","lost",NA,NA,NA
"C18H35N3O11","1.5 kPa","DWP",468.2198514,1.94,0.61,"AminoSugar","new","new",NA,NA
"C18H35N3O11","1.5 kPa","DWP",481.2231826,1.94,0.61,"AminoSugar","new","new",NA,NA
"C18H35N3O11","50 kPa","CPCRW",468.2198514,1.94,0.61,"AminoSugar",NA,"lost",NA,NA
"C18H35N3O11","50 kPa","CPCRW",481.2231826,1.94,0.61,"AminoSugar",NA,"lost",NA,NA
"C18H35N3O11","50 kPa","DWP",468.2198514,1.94,0.61,"AminoSugar",NA,NA,NA,NA
"C18H35N3O11","50 kPa","DWP",481.2231826,1.94,0.61,"AminoSugar",NA,NA,NA,NA
"C18H35N3O11","50 kPa","SR",468.2198514,1.94,0.61,"AminoSugar",NA,NA,"new","saturation"
"C18H35N3O11","50 kPa","SR",481.2231826,1.94,0.61,"AminoSugar",NA,NA,"new","saturation"
"C18H35N3O7S","1.5 kPa","SR",436.2122493,1.94,0.39,"Protein",NA,"lost","lost",NA
"C18H35N3O7S","50 kPa","DWP",436.2122493,1.94,0.39,"Protein","lost","lost",NA,NA
"C18H35N3O7S","50 kPa","SR",436.2122493,1.94,0.39,"Protein","lost","lost","lost",NA
"C18H35NO","50 kPa","SR",280.2645829,1.94,0.06,"Lipid","lost","lost","lost",NA
"C18H35NO5","1.5 kPa","SR",344.2442523,1.94,0.28,"Lipid","lost","lost","lost",NA
"C18H35NO5S","50 kPa","SR",376.2162634,1.94,0.28,"Lipid",NA,"new","new",NA
"C18H35NO6","1.5 kPa","CPCRW",360.2391612,1.94,0.33,"Protein",NA,NA,NA,NA
"C18H35NO6","1.5 kPa","CPCRW",373.2425402,1.94,0.33,"Protein",NA,NA,NA,NA
"C18H35NO6","1.5 kPa","DWP",360.2391612,1.94,0.33,"Protein",NA,NA,NA,NA
"C18H35NO6","1.5 kPa","DWP",373.2425402,1.94,0.33,"Protein",NA,NA,NA,NA
"C18H35NO6","1.5 kPa","SR",360.2391612,1.94,0.33,"Protein","lost",NA,NA,NA
"C18H35NO6","1.5 kPa","SR",373.2425402,1.94,0.33,"Protein","lost",NA,NA,NA
"C18H35NO6","50 kPa","DWP",360.2391612,1.94,0.33,"Protein",NA,NA,"lost",NA
"C18H35NO6","50 kPa","DWP",373.2425402,1.94,0.33,"Protein",NA,NA,"lost",NA
"C18H35NO6","50 kPa","SR",360.2391612,1.94,0.33,"Protein",NA,NA,NA,NA
"C18H35NO6","50 kPa","SR",373.2425402,1.94,0.33,"Protein",NA,NA,NA,NA
"C18H35O10","1.5 kPa","CPCRW",441.1896291,1.94,0.56,"AminoSugar","new",NA,NA,"drought"
"C18H35O10","1.5 kPa","DWP",441.1896291,1.94,0.56,"AminoSugar",NA,"lost","lost",NA
"C18H35O10","1.5 kPa","SR",441.1896291,1.94,0.56,"AminoSugar",NA,NA,"lost",NA
"C18H35O10","50 kPa","DWP",441.1896291,1.94,0.56,"AminoSugar",NA,NA,"lost",NA
"C18H35O10","50 kPa","SR",441.1896291,1.94,0.56,"AminoSugar","lost","lost",NA,NA
"C18H35O10S2","1.5 kPa","SR",505.1336509,1.94,0.56,"AminoSugar","lost","lost","lost",NA
"C18H35O11","1.5 kPa","CPCRW",457.1845443,1.94,0.61,"AminoSugar","new",NA,NA,"drought"
"C18H35O11","50 kPa","DWP",457.1845443,1.94,0.61,"AminoSugar","lost","lost","lost",NA
"C18H35O12","1.5 kPa","DWP",486.1828161,1.94,0.67,"AminoSugar","lost","lost","lost",NA
"C18H35O12","50 kPa","DWP",486.1828161,1.94,0.67,"AminoSugar","lost","lost","lost",NA
"C18H35O13","50 kPa","DWP",489.1743476,1.94,0.72,"Carb","lost","lost","lost",NA
"C18H35O13","50 kPa","DWP",502.1776756,1.94,0.72,"AminoSugar","lost","lost","lost",NA
"C18H35O18","1.5 kPa","CPCRW",569.1489346,1.94,1,"Carb","new",NA,NA,"drought"
"C18H35O18","1.5 kPa","CPCRW",582.152456,1.94,1,"Carb","new",NA,NA,"drought"
"C18H35O18","1.5 kPa","DWP",569.1489346,1.94,1,"Carb",NA,"lost","lost",NA
"C18H35O18","1.5 kPa","DWP",582.152456,1.94,1,"Carb",NA,"lost","lost",NA
"C18H35O18","50 kPa","CPCRW",569.1489346,1.94,1,"Carb","new",NA,NA,"drought"
"C18H35O18","50 kPa","CPCRW",582.152456,1.94,1,"Carb","new",NA,NA,"drought"
"C18H35O18","50 kPa","DWP",569.1489346,1.94,1,"Carb",NA,"lost","lost",NA
"C18H35O18","50 kPa","DWP",582.152456,1.94,1,"Carb",NA,"lost","lost",NA
"C18H35O20","1.5 kPa","CPCRW",601.1387205,1.94,1.11,"Other","new",NA,NA,"drought"
"C18H35O20","1.5 kPa","DWP",601.1387205,1.94,1.11,"Other","lost","lost","lost",NA
"C18H35O20","50 kPa","DWP",601.1387205,1.94,1.11,"Other","lost","lost","lost",NA
"C18H36N3O6S2","50 kPa","DWP",484.1710195,2,0.33,"Protein","lost","lost","lost",NA
"C18H36NO5","1.5 kPa","SR",376.2258137,2,0.28,"Lipid",NA,NA,"new","saturation"
"C18H36O10","1.5 kPa","CPCRW",411.2235369,2,0.56,"AminoSugar",NA,"lost",NA,NA
"C18H36O10","1.5 kPa","CPCRW",424.2269581,2,0.56,"Protein",NA,"lost",NA,NA
"C18H36O10","1.5 kPa","DWP",411.2235369,2,0.56,"AminoSugar","lost","lost","lost",NA
"C18H36O10","1.5 kPa","DWP",424.2269581,2,0.56,"Protein","lost","lost","lost",NA
"C18H36O10","1.5 kPa","SR",411.2235369,2,0.56,"AminoSugar","lost",NA,"lost",NA
"C18H36O10","1.5 kPa","SR",424.2269581,2,0.56,"Protein","lost",NA,"lost",NA
"C18H36O10","50 kPa","CPCRW",411.2235369,2,0.56,"AminoSugar","new",NA,"new",NA
"C18H36O10","50 kPa","CPCRW",424.2269581,2,0.56,"Protein","new",NA,"new",NA
"C18H36O10","50 kPa","SR",411.2235369,2,0.56,"AminoSugar","lost","lost",NA,NA
"C18H36O10","50 kPa","SR",424.2269581,2,0.56,"Protein","lost","lost",NA,NA
"C18H36O11","1.5 kPa","CPCRW",427.2184964,2,0.61,"AminoSugar","lost","lost",NA,NA
"C18H36O11","1.5 kPa","CPCRW",440.221838,2,0.61,"AminoSugar","lost","lost",NA,NA
"C18H36O11","1.5 kPa","DWP",427.2184964,2,0.61,"AminoSugar","lost","lost","lost",NA
"C18H36O11","1.5 kPa","DWP",440.221838,2,0.61,"AminoSugar","lost","lost","lost",NA
"C18H36O11","1.5 kPa","SR",427.2184964,2,0.61,"AminoSugar",NA,NA,NA,NA
"C18H36O11","1.5 kPa","SR",440.221838,2,0.61,"AminoSugar",NA,NA,NA,NA
"C18H36O11","50 kPa","CPCRW",427.2184964,2,0.61,"AminoSugar",NA,"lost",NA,NA
"C18H36O11","50 kPa","CPCRW",440.221838,2,0.61,"AminoSugar",NA,"lost",NA,NA
"C18H36O11","50 kPa","DWP",427.2184964,2,0.61,"AminoSugar",NA,NA,"new","saturation"
"C18H36O11","50 kPa","DWP",440.221838,2,0.61,"AminoSugar",NA,NA,"new","saturation"
"C18H36O11","50 kPa","SR",427.2184964,2,0.61,"AminoSugar","lost",NA,NA,NA
"C18H36O11","50 kPa","SR",440.221838,2,0.61,"AminoSugar","lost",NA,NA,NA
"C18H36O14","50 kPa","CPCRW",475.2031712,2,0.78,"Carb","new",NA,NA,"drought"
"C18H36O14","50 kPa","CPCRW",488.2066129,2,0.78,"Carb","new",NA,NA,"drought"
"C18H36O17","1.5 kPa","CPCRW",523.188012,2,0.94,"Carb","new",NA,NA,"drought"
"C18H36O17","1.5 kPa","CPCRW",536.1913437,2,0.94,"Carb","new",NA,NA,"drought"
"C18H36O17","1.5 kPa","DWP",523.188012,2,0.94,"Carb","lost","lost","lost",NA
"C18H36O17","1.5 kPa","DWP",536.1913437,2,0.94,"Carb","lost","lost","lost",NA
"C18H36O17","50 kPa","CPCRW",523.188012,2,0.94,"Carb","new",NA,NA,"drought"
"C18H36O17","50 kPa","CPCRW",536.1913437,2,0.94,"Carb","new",NA,NA,"drought"
"C18H36O18","1.5 kPa","DWP",539.1828237,2,1,"Carb","lost","lost","lost",NA
"C18H36O18","1.5 kPa","DWP",552.1862007,2,1,"Carb","lost","lost","lost",NA
"C18H36O18","50 kPa","CPCRW",539.1828237,2,1,"Carb","new",NA,NA,"drought"
"C18H36O18","50 kPa","CPCRW",552.1862007,2,1,"Carb","new",NA,NA,"drought"
"C18H36O2","1.5 kPa","CPCRW",283.2642517,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","1.5 kPa","CPCRW",296.2676067,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","1.5 kPa","DWP",283.2642517,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","1.5 kPa","DWP",296.2676067,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","1.5 kPa","SR",283.2642517,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","1.5 kPa","SR",296.2676067,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","50 kPa","CPCRW",283.2642517,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","50 kPa","CPCRW",296.2676067,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","50 kPa","DWP",283.2642517,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","50 kPa","DWP",296.2676067,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","50 kPa","SR",283.2642517,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O2","50 kPa","SR",296.2676067,2,0.11,"Lipid",NA,NA,NA,NA
"C18H36O3","1.5 kPa","CPCRW",299.2591683,2,0.17,"Lipid",NA,"lost",NA,NA
"C18H36O3","1.5 kPa","DWP",299.2591683,2,0.17,"Lipid",NA,NA,NA,NA
"C18H36O3","1.5 kPa","SR",299.2591683,2,0.17,"Lipid",NA,NA,NA,NA
"C18H36O3","50 kPa","SR",299.2591683,2,0.17,"Lipid","new","new","new",NA
"C18H36O4","1.5 kPa","CPCRW",315.2540612,2,0.22,"Lipid",NA,NA,NA,NA
"C18H36O4","1.5 kPa","CPCRW",328.2574085,2,0.22,"Lipid",NA,NA,NA,NA
"C18H36O4","1.5 kPa","DWP",315.2540612,2,0.22,"Lipid",NA,"lost",NA,NA
"C18H36O4","1.5 kPa","DWP",328.2574085,2,0.22,"Lipid",NA,"lost",NA,NA
"C18H36O4","1.5 kPa","SR",315.2540612,2,0.22,"Lipid","new","new","new",NA
"C18H36O4","1.5 kPa","SR",328.2574085,2,0.22,"Lipid","new","new","new",NA
"C18H36O4","50 kPa","CPCRW",315.2540612,2,0.22,"Lipid",NA,NA,"new","saturation"
"C18H36O4","50 kPa","CPCRW",328.2574085,2,0.22,"Lipid",NA,NA,"new","saturation"
"C18H36O4","50 kPa","DWP",315.2540612,2,0.22,"Lipid",NA,"lost","lost",NA
"C18H36O4","50 kPa","DWP",328.2574085,2,0.22,"Lipid",NA,"lost","lost",NA
"C18H36O4","50 kPa","SR",315.2540612,2,0.22,"Lipid","lost",NA,NA,NA
"C18H36O4","50 kPa","SR",328.2574085,2,0.22,"Lipid","lost",NA,NA,NA
"C18H36O5","1.5 kPa","CPCRW",331.248968,2,0.28,"Lipid","new",NA,"new",NA
"C18H36O5","1.5 kPa","CPCRW",344.252346,2,0.28,"Lipid","new",NA,"new",NA
"C18H36O5","1.5 kPa","DWP",331.248968,2,0.28,"Lipid","lost","lost","lost",NA
"C18H36O5","1.5 kPa","DWP",344.252346,2,0.28,"Lipid","lost","lost","lost",NA
"C18H36O5","1.5 kPa","SR",331.248968,2,0.28,"Lipid",NA,"new","new",NA
"C18H36O5","1.5 kPa","SR",344.252346,2,0.28,"Lipid",NA,"new","new",NA
"C18H36O5","50 kPa","CPCRW",331.248968,2,0.28,"Lipid","new",NA,"new",NA
"C18H36O5","50 kPa","CPCRW",344.252346,2,0.28,"Lipid","new",NA,"new",NA
"C18H36O5","50 kPa","DWP",331.248968,2,0.28,"Lipid",NA,"lost","lost",NA
"C18H36O5","50 kPa","DWP",344.252346,2,0.28,"Lipid",NA,"lost","lost",NA
"C18H36O5","50 kPa","SR",331.248968,2,0.28,"Lipid",NA,"new",NA,"field moist"
"C18H36O5","50 kPa","SR",344.252346,2,0.28,"Lipid",NA,"new",NA,"field moist"
"C18H36O6","1.5 kPa","CPCRW",347.2438747,2,0.33,"Protein","new",NA,"new",NA
"C18H36O6","1.5 kPa","CPCRW",360.2472566,2,0.33,"Protein","new",NA,"new",NA
"C18H36O6","1.5 kPa","DWP",347.2438747,2,0.33,"Protein","lost","lost","lost",NA
"C18H36O6","1.5 kPa","DWP",360.2472566,2,0.33,"Protein","lost","lost","lost",NA
"C18H36O6","1.5 kPa","SR",347.2438747,2,0.33,"Protein","new","new","new",NA
"C18H36O6","1.5 kPa","SR",360.2472566,2,0.33,"Protein","new","new","new",NA
"C18H36O6","50 kPa","CPCRW",347.2438747,2,0.33,"Protein","new",NA,"new",NA
"C18H36O6","50 kPa","CPCRW",360.2472566,2,0.33,"Protein","new",NA,"new",NA
"C18H36O6","50 kPa","SR",347.2438747,2,0.33,"Protein",NA,"new",NA,"field moist"
"C18H36O6","50 kPa","SR",360.2472566,2,0.33,"Protein",NA,"new",NA,"field moist"
"C18H36O6S","1.5 kPa","DWP",379.2159997,2,0.33,"Protein","lost","lost","lost",NA
"C18H36O7","1.5 kPa","CPCRW",363.2387933,2,0.39,"Protein",NA,NA,"new","saturation"
"C18H36O7","50 kPa","CPCRW",363.2387933,2,0.39,"Protein","new",NA,"new",NA
"C18H36O8","1.5 kPa","CPCRW",379.2337557,2,0.44,"Protein",NA,NA,NA,NA
"C18H36O8","1.5 kPa","CPCRW",392.23712,2,0.44,"Protein",NA,NA,NA,NA
"C18H36O8","1.5 kPa","DWP",379.2337557,2,0.44,"Protein","lost","lost","lost",NA
"C18H36O8","1.5 kPa","DWP",392.23712,2,0.44,"Protein","lost","lost","lost",NA
"C18H36O8","1.5 kPa","SR",379.2337557,2,0.44,"Protein",NA,NA,NA,NA
"C18H36O8","1.5 kPa","SR",392.23712,2,0.44,"Protein",NA,NA,NA,NA
"C18H36O8","50 kPa","CPCRW",379.2337557,2,0.44,"Protein",NA,NA,"new","saturation"
"C18H36O8","50 kPa","CPCRW",392.23712,2,0.44,"Protein",NA,NA,"new","saturation"
"C18H36O8","50 kPa","DWP",379.2337557,2,0.44,"Protein","lost","lost","lost",NA
"C18H36O8","50 kPa","DWP",392.23712,2,0.44,"Protein","lost","lost","lost",NA
"C18H36O8","50 kPa","SR",379.2337557,2,0.44,"Protein","lost","lost",NA,NA
"C18H36O8","50 kPa","SR",392.23712,2,0.44,"Protein","lost","lost",NA,NA
"C18H36O9","1.5 kPa","CPCRW",395.228613,2,0.5,"Protein",NA,NA,NA,NA
"C18H36O9","1.5 kPa","CPCRW",408.232,2,0.5,"Protein",NA,NA,NA,NA
"C18H36O9","1.5 kPa","DWP",395.228613,2,0.5,"Protein","lost","lost","lost",NA
"C18H36O9","1.5 kPa","DWP",408.232,2,0.5,"Protein","lost","lost","lost",NA
"C18H36O9","1.5 kPa","SR",395.228613,2,0.5,"Protein","lost",NA,"lost",NA
"C18H36O9","1.5 kPa","SR",408.232,2,0.5,"Protein","lost",NA,"lost",NA
"C18H36O9","50 kPa","CPCRW",395.228613,2,0.5,"Protein","new",NA,"new",NA
"C18H36O9","50 kPa","CPCRW",408.232,2,0.5,"Protein","new",NA,"new",NA
"C18H36O9","50 kPa","DWP",395.228613,2,0.5,"Protein","lost","lost","lost",NA
"C18H36O9","50 kPa","DWP",408.232,2,0.5,"Protein","lost","lost","lost",NA
"C18H36O9","50 kPa","SR",395.228613,2,0.5,"Protein","lost","lost",NA,NA
"C18H36O9","50 kPa","SR",408.232,2,0.5,"Protein","lost","lost",NA,NA
"C18H37N3O10","1.5 kPa","CPCRW",467.2438999,2.06,0.56,"Protein","lost",NA,NA,NA
"C18H37N3O10","1.5 kPa","DWP",467.2438999,2.06,0.56,"Protein","new","new",NA,NA
"C18H37N3O10","50 kPa","CPCRW",467.2438999,2.06,0.56,"Protein",NA,"lost",NA,NA
"C18H37N3O10","50 kPa","DWP",467.2438999,2.06,0.56,"Protein","new","new",NA,NA
"C18H37N3O10","50 kPa","SR",467.2438999,2.06,0.56,"Protein",NA,NA,"new","saturation"
"C18H37NO13","1.5 kPa","SR",474.2192968,2.06,0.72,"Carb","lost","lost","lost",NA
"C18H37NO13","50 kPa","DWP",474.2192968,2.06,0.72,"Carb","new",NA,NA,"drought"
"C18H37O10","1.5 kPa","SR",456.2086231,2.06,0.56,"Protein","lost","lost","lost",NA
"C18H37O10","50 kPa","DWP",456.2086231,2.06,0.56,"Protein","new",NA,NA,"drought"
"C18H37O10S2","1.5 kPa","SR",520.1526905,2.06,0.56,"Protein","lost","lost","lost",NA
"C18H37O11","1.5 kPa","CPCRW",459.200204,2.06,0.61,"AminoSugar","new",NA,NA,"drought"
