SampleID,Site,Treatment,HeadSpace_Ht_cm,soil_pH_water_airdried,DryMass_SoilOnly_g,DryMass_NONsoil_ALL_g,VolumeSoil_cm3,rownum,TREATMENT_PHASE,sequence_valve,Picarro_start,Picarro_stop,Total_core_mass_pot_pie_pans_g,Additional_Wt_toRemove,picarro_records
S7,SR,sat_II,0,5.86,126.55,55.82,344.5,529,SATURATION_INCUBATION,7,2016-12-08T18:49:00Z,2016-12-09T01:05:00Z,NA,NA,47
S3,SR,sat_II,0,6.07,125.17,55.38,343.5,530,SATURATION_INCUBATION,5,2016-12-08T18:49:00Z,2016-12-09T01:05:00Z,NA,NA,47
S2,SR,sat_II,0.5,5.73,121.23,60.66,323.7,531,SATURATION_INCUBATION,12,2016-12-08T18:49:00Z,2016-12-09T01:05:00Z,NA,NA,47
S24,SR,sat_II,1,6.14,127.41,58.87,300.9,532,SATURATION_INCUBATION,14,2016-12-08T18:49:00Z,2016-12-09T01:05:00Z,NA,NA,47
S18,SR,sat_II,2,6.13,119.84,60.18,255.29,533,SATURATION_INCUBATION,11,2016-12-08T18:49:00Z,2016-12-09T01:05:00Z,NA,NA,47
S15,SR,field_moist,0,6.15,128.59,59.2,343.5,535,FIELD_MOIST_INCUBATION,10,2016-12-09T19:50:00Z,2016-12-10T02:05:00Z,NA,NA,50
S21,SR,field_moist,0,5.95,96.55,59.1,343.5,536,FIELD_MOIST_INCUBATION,3,2016-12-09T19:50:00Z,2016-12-10T02:05:00Z,NA,NA,50
S13,SR,field_moist,0,5.96,113.62,59.04,347.5,537,FIELD_MOIST_INCUBATION,14,2016-12-09T19:50:00Z,2016-12-10T02:05:00Z,NA,NA,50
S19,SR,field_moist,0,6.38,107.7,60.12,345.5,538,FIELD_MOIST_INCUBATION,12,2016-12-09T19:50:00Z,2016-12-10T02:05:00Z,NA,NA,50
S1,SR,field_moist,1,6.03,111.5,63.01,294.9,539,FIELD_MOIST_INCUBATION,11,2016-12-09T19:50:00Z,2016-12-10T02:05:00Z,NA,NA,50
S10,SR,drought,1,5.94,118.06,9.68,298.9,540,DROUGHT_PRE_INCUBATION,9,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,323.63,NA,45
S14,SR,drought,0,5.93,150.39,7.38,346.5,541,DROUGHT_PRE_INCUBATION,1,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,351.2,NA,45
S25,SR,drought,0,5.82,146.15,10.18,342.5,542,DROUGHT_PRE_INCUBATION,6,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,370.04,NA,45
S5,SR,drought,1,6.02,128.77,6.68,301.9,543,DROUGHT_PRE_INCUBATION,4,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,367.4,NA,45
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,544,DROUGHT_PRE_INCUBATION,13,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,373.32,NA,45
S15,SR,field_moist,0,6.15,128.59,59.2,343.5,545,FIELD_MOIST_SATURATION,15,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,390,10,45
S21,SR,field_moist,0,5.95,96.55,59.1,343.5,546,FIELD_MOIST_SATURATION,5,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,359.55,10,45
S13,SR,field_moist,0,5.96,113.62,59.04,347.5,547,FIELD_MOIST_SATURATION,10,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,403.06,10,45
S19,SR,field_moist,0,6.38,107.7,60.12,345.5,548,FIELD_MOIST_SATURATION,3,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,374.26,10,45
S1,SR,field_moist,1,6.03,111.5,63.01,294.9,549,FIELD_MOIST_SATURATION,14,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,391.31,10,45
S7,SR,sat_II,0,5.86,126.55,55.82,344.5,550,SATURATION_INCUBATION,7,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,460.59,NA,45
S3,SR,sat_II,0,6.07,125.17,55.38,343.5,551,SATURATION_INCUBATION,2,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,451.76,NA,45
S2,SR,sat_II,0.5,5.73,121.23,60.66,323.7,552,SATURATION_INCUBATION,8,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,451.48,NA,45
S24,SR,sat_II,1,6.14,127.41,58.87,300.9,553,SATURATION_INCUBATION,12,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,435.15,NA,45
S18,SR,sat_II,2,6.13,119.84,60.18,255.29,554,SATURATION_INCUBATION,11,2016-12-12T19:42:00Z,2016-12-13T02:05:00Z,439.3,NA,45
S10,SR,drought,1,5.94,118.06,9.68,298.9,556,DROUGHT_PRE_INCUBATION,10,2016-12-16T20:05:00Z,2016-12-17T02:05:00Z,318.89,NA,18
S14,SR,drought,0,5.93,150.39,7.38,346.5,557,DROUGHT_PRE_INCUBATION,14,2016-12-16T20:05:00Z,2016-12-17T02:05:00Z,369.33,NA,18
S25,SR,drought,0,5.82,146.15,10.18,342.5,558,DROUGHT_PRE_INCUBATION,3,2016-12-16T20:05:00Z,2016-12-17T02:05:00Z,363.57,NA,18
S5,SR,drought,1,6.02,128.77,6.68,301.9,559,DROUGHT_PRE_INCUBATION,5,2016-12-16T20:05:00Z,2016-12-17T02:05:00Z,363.63,NA,18
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,560,DROUGHT_PRE_INCUBATION,7,2016-12-16T20:05:00Z,2016-12-17T02:05:00Z,366.28,NA,18
S10,SR,drought,1,5.94,118.06,9.68,298.9,575,DROUGHT_INCUBATION,2,2017-01-23T16:00:00Z,2017-01-23T21:00:00Z,169.42,NA,53
S14,SR,drought,0,5.93,150.39,7.38,346.5,576,DROUGHT_INCUBATION,3,2017-01-23T16:00:00Z,2017-01-23T21:00:00Z,190.29,NA,53
S25,SR,drought,0,5.82,146.15,10.18,342.5,577,DROUGHT_INCUBATION,5,2017-01-23T16:00:00Z,2017-01-23T21:00:00Z,252.62,NA,53
S5,SR,drought,1,6.02,128.77,6.68,301.9,578,DROUGHT_INCUBATION,8,2017-01-23T16:00:00Z,2017-01-23T21:00:00Z,247.44,NA,53
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,579,DROUGHT_INCUBATION,7,2017-01-23T16:00:00Z,2017-01-23T21:00:00Z,243.77,NA,53
S10,SR,drought,1,5.94,118.06,9.68,298.9,581,DROUGHT_INCUBATION,2,2017-01-25T16:00:00Z,2017-01-25T21:00:00Z,169.42,NA,51
S14,SR,drought,0,5.93,150.39,7.38,346.5,582,DROUGHT_INCUBATION,3,2017-01-25T16:00:00Z,2017-01-25T21:00:00Z,190.29,NA,51
S25,SR,drought,0,5.82,146.15,10.18,342.5,583,DROUGHT_INCUBATION,5,2017-01-25T16:00:00Z,2017-01-25T21:00:00Z,252.62,NA,51
S5,SR,drought,1,6.02,128.77,6.68,301.9,584,DROUGHT_INCUBATION,8,2017-01-25T16:00:00Z,2017-01-25T21:00:00Z,247.44,NA,51
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,585,DROUGHT_INCUBATION,7,2017-01-25T16:00:00Z,2017-01-25T21:00:00Z,243.77,NA,51
S10,SR,drought,1,5.94,118.06,9.68,298.9,587,DROUGHT_INCUBATION,2,2017-01-27T16:00:00Z,2017-01-27T21:00:00Z,169.42,NA,53
S14,SR,drought,0,5.93,150.39,7.38,346.5,588,DROUGHT_INCUBATION,3,2017-01-27T16:00:00Z,2017-01-27T21:00:00Z,190.29,NA,53
S25,SR,drought,0,5.82,146.15,10.18,342.5,589,DROUGHT_INCUBATION,5,2017-01-27T16:00:00Z,2017-01-27T21:00:00Z,252.62,NA,53
S5,SR,drought,1,6.02,128.77,6.68,301.9,590,DROUGHT_INCUBATION,8,2017-01-27T16:00:00Z,2017-01-27T21:00:00Z,247.44,NA,53
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,591,DROUGHT_INCUBATION,7,2017-01-27T16:00:00Z,2017-01-27T21:00:00Z,243.77,NA,53
S10,SR,drought,1,5.94,118.06,9.68,298.9,593,DROUGHT_INCUBATION,2,2017-01-29T16:00:00Z,2017-01-29T21:00:00Z,169.42,NA,51
S14,SR,drought,0,5.93,150.39,7.38,346.5,594,DROUGHT_INCUBATION,3,2017-01-29T16:00:00Z,2017-01-29T21:00:00Z,190.29,NA,51
S25,SR,drought,0,5.82,146.15,10.18,342.5,595,DROUGHT_INCUBATION,5,2017-01-29T16:00:00Z,2017-01-29T21:00:00Z,252.62,NA,51
S5,SR,drought,1,6.02,128.77,6.68,301.9,596,DROUGHT_INCUBATION,8,2017-01-29T16:00:00Z,2017-01-29T21:00:00Z,247.44,NA,51
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,597,DROUGHT_INCUBATION,7,2017-01-29T16:00:00Z,2017-01-29T21:00:00Z,243.77,NA,51
S10,SR,drought,1,5.94,118.06,9.68,298.9,599,DROUGHT_INCUBATION,2,2017-01-31T16:00:00Z,2017-01-31T21:00:00Z,169.42,NA,53
S14,SR,drought,0,5.93,150.39,7.38,346.5,600,DROUGHT_INCUBATION,3,2017-01-31T16:00:00Z,2017-01-31T21:00:00Z,190.29,NA,53
S25,SR,drought,0,5.82,146.15,10.18,342.5,601,DROUGHT_INCUBATION,5,2017-01-31T16:00:00Z,2017-01-31T21:00:00Z,252.62,NA,53
S5,SR,drought,1,6.02,128.77,6.68,301.9,602,DROUGHT_INCUBATION,8,2017-01-31T16:00:00Z,2017-01-31T21:00:00Z,247.44,NA,53
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,603,DROUGHT_INCUBATION,7,2017-01-31T16:00:00Z,2017-01-31T21:00:00Z,243.77,NA,53
S10,SR,drought,1,5.94,118.06,9.68,298.9,605,DROUGHT_INCUBATION,2,2017-02-02T16:00:00Z,2017-02-02T21:00:00Z,169.42,NA,51
S14,SR,drought,0,5.93,150.39,7.38,346.5,606,DROUGHT_INCUBATION,3,2017-02-02T16:00:00Z,2017-02-02T21:00:00Z,190.29,NA,51
S25,SR,drought,0,5.82,146.15,10.18,342.5,607,DROUGHT_INCUBATION,5,2017-02-02T16:00:00Z,2017-02-02T21:00:00Z,252.62,NA,51
S5,SR,drought,1,6.02,128.77,6.68,301.9,608,DROUGHT_INCUBATION,8,2017-02-02T16:00:00Z,2017-02-02T21:00:00Z,247.44,NA,51
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,609,DROUGHT_INCUBATION,7,2017-02-02T16:00:00Z,2017-02-02T21:00:00Z,243.77,NA,51
S10,SR,drought,1,5.94,118.06,9.68,298.9,611,DROUGHT_INCUBATION,2,2017-02-04T16:00:00Z,2017-02-04T21:00:00Z,169.42,NA,52
S14,SR,drought,0,5.93,150.39,7.38,346.5,612,DROUGHT_INCUBATION,3,2017-02-04T16:00:00Z,2017-02-04T21:00:00Z,190.29,NA,52
S25,SR,drought,0,5.82,146.15,10.18,342.5,613,DROUGHT_INCUBATION,5,2017-02-04T16:00:00Z,2017-02-04T21:00:00Z,252.62,NA,52
S5,SR,drought,1,6.02,128.77,6.68,301.9,614,DROUGHT_INCUBATION,8,2017-02-04T16:00:00Z,2017-02-04T21:00:00Z,247.44,NA,52
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,615,DROUGHT_INCUBATION,7,2017-02-04T16:00:00Z,2017-02-04T21:00:00Z,243.77,NA,52
S10,SR,drought,1,5.94,118.06,9.68,298.9,617,DROUGHT_INCUBATION,2,2017-02-06T16:00:00Z,2017-02-06T21:00:00Z,169.42,NA,53
S14,SR,drought,0,5.93,150.39,7.38,346.5,618,DROUGHT_INCUBATION,3,2017-02-06T16:00:00Z,2017-02-06T21:00:00Z,190.29,NA,53
S25,SR,drought,0,5.82,146.15,10.18,342.5,619,DROUGHT_INCUBATION,5,2017-02-06T16:00:00Z,2017-02-06T21:00:00Z,252.62,NA,53
S5,SR,drought,1,6.02,128.77,6.68,301.9,620,DROUGHT_INCUBATION,8,2017-02-06T16:00:00Z,2017-02-06T21:00:00Z,247.44,NA,53
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,621,DROUGHT_INCUBATION,7,2017-02-06T16:00:00Z,2017-02-06T21:00:00Z,243.77,NA,53
S10,SR,drought,1,5.94,118.06,9.68,298.9,623,DROUGHT_INCUBATION,2,2017-02-08T16:00:00Z,2017-02-08T21:00:00Z,169.42,NA,51
S14,SR,drought,0,5.93,150.39,7.38,346.5,624,DROUGHT_INCUBATION,3,2017-02-08T16:00:00Z,2017-02-08T21:00:00Z,190.29,NA,51
S25,SR,drought,0,5.82,146.15,10.18,342.5,625,DROUGHT_INCUBATION,5,2017-02-08T16:00:00Z,2017-02-08T21:00:00Z,252.62,NA,51
S5,SR,drought,1,6.02,128.77,6.68,301.9,626,DROUGHT_INCUBATION,8,2017-02-08T16:00:00Z,2017-02-08T21:00:00Z,247.44,NA,51
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,627,DROUGHT_INCUBATION,7,2017-02-08T16:00:00Z,2017-02-08T21:00:00Z,243.77,NA,51
S10,SR,drought,1,5.94,118.06,9.68,298.9,629,DROUGHT_INCUBATION,2,2017-02-10T16:00:00Z,2017-02-10T21:00:00Z,169.42,NA,52
S14,SR,drought,0,5.93,150.39,7.38,346.5,630,DROUGHT_INCUBATION,3,2017-02-10T16:00:00Z,2017-02-10T21:00:00Z,190.29,NA,52
S25,SR,drought,0,5.82,146.15,10.18,342.5,631,DROUGHT_INCUBATION,5,2017-02-10T16:00:00Z,2017-02-10T21:00:00Z,252.62,NA,52
S5,SR,drought,1,6.02,128.77,6.68,301.9,632,DROUGHT_INCUBATION,8,2017-02-10T16:00:00Z,2017-02-10T21:00:00Z,247.44,NA,52
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,633,DROUGHT_INCUBATION,7,2017-02-10T16:00:00Z,2017-02-10T21:00:00Z,243.77,NA,52
S10,SR,drought,1,5.94,118.06,9.68,298.9,635,DROUGHT_INCUBATION,2,2017-02-12T16:00:00Z,2017-02-12T21:00:00Z,169.42,NA,51
S14,SR,drought,0,5.93,150.39,7.38,346.5,636,DROUGHT_INCUBATION,3,2017-02-12T16:00:00Z,2017-02-12T21:00:00Z,190.29,NA,51
S25,SR,drought,0,5.82,146.15,10.18,342.5,637,DROUGHT_INCUBATION,5,2017-02-12T16:00:00Z,2017-02-12T21:00:00Z,252.62,NA,51
S5,SR,drought,1,6.02,128.77,6.68,301.9,638,DROUGHT_INCUBATION,8,2017-02-12T16:00:00Z,2017-02-12T21:00:00Z,247.44,NA,51
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,639,DROUGHT_INCUBATION,7,2017-02-12T16:00:00Z,2017-02-12T21:00:00Z,243.77,NA,51
S10,SR,drought,1,5.94,118.06,9.68,298.9,641,DROUGHT_INCUBATION,2,2017-02-14T16:00:00Z,2017-02-14T21:00:00Z,169.42,NA,52
S14,SR,drought,0,5.93,150.39,7.38,346.5,642,DROUGHT_INCUBATION,3,2017-02-14T16:00:00Z,2017-02-14T21:00:00Z,190.29,NA,52
S25,SR,drought,0,5.82,146.15,10.18,342.5,643,DROUGHT_INCUBATION,5,2017-02-14T16:00:00Z,2017-02-14T21:00:00Z,252.62,NA,52
S5,SR,drought,1,6.02,128.77,6.68,301.9,644,DROUGHT_INCUBATION,8,2017-02-14T16:00:00Z,2017-02-14T21:00:00Z,247.44,NA,52
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,645,DROUGHT_INCUBATION,7,2017-02-14T16:00:00Z,2017-02-14T21:00:00Z,243.77,NA,52
S10,SR,drought,1,5.94,118.06,9.68,298.9,647,DROUGHT_INCUBATION,2,2017-02-16T16:00:00Z,2017-02-16T21:00:00Z,169.42,NA,53
S14,SR,drought,0,5.93,150.39,7.38,346.5,648,DROUGHT_INCUBATION,3,2017-02-16T16:00:00Z,2017-02-16T21:00:00Z,190.29,NA,53
S25,SR,drought,0,5.82,146.15,10.18,342.5,649,DROUGHT_INCUBATION,5,2017-02-16T16:00:00Z,2017-02-16T21:00:00Z,252.62,NA,53
S5,SR,drought,1,6.02,128.77,6.68,301.9,650,DROUGHT_INCUBATION,8,2017-02-16T16:00:00Z,2017-02-16T21:00:00Z,247.44,NA,53
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,651,DROUGHT_INCUBATION,7,2017-02-16T16:00:00Z,2017-02-16T21:00:00Z,243.77,NA,53
S10,SR,drought,1,5.94,118.06,9.68,298.9,653,DROUGHT_INCUBATION,2,2017-02-18T16:00:00Z,2017-02-18T21:00:00Z,169.42,NA,50
S14,SR,drought,0,5.93,150.39,7.38,346.5,654,DROUGHT_INCUBATION,3,2017-02-18T16:00:00Z,2017-02-18T21:00:00Z,190.29,NA,50
S25,SR,drought,0,5.82,146.15,10.18,342.5,655,DROUGHT_INCUBATION,5,2017-02-18T16:00:00Z,2017-02-18T21:00:00Z,252.62,NA,50
S5,SR,drought,1,6.02,128.77,6.68,301.9,656,DROUGHT_INCUBATION,8,2017-02-18T16:00:00Z,2017-02-18T21:00:00Z,247.44,NA,50
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,657,DROUGHT_INCUBATION,7,2017-02-18T16:00:00Z,2017-02-18T21:00:00Z,243.77,NA,50
S10,SR,drought,1,5.94,118.06,9.68,298.9,563,DROUGHT_INCUBATION,2,2017-02-22T16:00:00Z,2017-02-22T21:00:00Z,NA,NA,51
S14,SR,drought,0,5.93,150.39,7.38,346.5,564,DROUGHT_INCUBATION,3,2017-02-22T16:00:00Z,2017-02-22T21:00:00Z,NA,NA,51
S25,SR,drought,0,5.82,146.15,10.18,342.5,565,DROUGHT_INCUBATION,5,2017-02-22T16:00:00Z,2017-02-22T21:00:00Z,NA,NA,51
S5,SR,drought,1,6.02,128.77,6.68,301.9,566,DROUGHT_INCUBATION,8,2017-02-22T16:00:00Z,2017-02-22T21:00:00Z,NA,NA,51
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,567,DROUGHT_INCUBATION,7,2017-02-22T16:00:00Z,2017-02-22T21:00:00Z,243.77,NA,51
S10,SR,drought,1,5.94,118.06,9.68,298.9,569,DROUGHT_SATURATION,2,2017-02-24T02:00:00Z,2017-02-25T01:00:00Z,343.03,10,238
S14,SR,drought,0,5.93,150.39,7.38,346.5,570,DROUGHT_SATURATION,3,2017-02-24T02:00:00Z,2017-02-25T01:00:00Z,345.59,10,238
S25,SR,drought,0,5.82,146.15,10.18,342.5,571,DROUGHT_SATURATION,5,2017-02-24T02:00:00Z,2017-02-25T01:00:00Z,387.11,10,238
S5,SR,drought,1,6.02,128.77,6.68,301.9,572,DROUGHT_SATURATION,8,2017-02-24T02:00:00Z,2017-02-25T01:00:00Z,390.98,10,238
S4,SR,drought,0.5,5.89,154.08,7.28,322.7,573,DROUGHT_SATURATION,7,2017-02-24T02:00:00Z,2017-02-25T01:00:00Z,361.27,10,238
D6,DWP,sat_I,0,4.69,444.51,78.85,333.5,1,IMMEDIATE_SATURATION,3,2017-06-15T23:28:00Z,2017-06-16T15:14:00Z,569.7,10,156
D7,DWP,sat_I,0,5.055,507.14,77.75,332.5,2,IMMEDIATE_SATURATION,5,2017-06-15T23:28:00Z,2017-06-16T15:14:00Z,636.2,10,156
D8,DWP,sat_I,0.5,4.6,442.15,67.05,317.7,3,IMMEDIATE_SATURATION,7,2017-06-15T23:28:00Z,2017-06-16T15:14:00Z,546.1,10,156
D9,DWP,sat_I,2.5,4.685,277.92,65.75,232.49,4,IMMEDIATE_SATURATION,8,2017-06-15T23:28:00Z,2017-06-16T15:14:00Z,424.4,10,156
D10,DWP,sat_I,0,4.305,402.18,79.35,322.5,5,IMMEDIATE_SATURATION,15,2017-06-15T23:28:00Z,2017-06-16T15:14:00Z,541,10,156
D21,DWP,drought,0,4.755,431.48,88.15,331.5,6,DROUGHT_PRE_INCUBATION,3,2017-06-17T00:28:00Z,2017-06-17T16:20:00Z,539.72,NA,164
D22,DWP,drought,0,5.575,421.19,81.85,332.5,7,DROUGHT_PRE_INCUBATION,5,2017-06-17T00:28:00Z,2017-06-17T16:20:00Z,526.64,NA,164
D23,DWP,drought,0,4.955,404.84,76.75,344.5,8,DROUGHT_PRE_INCUBATION,7,2017-06-17T00:28:00Z,2017-06-17T16:20:00Z,588.74,NA,164
D24,DWP,drought,0,4.78,307.07,78.85,340.5,9,DROUGHT_PRE_INCUBATION,8,2017-06-17T00:28:00Z,2017-06-17T16:20:00Z,397.52,NA,164
D25,DWP,drought,0,4.88,330.76,85.65,327.5,10,DROUGHT_PRE_INCUBATION,15,2017-06-17T00:28:00Z,2017-06-17T16:20:00Z,438.56,NA,164
D11,DWP,sat_II,0,4.62,432.75,74.55,335.5,160,SATURATION_SATURATION,3,2017-06-17T22:15:00Z,2017-06-18T20:46:00Z,637.4,10,234
D12,DWP,sat_II,0,4.67,392.66,92.15,331.5,161,SATURATION_SATURATION,5,2017-06-17T22:15:00Z,2017-06-18T20:46:00Z,637.4,10,234
D13,DWP,sat_II,1,4.45,352.08,68.65,297.9,162,SATURATION_SATURATION,7,2017-06-17T22:15:00Z,2017-06-18T20:46:00Z,587.9,10,234
D14,DWP,sat_II,0.5,4.495,362.82,68.45,318.7,163,SATURATION_SATURATION,8,2017-06-17T22:15:00Z,2017-06-18T20:46:00Z,551.5,10,234
D15,DWP,sat_II,0.5,4.5,296.56,74.65,315.7,164,SATURATION_SATURATION,15,2017-06-17T22:15:00Z,2017-06-18T20:46:00Z,569.3,10,234
D21,DWP,drought,0,4.755,431.48,88.15,331.5,11,DROUGHT_PRE_INCUBATION,3,2017-06-20T01:08:00Z,2017-06-20T21:14:00Z,536.39,NA,207
D22,DWP,drought,0,5.575,421.19,81.85,332.5,12,DROUGHT_PRE_INCUBATION,5,2017-06-20T01:08:00Z,2017-06-20T21:14:00Z,520.25,NA,207
D23,DWP,drought,0,4.955,404.84,76.75,344.5,13,DROUGHT_PRE_INCUBATION,7,2017-06-20T01:08:00Z,2017-06-20T21:14:00Z,580.15,NA,207
D24,DWP,drought,0,4.78,307.07,78.85,340.5,14,DROUGHT_PRE_INCUBATION,8,2017-06-20T01:08:00Z,2017-06-20T21:14:00Z,389.87,NA,207
D25,DWP,drought,0,4.88,330.76,85.65,327.5,15,DROUGHT_PRE_INCUBATION,15,2017-06-20T01:08:00Z,2017-06-20T21:14:00Z,430.67,NA,207
D11,DWP,sat_II,0,4.62,432.75,74.55,335.5,165,SATURATION_INCUBATION,3,2017-06-20T23:20:00Z,2017-06-21T22:40:00Z,601.96,NA,243
D12,DWP,sat_II,0,4.67,392.66,92.15,331.5,166,SATURATION_INCUBATION,5,2017-06-20T23:20:00Z,2017-06-21T22:40:00Z,608.24,NA,243
D13,DWP,sat_II,1,4.45,352.08,68.65,297.9,167,SATURATION_INCUBATION,7,2017-06-20T23:20:00Z,2017-06-21T22:40:00Z,542.48,NA,243
D14,DWP,sat_II,0.5,4.495,362.82,68.45,318.7,168,SATURATION_INCUBATION,8,2017-06-20T23:20:00Z,2017-06-21T22:40:00Z,561.45,NA,243
D15,DWP,sat_II,0.5,4.5,296.56,74.65,315.7,169,SATURATION_INCUBATION,15,2017-06-20T23:20:00Z,2017-06-21T22:40:00Z,530.39,NA,243
D21,DWP,drought,0,4.755,431.48,88.15,331.5,16,DROUGHT_PRE_INCUBATION,3,2017-06-22T00:05:00Z,2017-06-22T23:41:00Z,533,NA,244
D22,DWP,drought,0,5.575,421.19,81.85,332.5,17,DROUGHT_PRE_INCUBATION,5,2017-06-22T00:05:00Z,2017-06-22T23:41:00Z,515.38,NA,244
D23,DWP,drought,0,4.955,404.84,76.75,344.5,18,DROUGHT_PRE_INCUBATION,7,2017-06-22T00:05:00Z,2017-06-22T23:41:00Z,577.42,NA,244
D24,DWP,drought,0,4.78,307.07,78.85,340.5,19,DROUGHT_PRE_INCUBATION,8,2017-06-22T00:05:00Z,2017-06-22T23:41:00Z,386.4,NA,244
D25,DWP,drought,0,4.88,330.76,85.65,327.5,20,DROUGHT_PRE_INCUBATION,15,2017-06-22T00:05:00Z,2017-06-22T23:41:00Z,427.87,NA,244
D11,DWP,sat_II,0,4.62,432.75,74.55,335.5,170,SATURATION_INCUBATION,3,2017-06-23T01:00:00Z,2017-06-23T16:38:00Z,601.14,NA,120
D12,DWP,sat_II,0,4.67,392.66,92.15,331.5,171,SATURATION_INCUBATION,5,2017-06-23T01:00:00Z,2017-06-23T16:38:00Z,608.68,NA,120
D13,DWP,sat_II,1,4.45,352.08,68.65,297.9,172,SATURATION_INCUBATION,7,2017-06-23T01:00:00Z,2017-06-23T16:38:00Z,542.53,NA,120
D14,DWP,sat_II,0.5,4.495,362.82,68.45,318.7,173,SATURATION_INCUBATION,8,2017-06-23T01:00:00Z,2017-06-23T16:38:00Z,561.67,NA,120
D15,DWP,sat_II,0.5,4.5,296.56,74.65,315.7,174,SATURATION_INCUBATION,15,2017-06-23T01:00:00Z,2017-06-23T16:38:00Z,530.54,NA,120
D16,DWP,field_moist,NA,NA,NA,NA,NA,115,FIELD_MOIST_INCUBATION,NA,2017-06-23T23:46:00Z,2017-06-24T21:53:00Z,604.27,NA,170
D17,DWP,field_moist,1,4.765,318.25,78.25,291.9,116,FIELD_MOIST_INCUBATION,5,2017-06-23T23:46:00Z,2017-06-24T21:53:00Z,422.85,NA,170
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,117,FIELD_MOIST_INCUBATION,7,2017-06-23T23:46:00Z,2017-06-24T21:53:00Z,567.14,NA,170
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,118,FIELD_MOIST_INCUBATION,8,2017-06-23T23:46:00Z,2017-06-24T21:53:00Z,577.05,NA,170
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,119,FIELD_MOIST_INCUBATION,15,2017-06-23T23:46:00Z,2017-06-24T21:53:00Z,491.47,NA,170
D11,DWP,sat_II,0,4.62,432.75,74.55,335.5,175,SATURATION_INCUBATION,3,2017-06-24T23:31:00Z,2017-06-26T16:20:00Z,607.57,NA,422
D12,DWP,sat_II,0,4.67,392.66,92.15,331.5,176,SATURATION_INCUBATION,5,2017-06-24T23:31:00Z,2017-06-26T16:20:00Z,606.31,NA,422
D13,DWP,sat_II,1,4.45,352.08,68.65,297.9,177,SATURATION_INCUBATION,7,2017-06-24T23:31:00Z,2017-06-26T16:20:00Z,542.63,NA,422
D14,DWP,sat_II,0.5,4.495,362.82,68.45,318.7,178,SATURATION_INCUBATION,8,2017-06-24T23:31:00Z,2017-06-26T16:20:00Z,556.42,NA,422
D15,DWP,sat_II,0.5,4.5,296.56,74.65,315.7,179,SATURATION_INCUBATION,15,2017-06-24T23:31:00Z,2017-06-26T16:20:00Z,520.73,NA,422
D21,DWP,drought,0,4.755,431.48,88.15,331.5,21,DROUGHT_PRE_INCUBATION,3,2017-06-26T17:01:00Z,2017-06-27T16:55:00Z,519.67,NA,246
D22,DWP,drought,0,5.575,421.19,81.85,332.5,22,DROUGHT_PRE_INCUBATION,5,2017-06-26T17:01:00Z,2017-06-27T16:55:00Z,503.51,NA,246
D23,DWP,drought,0,4.955,404.84,76.75,344.5,23,DROUGHT_PRE_INCUBATION,7,2017-06-26T17:01:00Z,2017-06-27T16:55:00Z,560.07,NA,246
D24,DWP,drought,0,4.78,307.07,78.85,340.5,24,DROUGHT_PRE_INCUBATION,8,2017-06-26T17:01:00Z,2017-06-27T16:55:00Z,381.58,NA,246
D25,DWP,drought,0,4.88,330.76,85.65,327.5,25,DROUGHT_PRE_INCUBATION,15,2017-06-26T17:01:00Z,2017-06-27T16:55:00Z,420.63,NA,246
D11,DWP,sat_II,0,4.62,432.75,74.55,335.5,180,SATURATION_INCUBATION,3,2017-06-27T18:18:00Z,2017-06-27T23:32:00Z,608.3,NA,54
